기준년월,행정구,시간대,평균이용금액(만원),평균이용건수
202301,강서구,00시,4419.0212,675
202301,강서구,01시,2419.8613,415
202301,강서구,02시,1806.1998,299
202301,강서구,03시,1367.2677,219
202301,강서구,04시,1792.5293,240
202301,강서구,05시,3066.0294,495
202301,강서구,06시,6864.3171,1572
202301,강서구,07시,9455.5661,2496
202301,강서구,08시,13576.9224,2933
202301,강서구,09시,18806.7219,3640
202301,강서구,10시,29116.6847,4363
202301,강서구,11시,34838.6323,6047
202301,강서구,12시,36818.5112,8383
202301,강서구,13시,40570.2921,6578
202301,강서구,14시,38491.7231,6212
202301,강서구,15시,39717.6645,6172
202301,강서구,16시,38838.6503,6314
202301,강서구,17시,34226.8157,6675
202301,강서구,18시,31315.5487,6547
202301,강서구,19시,28049.7214,5464
202301,강서구,20시,23487.2356,4363
202301,강서구,21시,15880.2526,2861
202301,강서구,22시,10077.9654,1685
202301,강서구,23시,6092.728,1009
202301,금정구,00시,3125.9047,1202
202301,금정구,01시,2111.9307,757
202301,금정구,02시,1397.6008,528
202301,금정구,03시,857.5587,364
202301,금정구,04시,702.6864,300
202301,금정구,05시,976.8276,425
202301,금정구,06시,1979.7374,804
202301,금정구,07시,2746.8792,1233
202301,금정구,08시,4928.1337,2207
202301,금정구,09시,11259.7828,3796
202301,금정구,10시,23432.6844,5201
202301,금정구,11시,26866.2412,6815
202301,금정구,12시,30863.6335,9215
202301,금정구,13시,30358.6651,8241
202301,금정구,14시,31240.8695,8159
202301,금정구,15시,32697.0831,8267
202301,금정구,16시,30001.6641,8267
202301,금정구,17시,30493.472,8519
202301,금정구,18시,29240.383,8612
202301,금정구,19시,25213.7082,7165
202301,금정구,20시,19273.3648,5624
202301,금정구,21시,12731.5518,4314
202301,금정구,22시,7838.2685,2984
202301,금정구,23시,4832.5223,1868
202301,기장군,00시,1800.8588,583
202301,기장군,01시,1185.7616,365
202301,기장군,02시,731.123,239
202301,기장군,03시,433.9157,155
202301,기장군,04시,379.4986,135
202301,기장군,05시,836.9466,284
202301,기장군,06시,1871.3698,642
202301,기장군,07시,3215.2564,1126
202301,기장군,08시,5022.0636,1726
202301,기장군,09시,9808.3058,2926
202301,기장군,10시,17519.588,4211
202301,기장군,11시,30747.3502,6213
202301,기장군,12시,42068.328,8800
202301,기장군,13시,46733.5301,8600
202301,기장군,14시,50608.6865,8809
202301,기장군,15시,47729.8474,8533
202301,기장군,16시,45714.09,8103
202301,기장군,17시,42767.1152,7743
202301,기장군,18시,36899.4789,6963
202301,기장군,19시,30071.2839,5619
202301,기장군,20시,20026.4484,4079
202301,기장군,21시,9333.2269,2635
202301,기장군,22시,4699.5542,1563
202301,기장군,23시,2951.4378,961
202301,남구,00시,4112.373,1480
202301,남구,01시,2860.6685,982
202301,남구,02시,1917.2403,677
202301,남구,03시,1318.0331,480
202301,남구,04시,1336.1412,414
202301,남구,05시,2001.1669,588
202301,남구,06시,2512.1926,852
202301,남구,07시,3217.6869,1259
202301,남구,08시,6186.0708,2550
202301,남구,09시,13049.203,3953
202301,남구,10시,23298.6025,5509
202301,남구,11시,28657.2033,7397
202301,남구,12시,32645.9603,9765
202301,남구,13시,29421.5062,8205
202301,남구,14시,31596.2398,8340
202301,남구,15시,33896.4374,8687
202301,남구,16시,33032.0083,8880
202301,남구,17시,31894.6642,8860
202301,남구,18시,30362.2168,8922
202301,남구,19시,27956.1692,7714
202301,남구,20시,22342.1934,6118
202301,남구,21시,15762.8457,4808
202301,남구,22시,9619.2805,3369
202301,남구,23시,6159.6835,2235
202301,동구,00시,2320.6024,617
202301,동구,01시,1705.7576,473
202301,동구,02시,1300.4429,332
202301,동구,03시,852.5649,241
202301,동구,04시,844.8959,252
202301,동구,05시,818.7831,370
202301,동구,06시,1099.5013,634
202301,동구,07시,2058.2486,1003
202301,동구,08시,3281.5856,1887
202301,동구,09시,8843.1966,2585
202301,동구,10시,14858.1273,3075
202301,동구,11시,18712.1832,4616
202301,동구,12시,19304.7615,6188
202301,동구,13시,15391.2109,4602
202301,동구,14시,15932.9437,4234
202301,동구,15시,16044.6436,4105
202301,동구,16시,14955.4227,4101
202301,동구,17시,13079.1412,3927
202301,동구,18시,12385.8554,4165
202301,동구,19시,11850.4221,3588
202301,동구,20시,9122.0387,2748
202301,동구,21시,6031.3541,2088
202301,동구,22시,4184.5803,1395
202301,동구,23시,2991.4091,916
202301,동래구,00시,5854.5906,1661
202301,동래구,01시,3922.8932,1078
202301,동래구,02시,2747.355,740
202301,동래구,03시,1713.9149,508
202301,동래구,04시,1239.0442,432
202301,동래구,05시,1523.5026,677
202301,동래구,06시,2257.9411,979
202301,동래구,07시,2584.5471,1299
202301,동래구,08시,8175.9711,2684
202301,동래구,09시,20019.3121,4884
202301,동래구,10시,34653.6269,6797
202301,동래구,11시,41144.902,8601
202301,동래구,12시,44996.0351,10751
202301,동래구,13시,40042.8916,9587
202301,동래구,14시,42903.9246,9901
202301,동래구,15시,43970.0844,10247
202301,동래구,16시,43048.4739,10392
202301,동래구,17시,37996.0301,10268
202301,동래구,18시,38026.173,10292
202301,동래구,19시,34724.8181,8814
202301,동래구,20시,28565.6223,7188
202301,동래구,21시,20663.4865,5681
202301,동래구,22시,12757.7291,3907
202301,동래구,23시,8755.0675,2528
202301,부산진구,00시,11422.7119,3358
202301,부산진구,01시,8111.0209,2468
202301,부산진구,02시,5833.8387,1831
202301,부산진구,03시,4026.0381,1353
202301,부산진구,04시,2966.7048,1063
202301,부산진구,05시,3046.089,1319
202301,부산진구,06시,3618.8238,1609
202301,부산진구,07시,4305.4045,2219
202301,부산진구,08시,10573.6265,4515
202301,부산진구,09시,30473.0308,7495
202301,부산진구,10시,53417.0808,10187
202301,부산진구,11시,70416.6627,13954
202301,부산진구,12시,74241.4659,19063
202301,부산진구,13시,69551.2255,17273
202301,부산진구,14시,81525.3952,17318
202301,부산진구,15시,84158.4775,17781
202301,부산진구,16시,77007.9962,17519
202301,부산진구,17시,71342.5699,17476
202301,부산진구,18시,65063.5975,17456
202301,부산진구,19시,59267.8782,15088
202301,부산진구,20시,47916.0404,12311
202301,부산진구,21시,33018.6287,9518
202301,부산진구,22시,22282.7122,6933
202301,부산진구,23시,16087.813,4812
202301,북구,00시,3964.2461,1297
202301,북구,01시,2796.4144,867
202301,북구,02시,2017.1656,590
202301,북구,03시,1264.2932,423
202301,북구,04시,1023.9359,374
202301,북구,05시,1373.7465,592
202301,북구,06시,2230.4528,963
202301,북구,07시,2748.1921,1262
202301,북구,08시,5513.2164,2263
202301,북구,09시,16361.3078,4703
202301,북구,10시,34128.7069,7250
202301,북구,11시,41304.8608,9313
202301,북구,12시,42524.393,11081
202301,북구,13시,41182.718,10155
202301,북구,14시,47279.4291,10872
202301,북구,15시,49800.6011,11909
202301,북구,16시,50267.0839,12245
202301,북구,17시,47703.6168,12243
202301,북구,18시,43903.6578,11889
202301,북구,19시,37203.8725,9571
202301,북구,20시,29011.2755,7545
202301,북구,21시,18757.0917,5617
202301,북구,22시,9407.7662,3118
202301,북구,23시,6045.4558,1966
202301,사상구,00시,4064.9105,1225
202301,사상구,01시,2783.0719,848
202301,사상구,02시,1838.4881,594
202301,사상구,03시,1250.8062,425
202301,사상구,04시,1350.7716,415
202301,사상구,05시,2239.4816,707
202301,사상구,06시,3872.1544,1280
202301,사상구,07시,5265.1114,2170
202301,사상구,08시,8364.4596,2983
202301,사상구,09시,16383.1616,4142
202301,사상구,10시,25248.8034,5491
202301,사상구,11시,31085.2397,6967
202301,사상구,12시,33353.3682,9065
202301,사상구,13시,32305.3227,7606
202301,사상구,14시,35146.5999,7687
202301,사상구,15시,35838.0022,7888
202301,사상구,16시,34446.6574,7900
202301,사상구,17시,31638.069,8327
202301,사상구,18시,30265.6972,8518
202301,사상구,19시,27398.3552,7130
202301,사상구,20시,23703.2377,5790
202301,사상구,21시,14925.2689,4394
202301,사상구,22시,9031.4809,2844
202301,사상구,23시,5980.0122,1828
202301,사하구,00시,4845.9933,1471
202301,사하구,01시,3458.414,991
202301,사하구,02시,2203.5358,699
202301,사하구,03시,1456.2516,503
202301,사하구,04시,1308.4065,446
202301,사하구,05시,1543.3591,667
202301,사하구,06시,2809.9218,1391
202301,사하구,07시,3716.4925,2040
202301,사하구,08시,6333.2469,2807
202301,사하구,09시,14809.7323,4429
202301,사하구,10시,25533.8713,6149
202301,사하구,11시,30617.9933,7954
202301,사하구,12시,34187.9012,10082
202301,사하구,13시,29502.7381,8453
202301,사하구,14시,33469.6092,9097
202301,사하구,15시,35253.7363,9523
202301,사하구,16시,35270.6682,9620
202301,사하구,17시,34524.5971,10180
202301,사하구,18시,33835.2616,10289
202301,사하구,19시,30402.8556,8525
202301,사하구,20시,24880.2896,6811
202301,사하구,21시,16081.7428,5056
202301,사하구,22시,10261.4546,3428
202301,사하구,23시,6949.7797,2261
202301,서구,00시,1262.4507,419
202301,서구,01시,910.5037,274
202301,서구,02시,501.6446,174
202301,서구,03시,301.6179,117
202301,서구,04시,358.0215,121
202301,서구,05시,681.5584,212
202301,서구,06시,1036.641,460
202301,서구,07시,2560.4005,823
202301,서구,08시,6060.8298,1546
202301,서구,09시,14936.6746,2552
202301,서구,10시,22387.8994,3214
202301,서구,11시,22195.7592,3626
202301,서구,12시,19665.6395,4296
202301,서구,13시,16772.2232,3483
202301,서구,14시,18631.7291,3795
202301,서구,15시,16076.6442,3632
202301,서구,16시,14132.4896,3364
202301,서구,17시,10785.2625,2991
202301,서구,18시,9564.8887,2830
202301,서구,19시,8531.7796,2351
202301,서구,20시,6644.5497,1890
202301,서구,21시,4613.559,1484
202301,서구,22시,2791.4444,1063
202301,서구,23시,1836.5797,667
202301,수영구,00시,5064.3429,1493
202301,수영구,01시,3707.5753,990
202301,수영구,02시,2290.3894,676
202301,수영구,03시,1331.3928,450
202301,수영구,04시,906.0984,343
202301,수영구,05시,911.1537,410
202301,수영구,06시,1180.0898,582
202301,수영구,07시,1877.212,868
202301,수영구,08시,4609.4392,1907
202301,수영구,09시,12567.4652,3319
202301,수영구,10시,22928.8594,4686
202301,수영구,11시,27429.6281,6022
202301,수영구,12시,29208.6305,7701
202301,수영구,13시,28374.0046,7018
202301,수영구,14시,30027.248,7313
202301,수영구,15시,28799.3071,7377
202301,수영구,16시,44806.8629,9154
202301,수영구,17시,41669.847,8238
202301,수영구,18시,26338.8482,7298
202301,수영구,19시,26422.9136,6529
202301,수영구,20시,24080.2083,5645
202301,수영구,21시,17300.3506,4624
202301,수영구,22시,10783.6943,3194
202301,수영구,23시,7458.9856,2145
202301,연제구,00시,4049.5848,1138
202301,연제구,01시,3149.5839,790
202301,연제구,02시,1881.087,562
202301,연제구,03시,1211.772,389
202301,연제구,04시,840.6939,326
202301,연제구,05시,929.5938,455
202301,연제구,06시,1450.3248,655
202301,연제구,07시,2154.5736,984
202301,연제구,08시,4966.8367,2259
202301,연제구,09시,14187.2183,3522
202301,연제구,10시,26968.1324,5001
202301,연제구,11시,32740.7671,6700
202301,연제구,12시,36651.7935,9229
202301,연제구,13시,32119.8724,7219
202301,연제구,14시,34355.4443,7209
202301,연제구,15시,34868.2058,7586
202301,연제구,16시,33822.3965,7713
202301,연제구,17시,31175.6926,7678
202301,연제구,18시,29491.7528,7870
202301,연제구,19시,27631.8303,6767
202301,연제구,20시,23857.9663,5560
202301,연제구,21시,17404.9599,4307
202301,연제구,22시,10157.4275,2896
202301,연제구,23시,6389.2213,1815
202301,영도구,00시,1282.5321,452
202301,영도구,01시,819.5583,306
202301,영도구,02시,577.1048,210
202301,영도구,03시,303.2661,136
202301,영도구,04시,226.2415,140
202301,영도구,05시,324.996,207
202301,영도구,06시,534.3163,397
202301,영도구,07시,968.5408,584
202301,영도구,08시,1687.4788,941
202301,영도구,09시,4231.6418,1458
202301,영도구,10시,7090.0465,1998
202301,영도구,11시,9885.8701,2772
202301,영도구,12시,10868.1884,3594
202301,영도구,13시,9827.5447,2920
202301,영도구,14시,9828.7544,2987
202301,영도구,15시,10290.5876,3027
202301,영도구,16시,9544.4824,2935
202301,영도구,17시,9149.8261,2993
202301,영도구,18시,8907.7975,2889
202301,영도구,19시,8612.8944,2395
202301,영도구,20시,6523.9754,1800
202301,영도구,21시,4172.8475,1406
202301,영도구,22시,2701.1253,988
202301,영도구,23시,1780.493,657
202301,중구,00시,2646.1019,581
202301,중구,01시,1889.3128,409
202301,중구,02시,1184.2701,278
202301,중구,03시,793.7427,193
202301,중구,04시,471.5816,167
202301,중구,05시,352.4549,180
202301,중구,06시,507.2915,241
202301,중구,07시,763.6604,419
202301,중구,08시,1922.2292,1128
202301,중구,09시,4626.5057,1363
202301,중구,10시,9022.3374,1923
202301,중구,11시,14806.8661,3203
202301,중구,12시,20518.2669,5429
202301,중구,13시,20926.6718,4855
202301,중구,14시,22412.5976,4904
202301,중구,15시,22779.7126,4801
202301,중구,16시,21268.2848,4632
202301,중구,17시,19008.9989,4358
202301,중구,18시,18775.1541,4316
202301,중구,19시,18188.4197,3732
202301,중구,20시,13731.1191,2862
202301,중구,21시,8583.8452,1950
202301,중구,22시,5556.0687,1282
202301,중구,23시,3952.47,858
202301,해운대구,00시,6215.5771,2139
202301,해운대구,01시,4232.5911,1402
202301,해운대구,02시,2641.1968,943
202301,해운대구,03시,1747.125,642
202301,해운대구,04시,1327.1014,556
202301,해운대구,05시,1816.1611,749
202301,해운대구,06시,3224.6153,1230
202301,해운대구,07시,4481.6375,2077
202301,해운대구,08시,10320.1357,4219
202301,해운대구,09시,24600.7601,7038
202301,해운대구,10시,46403.6446,9895
202301,해운대구,11시,68589.4146,13424
202301,해운대구,12시,77290.3524,17585
202301,해운대구,13시,75335.6631,15615
202301,해운대구,14시,84749.1185,15972
202301,해운대구,15시,85815.2525,16027
202301,해운대구,16시,79321.1906,15718
202301,해운대구,17시,73414.5789,15316
202301,해운대구,18시,69749.7613,14801
202301,해운대구,19시,62547.645,12757
202301,해운대구,20시,43094.5709,9867
202301,해운대구,21시,26633.8833,7488
202301,해운대구,22시,15762.9622,5202
202301,해운대구,23시,9499.5702,3298
202302,강서구,00시,4934.4212,707
202302,강서구,01시,2869.4228,419
202302,강서구,02시,1882.2789,285
202302,강서구,03시,1418.5368,226
202302,강서구,04시,2249.2973,269
202302,강서구,05시,3383.333,553
202302,강서구,06시,7331.7908,1722
202302,강서구,07시,10557.216,2755
202302,강서구,08시,13702.0395,3246
202302,강서구,09시,26154.3204,3989
202302,강서구,10시,33898.9492,4659
202302,강서구,11시,40845.3928,6454
202302,강서구,12시,38535.0901,9147
202302,강서구,13시,41918.1802,6987
202302,강서구,14시,45257.3493,6370
202302,강서구,15시,42940.1663,6297
202302,강서구,16시,39997.1066,6655
202302,강서구,17시,37162.1423,7009
202302,강서구,18시,33094.8813,7084
202302,강서구,19시,30656.7344,6017
202302,강서구,20시,25170.9943,4714
202302,강서구,21시,17101.1849,3083
202302,강서구,22시,10785.347,1820
202302,강서구,23시,6821.4908,1083
202302,금정구,00시,3023.9774,1202
202302,금정구,01시,1976.2549,727
202302,금정구,02시,1261.502,503
202302,금정구,03시,796.594,341
202302,금정구,04시,535.8544,295
202302,금정구,05시,905.1704,452
202302,금정구,06시,1806.6658,843
202302,금정구,07시,3692.1311,1406
202302,금정구,08시,5962.1411,2452
202302,금정구,09시,16046.9929,4167
202302,금정구,10시,25314.1205,5518
202302,금정구,11시,28555.9654,7264
202302,금정구,12시,34130.4275,10023
202302,금정구,13시,31888.9497,8554
202302,금정구,14시,31667.0931,8454
202302,금정구,15시,31566.7027,8446
202302,금정구,16시,32223.2122,8590
202302,금정구,17시,31172.8911,9017
202302,금정구,18시,29550.941,9279
202302,금정구,19시,27089.1143,7771
202302,금정구,20시,20749.3701,6113
202302,금정구,21시,12970.4854,4518
202302,금정구,22시,8008.2669,3129
202302,금정구,23시,4841.5948,1957
202302,기장군,00시,1769.4018,592
202302,기장군,01시,961.4568,352
202302,기장군,02시,635.8058,231
202302,기장군,03시,349.8695,144
202302,기장군,04시,410.3222,145
202302,기장군,05시,855.6445,295
202302,기장군,06시,2103.1986,705
202302,기장군,07시,3200.7163,1249
202302,기장군,08시,5119.867,1843
202302,기장군,09시,10425.0368,3100
202302,기장군,10시,18760.1899,4439
202302,기장군,11시,30615.3017,6625
202302,기장군,12시,44421.3397,9578
202302,기장군,13시,47977.9949,9145
202302,기장군,14시,48851.2002,9133
202302,기장군,15시,48386.8705,8804
202302,기장군,16시,45484.3792,8442
202302,기장군,17시,41418.1072,8178
202302,기장군,18시,38802.257,7666
202302,기장군,19시,32099.8065,6238
202302,기장군,20시,22278.4139,4528
202302,기장군,21시,9758.4455,2850
202302,기장군,22시,5041.2333,1720
202302,기장군,23시,3287.0541,1030
202302,남구,00시,3843.0123,1459
202302,남구,01시,2809.2924,981
202302,남구,02시,1771.9075,672
202302,남구,03시,1336.8581,485
202302,남구,04시,1254.2417,440
202302,남구,05시,1889.2764,602
202302,남구,06시,2617.579,885
202302,남구,07시,3384.4753,1385
202302,남구,08시,6157.4716,2884
202302,남구,09시,13057.6727,4198
202302,남구,10시,23590.782,5845
202302,남구,11시,28617.579,7841
202302,남구,12시,33414.256,10666
202302,남구,13시,29305.0665,8619
202302,남구,14시,31124.0934,8602
202302,남구,15시,32649.3951,8941
202302,남구,16시,33677.5982,9158
202302,남구,17시,31408.0264,9264
202302,남구,18시,30773.0284,9553
202302,남구,19시,27740.0944,8171
202302,남구,20시,23368.9484,6545
202302,남구,21시,15846.4601,5087
202302,남구,22시,9998.9649,3570
202302,남구,23시,6106.2127,2342
202302,동구,00시,2178.2478,638
202302,동구,01시,1676.6258,478
202302,동구,02시,1284.4317,327
202302,동구,03시,843.1794,226
202302,동구,04시,673.2729,262
202302,동구,05시,826.0359,397
202302,동구,06시,1155.9518,656
202302,동구,07시,2414.4207,1138
202302,동구,08시,4281.6503,2137
202302,동구,09시,8660.6518,2852
202302,동구,10시,16360.4033,3290
202302,동구,11시,19275.5341,5006
202302,동구,12시,19430.7832,6859
202302,동구,13시,16371.6859,4934
202302,동구,14시,16048.7911,4474
202302,동구,15시,15813.6079,4339
202302,동구,16시,14895.7304,4423
202302,동구,17시,14441.2057,4255
202302,동구,18시,13526.1126,4609
202302,동구,19시,12602.988,4013
202302,동구,20시,10076.3473,3010
202302,동구,21시,6510.193,2216
202302,동구,22시,4434.3964,1527
202302,동구,23시,3352.8691,971
202302,동래구,00시,5714.7437,1591
202302,동래구,01시,3715.8949,1048
202302,동래구,02시,2443.3555,702
202302,동래구,03시,1675.3931,493
202302,동래구,04시,1200.7049,428
202302,동래구,05시,1813.76,731
202302,동래구,06시,2178.2492,1066
202302,동래구,07시,3450.5442,1489
202302,동래구,08시,8208.1007,2962
202302,동래구,09시,21983.0334,5335
202302,동래구,10시,36280.269,7308
202302,동래구,11시,42879.3749,9142
202302,동래구,12시,45106.068,11630
202302,동래구,13시,39011.4508,10022
202302,동래구,14시,42787.5214,10128
202302,동래구,15시,42742.7007,10555
202302,동래구,16시,40911.0327,10657
202302,동래구,17시,37851.9068,10610
202302,동래구,18시,38458.7639,10995
202302,동래구,19시,35942.0152,9430
202302,동래구,20시,29959.6953,7707
202302,동래구,21시,20477.9006,5947
202302,동래구,22시,13011.9438,4122
202302,동래구,23시,8595.5919,2626
202302,부산진구,00시,10470.8643,3313
202302,부산진구,01시,7842.1892,2410
202302,부산진구,02시,5300.6539,1735
202302,부산진구,03시,3665.1963,1261
202302,부산진구,04시,3015.3549,1048
202302,부산진구,05시,2941.3765,1359
202302,부산진구,06시,4173.5781,1711
202302,부산진구,07시,4925.743,2392
202302,부산진구,08시,11479.051,4943
202302,부산진구,09시,32008.3539,8112
202302,부산진구,10시,56726.5567,10726
202302,부산진구,11시,72847.1035,14709
202302,부산진구,12시,77037.5527,20741
202302,부산진구,13시,72384.7732,18312
202302,부산진구,14시,80392.7384,18177
202302,부산진구,15시,84723.3677,18467
202302,부산진구,16시,76600.5216,18360
202302,부산진구,17시,68408.6201,18215
202302,부산진구,18시,66230.5881,18730
202302,부산진구,19시,63902.1285,16238
202302,부산진구,20시,50969.2756,13122
202302,부산진구,21시,34372.5019,10063
202302,부산진구,22시,22911.1852,7325
202302,부산진구,23시,16140.2587,4972
202302,북구,00시,3697.3636,1253
202302,북구,01시,2543.6026,822
202302,북구,02시,1888.5247,568
202302,북구,03시,1429.6953,395
202302,북구,04시,1007.1212,361
202302,북구,05시,1407.3335,616
202302,북구,06시,2183.6149,1074
202302,북구,07시,2595.1582,1382
202302,북구,08시,5868.3083,2553
202302,북구,09시,17066.6071,5065
202302,북구,10시,31259.9044,7386
202302,북구,11시,36692.6269,9402
202302,북구,12시,39107.8621,11426
202302,북구,13시,35062.3873,10053
202302,북구,14시,42677.6252,10605
202302,북구,15시,45326.3785,11666
202302,북구,16시,44915.9523,12245
202302,북구,17시,43931.6247,12509
202302,북구,18시,42325.8582,12547
202302,북구,19시,36280.3354,10177
202302,북구,20시,29628.9436,8100
202302,북구,21시,18801.7256,5894
202302,북구,22시,9131.9485,3255
202302,북구,23시,5957.882,2006
202302,사상구,00시,3823.3027,1220
202302,사상구,01시,2440.499,838
202302,사상구,02시,1803.5383,565
202302,사상구,03시,1223.0512,416
202302,사상구,04시,1172.9389,422
202302,사상구,05시,2340.5869,769
202302,사상구,06시,3730.2527,1386
202302,사상구,07시,5491.7734,2435
202302,사상구,08시,8632.2317,3317
202302,사상구,09시,16668.1666,4434
202302,사상구,10시,25605.5999,5712
202302,사상구,11시,29251.0345,7193
202302,사상구,12시,31610.2866,9571
202302,사상구,13시,29825.5526,7740
202302,사상구,14시,34241.529,7696
202302,사상구,15시,33102.8921,7903
202302,사상구,16시,32261.6159,8021
202302,사상구,17시,30445.242,8653
202302,사상구,18시,29579.7481,9117
202302,사상구,19시,27688.2931,7653
202302,사상구,20시,22994.2824,6104
202302,사상구,21시,14808.0082,4591
202302,사상구,22시,9181.4216,2974
202302,사상구,23시,6083.439,1914
202302,사하구,00시,4747.4558,1490
202302,사하구,01시,3166.5452,979
202302,사하구,02시,2193.496,682
202302,사하구,03시,1413.2762,492
202302,사하구,04시,1262.091,445
202302,사하구,05시,1694.4133,724
202302,사하구,06시,3089.437,1548
202302,사하구,07시,4017.0854,2243
202302,사하구,08시,6111.2148,3070
202302,사하구,09시,17812.14,4874
202302,사하구,10시,29170.4986,6558
202302,사하구,11시,31535.4182,8494
202302,사하구,12시,36057.5815,10789
202302,사하구,13시,31078.1393,8872
202302,사하구,14시,32969.9015,9386
202302,사하구,15시,36367.6838,9719
202302,사하구,16시,33925.9888,9832
202302,사하구,17시,33751.5152,10584
202302,사하구,18시,34763.2669,11193
202302,사하구,19시,31763.9996,9262
202302,사하구,20시,26693.2572,7286
202302,사하구,21시,16619.4809,5334
202302,사하구,22시,10606.5773,3599
202302,사하구,23시,7118.899,2330
202302,서구,00시,1284.7427,407
202302,서구,01시,767.8306,267
202302,서구,02시,387.6495,171
202302,서구,03시,301.186,110
202302,서구,04시,302.4493,112
202302,서구,05시,466.6554,210
202302,서구,06시,1089.2481,491
202302,서구,07시,2791.626,899
202302,서구,08시,6321.8762,1698
202302,서구,09시,17318.7385,2803
202302,서구,10시,23769.5297,3470
202302,서구,11시,23103.2539,3988
202302,서구,12시,19267.4205,4760
202302,서구,13시,17024.3546,3748
202302,서구,14시,19849.3717,4079
202302,서구,15시,17191.1737,3911
202302,서구,16시,14461.5054,3544
202302,서구,17시,11243.2582,3237
202302,서구,18시,10089.6063,3110
202302,서구,19시,9509.4576,2621
202302,서구,20시,7391.6884,2077
202302,서구,21시,4971.5724,1604
202302,서구,22시,2799.5695,1131
202302,서구,23시,1690.0942,675
202302,수영구,00시,5132.1155,1490
202302,수영구,01시,3206.1113,977
202302,수영구,02시,2227.6084,660
202302,수영구,03시,1364.501,433
202302,수영구,04시,818.5191,338
202302,수영구,05시,868.7887,421
202302,수영구,06시,1389.1482,623
202302,수영구,07시,1856.5968,929
202302,수영구,08시,4406.2839,2061
202302,수영구,09시,13032.5202,3602
202302,수영구,10시,20026.2871,4940
202302,수영구,11시,29234.6008,6455
202302,수영구,12시,30283.9368,8325
202302,수영구,13시,29459.1069,7497
202302,수영구,14시,29607.2997,7578
202302,수영구,15시,28309.0647,7613
202302,수영구,16시,55968.9606,9637
202302,수영구,17시,40947.8358,8642
202302,수영구,18시,26173.1278,7841
202302,수영구,19시,27937.0123,7246
202302,수영구,20시,25084.836,6208
202302,수영구,21시,18819.7449,4997
202302,수영구,22시,11638.6118,3552
202302,수영구,23시,8079.3492,2354
202302,연제구,00시,3729.2789,1149
202302,연제구,01시,2810.5652,760
202302,연제구,02시,1775.9499,527
202302,연제구,03시,1203.1431,374
202302,연제구,04시,798.0751,324
202302,연제구,05시,916.3786,481
202302,연제구,06시,1407.1535,719
202302,연제구,07시,2311.1945,1083
202302,연제구,08시,5658.1008,2493
202302,연제구,09시,13427.1672,3814
202302,연제구,10시,23689.7981,5252
202302,연제구,11시,34252.0882,7067
202302,연제구,12시,34790.2287,9948
202302,연제구,13시,28354.1639,7400
202302,연제구,14시,31085.5075,7249
202302,연제구,15시,32431.7021,7615
202302,연제구,16시,30525.228,7824
202302,연제구,17시,28567.0689,7871
202302,연제구,18시,26954.5257,8224
202302,연제구,19시,26885.1473,7221
202302,연제구,20시,25039.5448,5950
202302,연제구,21시,16945.0158,4517
202302,연제구,22시,9566.009,3035
202302,연제구,23시,6075.2066,1893
202302,영도구,00시,1300.8368,446
202302,영도구,01시,889.7972,302
202302,영도구,02시,500.3771,200
202302,영도구,03시,301.7379,136
202302,영도구,04시,321.1835,137
202302,영도구,05시,365.6658,213
202302,영도구,06시,734.4145,434
202302,영도구,07시,959.6729,671
202302,영도구,08시,1667.6028,1001
202302,영도구,09시,4560.8482,1589
202302,영도구,10시,7426.1366,2082
202302,영도구,11시,9156.8606,2957
202302,영도구,12시,11758.4387,3966
202302,영도구,13시,9568.7977,3075
202302,영도구,14시,9421.6208,3096
202302,영도구,15시,9761.2849,3142
202302,영도구,16시,8961.4685,3030
202302,영도구,17시,8966.3242,3138
202302,영도구,18시,9483.4312,3140
202302,영도구,19시,8937.9947,2614
202302,영도구,20시,6762.9671,1964
202302,영도구,21시,4457.6583,1508
202302,영도구,22시,2991.5727,1051
202302,영도구,23시,1821.508,690
202302,중구,00시,2580.725,565
202302,중구,01시,1799.2813,384
202302,중구,02시,1079.396,260
202302,중구,03시,755.3357,187
202302,중구,04시,423.2514,150
202302,중구,05시,375.3631,172
202302,중구,06시,601.6868,260
202302,중구,07시,821.2618,478
202302,중구,08시,1699.0387,1249
202302,중구,09시,4530.2273,1417
202302,중구,10시,9430.505,2064
202302,중구,11시,14782.5378,3439
202302,중구,12시,21491.2137,5864
202302,중구,13시,20424.6512,5078
202302,중구,14시,21709.9335,5054
202302,중구,15시,21722.9216,4995
202302,중구,16시,19610.1706,4758
202302,중구,17시,18077.6579,4500
202302,중구,18시,18290.9008,4533
202302,중구,19시,18307.3654,3970
202302,중구,20시,15092.546,3096
202302,중구,21시,8814.8245,2069
202302,중구,22시,5685.7394,1375
202302,중구,23시,3790.1556,896
202302,해운대구,00시,6105.1336,2118
202302,해운대구,01시,4311.3308,1347
202302,해운대구,02시,2535.8938,903
202302,해운대구,03시,1619.5585,634
202302,해운대구,04시,1283.3991,550
202302,해운대구,05시,1852.1841,758
202302,해운대구,06시,3064.3378,1289
202302,해운대구,07시,4792.9512,2248
202302,해운대구,08시,10967.1625,4583
202302,해운대구,09시,26260.3333,7677
202302,해운대구,10시,50118.9781,10601
202302,해운대구,11시,69987.907,14490
202302,해운대구,12시,81928.7419,19140
202302,해운대구,13시,78297.628,16708
202302,해운대구,14시,84978.467,16725
202302,해운대구,15시,88427.4996,16716
