행정구,기준연월,업종대분류,현지인 소비액(만원),외지인 소비액(만원),외국인 소비액(만원)
북구,202511,식음료업,0,729369,3593
북구,202511,여가서비스업,6451,33632,322
북구,202511,여행업,0,3433,0
북구,202511,운송업,287,576114,2322
북구,202511,의료웰니스업,0,54249,7550
북구,202512,쇼핑업,31350,7800000,19814
북구,202512,숙박업,5181,13845,712
북구,202512,식음료업,0,799917,3854
북구,202512,여가서비스업,6985,34150,750
북구,202512,여행업,0,244,0
북구,202512,운송업,0,577780,1563
북구,202512,의료웰니스업,0,57265,10051
북구,202601,쇼핑업,26028,8490000,15972
북구,202601,숙박업,5971,11622,146
북구,202601,식음료업,0,761648,3573
북구,202601,여가서비스업,4873,36492,362
북구,202601,여행업,0,1159,0
북구,202601,운송업,160,561317,1438
북구,202601,의료웰니스업,0,49292,4268
북구,202602,쇼핑업,22577,8160000,17227
북구,202602,숙박업,6525,11643,481
북구,202602,식음료업,0,741297,2602
북구,202602,여가서비스업,6866,42691,186
북구,202602,여행업,0,320,0
북구,202602,운송업,0,496334,1241
북구,202602,의료웰니스업,0,50915,2016
북구,202603,쇼핑업,32898,8950000,25881
북구,202603,숙박업,5189,11315,511
북구,202603,식음료업,0,727253,5222
북구,202603,여가서비스업,10686,36774,2093
북구,202603,여행업,0,536,0
북구,202603,운송업,0,640207,2711
북구,202603,의료웰니스업,0,50783,3771
북구,202604,쇼핑업,27567,8300000,28369
북구,202604,숙박업,4568,16981,562
북구,202604,식음료업,0,751757,6183
북구,202604,여가서비스업,8630,31356,578
북구,202604,여행업,0,1358,0
북구,202604,운송업,308,641278,3381
북구,202604,의료웰니스업,0,52426,3718
북구,202605,쇼핑업,34884,8620000,28682
북구,202605,숙박업,5302,20179,1007
북구,202605,식음료업,0,909056,6195
북구,202605,여가서비스업,6449,46170,1537
북구,202605,여행업,0,1709,0
북구,202605,운송업,53,633638,3177
북구,202605,의료웰니스업,0,58691,6932
북구,202606,쇼핑업,23636,8370000,29754
북구,202606,숙박업,4274,13523,1842
북구,202606,식음료업,0,758510,6878
북구,202606,여가서비스업,5588,41913,259
북구,202606,여행업,0,1047,0
북구,202606,운송업,0,602508,4044
북구,202606,의료웰니스업,0,53433,6049
사상구,202301,쇼핑업,7614,1240000,161247
사상구,202301,숙박업,5619,23467,1946
사상구,202301,식음료업,0,900189,3403
사상구,202301,여가서비스업,4088,61303,93
사상구,202301,여행업,0,27,0
사상구,202301,운송업,1064,1600000,788
사상구,202301,의료웰니스업,1266,47990,751
사상구,202302,쇼핑업,4647,893219,147585
사상구,202302,숙박업,4775,21826,2697
사상구,202302,식음료업,0,843800,3895
사상구,202302,여가서비스업,2115,49784,98
사상구,202302,여행업,0,0,0
사상구,202302,운송업,224,1350000,731
사상구,202302,의료웰니스업,1033,45372,575
사상구,202303,쇼핑업,8425,1120000,196544
사상구,202303,숙박업,5959,29157,3466
사상구,202303,식음료업,0,967388,8806
사상구,202303,여가서비스업,2399,56211,118
사상구,202303,여행업,0,129,0
사상구,202303,운송업,556,1400000,1836
사상구,202303,의료웰니스업,1478,65605,1026
사상구,202304,쇼핑업,8397,1060000,203571
사상구,202304,숙박업,5068,28842,3398
사상구,202304,식음료업,0,962872,9781
사상구,202304,여가서비스업,2324,56827,122
사상구,202304,여행업,0,87,0
사상구,202304,운송업,467,1360000,2157
사상구,202304,의료웰니스업,1182,45455,1121
사상구,202305,쇼핑업,7473,1140000,198058
사상구,202305,숙박업,6112,28189,4106
사상구,202305,식음료업,0,995131,10242
사상구,202305,여가서비스업,3940,60535,131
사상구,202305,여행업,0,1323,0
사상구,202305,운송업,229,1290000,1768
사상구,202305,의료웰니스업,1643,54351,1047
사상구,202306,쇼핑업,10192,1050000,199966
사상구,202306,숙박업,5026,26936,3276
사상구,202306,식음료업,0,923480,8419
사상구,202306,여가서비스업,4387,65139,142
사상구,202306,여행업,0,632,0
사상구,202306,운송업,543,1220000,1788
사상구,202306,의료웰니스업,1057,54021,1355
사상구,202307,쇼핑업,8151,1160000,210971
사상구,202307,숙박업,5289,31282,2754
사상구,202307,식음료업,0,940583,4284
사상구,202307,여가서비스업,4558,58717,111
사상구,202307,여행업,0,2585,0
사상구,202307,운송업,607,1380000,2540
사상구,202307,의료웰니스업,1106,55295,968
사상구,202308,쇼핑업,7784,1200000,212328
사상구,202308,숙박업,4769,30669,3276
사상구,202308,식음료업,0,959648,5986
사상구,202308,여가서비스업,3838,54324,117
사상구,202308,여행업,0,331,139
사상구,202308,운송업,323,1520000,2067
사상구,202308,의료웰니스업,998,46507,744
사상구,202309,쇼핑업,9300,1450000,232378
사상구,202309,숙박업,4660,24324,3771
사상구,202309,식음료업,0,964429,9554
사상구,202309,여가서비스업,2461,61847,165
사상구,202309,여행업,0,351,0
사상구,202309,운송업,285,1610000,2594
사상구,202309,의료웰니스업,821,56374,661
사상구,202310,쇼핑업,9779,1110000,241268
사상구,202310,숙박업,4859,25595,4119
사상구,202310,식음료업,0,975633,12070
사상구,202310,여가서비스업,2518,59178,193
사상구,202310,여행업,0,267,192
사상구,202310,운송업,344,1520000,3042
사상구,202310,의료웰니스업,979,54941,1073
사상구,202311,쇼핑업,7952,1070000,219901
사상구,202311,숙박업,3785,23894,3034
사상구,202311,식음료업,0,928817,11867
사상구,202311,여가서비스업,2572,58107,240
사상구,202311,여행업,0,601,0
사상구,202311,운송업,367,1390000,2579
사상구,202311,의료웰니스업,960,50058,970
사상구,202312,쇼핑업,7513,1140000,211061
사상구,202312,숙박업,5386,29598,3283
사상구,202312,식음료업,0,1090000,10029
사상구,202312,여가서비스업,4315,66198,171
사상구,202312,여행업,0,0,0
사상구,202312,운송업,1009,1400000,1980
사상구,202312,의료웰니스업,1299,53783,484
사상구,202401,쇼핑업,8227,1200000,178679
사상구,202401,숙박업,4809,24234,2386
사상구,202401,식음료업,0,905249,4070
사상구,202401,여가서비스업,2640,56311,93
사상구,202401,여행업,0,156,0
사상구,202401,운송업,223,1430000,1484
사상구,202401,의료웰니스업,1190,49697,670
사상구,202402,쇼핑업,5643,1170000,164431
사상구,202402,숙박업,4529,27725,1722
사상구,202402,식음료업,0,892982,3684
사상구,202402,여가서비스업,2992,59115,191
사상구,202402,여행업,27,502,0
사상구,202402,운송업,186,1390000,1671
사상구,202402,의료웰니스업,2311,48033,392
사상구,202403,쇼핑업,6733,1210000,225228
사상구,202403,숙박업,5713,26640,3976
사상구,202403,식음료업,0,1010000,12149
사상구,202403,여가서비스업,3926,66965,535
사상구,202403,여행업,0,273,0
사상구,202403,운송업,238,1410000,2234
사상구,202403,의료웰니스업,1219,60738,872
사상구,202404,쇼핑업,5315,1060000,225849
사상구,202404,숙박업,4358,22064,2657
사상구,202404,식음료업,0,957303,12876
사상구,202404,여가서비스업,3146,63145,468
사상구,202404,여행업,0,1427,0
사상구,202404,운송업,261,1300000,2921
사상구,202404,의료웰니스업,1236,49961,1327
사상구,202405,쇼핑업,10169,1160000,225465
사상구,202405,숙박업,5472,27314,2894
사상구,202405,식음료업,0,1060000,12635
사상구,202405,여가서비스업,3701,66486,408
사상구,202405,여행업,0,547,60
사상구,202405,운송업,990,1430000,3355
사상구,202405,의료웰니스업,1266,57706,1495
사상구,202406,쇼핑업,6941,1060000,235240
사상구,202406,숙박업,5137,25614,2043
사상구,202406,식음료업,0,972491,10761
사상구,202406,여가서비스업,2601,61488,199
사상구,202406,여행업,148,230,0
사상구,202406,운송업,607,1400000,2994
사상구,202406,의료웰니스업,1494,49407,1410
사상구,202407,쇼핑업,6561,1120000,239586
사상구,202407,숙박업,6144,27077,2501
사상구,202407,식음료업,0,966903,5065
사상구,202407,여가서비스업,3031,60574,234
사상구,202407,여행업,233,242,0
사상구,202407,운송업,580,1480000,2958
사상구,202407,의료웰니스업,1020,50035,886
사상구,202408,쇼핑업,6536,1240000,260597
사상구,202408,숙박업,7206,24712,1489
사상구,202408,식음료업,0,963294,6496
사상구,202408,여가서비스업,2956,59728,295
사상구,202408,여행업,0,95,0
사상구,202408,운송업,576,1620000,3119
사상구,202408,의료웰니스업,1308,55590,806
사상구,202409,쇼핑업,7004,1300000,291019
사상구,202409,숙박업,5433,19441,1423
사상구,202409,식음료업,0,932250,13871
사상구,202409,여가서비스업,3182,60440,450
사상구,202409,여행업,0,312,0
사상구,202409,운송업,306,1510000,2936
사상구,202409,의료웰니스업,1382,50562,1452
사상구,202410,쇼핑업,10753,1060000,296267
사상구,202410,숙박업,5119,28053,2430
사상구,202410,식음료업,0,960512,15786
사상구,202410,여가서비스업,2786,66462,239
사상구,202410,여행업,0,1643,0
사상구,202410,운송업,715,1420000,3778
사상구,202410,의료웰니스업,1498,46739,1421
사상구,202411,쇼핑업,7888,1120000,283541
사상구,202411,숙박업,4355,22201,1575
사상구,202411,식음료업,0,936069,15539
사상구,202411,여가서비스업,1483,46820,600
사상구,202411,여행업,17,77,0
사상구,202411,운송업,888,1340000,3819
사상구,202411,의료웰니스업,1742,51884,1412
사상구,202412,쇼핑업,5986,1110000,308290
사상구,202412,숙박업,4842,22995,1343
사상구,202412,식음료업,0,1040000,12592
사상구,202412,여가서비스업,2694,56290,146
사상구,202412,여행업,0,0,0
사상구,202412,운송업,271,1330000,2904
사상구,202412,의료웰니스업,1757,51794,953
사상구,202501,쇼핑업,4471,1370000,245024
사상구,202501,숙박업,4406,23805,1598
사상구,202501,식음료업,0,926673,5230
사상구,202501,여가서비스업,2080,58933,113
사상구,202501,여행업,17,218,0
사상구,202501,운송업,379,1310000,1821
사상구,202501,의료웰니스업,1797,53053,566
사상구,202502,쇼핑업,7202,921303,213515
사상구,202502,숙박업,5272,18959,2260
사상구,202502,식음료업,0,813636,4527
사상구,202502,여가서비스업,1723,52796,239
사상구,202502,여행업,0,56,0
사상구,202502,운송업,177,1260000,2383
사상구,202502,의료웰니스업,1304,47298,463
사상구,202503,쇼핑업,4852,1160000,319248
사상구,202503,숙박업,4638,22585,2694
사상구,202503,식음료업,0,963304,17917
사상구,202503,여가서비스업,1693,58635,134
사상구,202503,여행업,0,100,0
사상구,202503,운송업,581,1340000,3296
사상구,202503,의료웰니스업,1407,59286,1070
사상구,202504,쇼핑업,7112,1020000,331990
사상구,202504,숙박업,3907,21778,2333
사상구,202504,식음료업,0,952326,18182
사상구,202504,여가서비스업,1887,55131,222
사상구,202504,여행업,0,92,0
사상구,202504,운송업,498,1210000,3733
사상구,202504,의료웰니스업,1473,50048,1242
사상구,202505,쇼핑업,7034,1150000,324495
사상구,202505,숙박업,5123,25054,3300
사상구,202505,식음료업,0,1050000,18018
사상구,202505,여가서비스업,2446,55339,564
사상구,202505,여행업,0,35,0
사상구,202505,운송업,793,1320000,3584
사상구,202505,의료웰니스업,1661,47693,1583
사상구,202506,쇼핑업,8510,1040000,315605
사상구,202506,숙박업,3501,21827,2231
사상구,202506,식음료업,0,874428,15260
사상구,202506,여가서비스업,1431,55745,417
사상구,202506,여행업,0,900,0
사상구,202506,운송업,378,1230000,3352
사상구,202506,의료웰니스업,1369,48773,1327
사상구,202507,쇼핑업,7267,1160000,323151
사상구,202507,숙박업,3671,21358,1434
사상구,202507,식음료업,0,912790,7972
사상구,202507,여가서비스업,2739,58360,197
사상구,202507,여행업,0,25,0
사상구,202507,운송업,525,1370000,3627
사상구,202507,의료웰니스업,1211,50357,1695
사상구,202508,쇼핑업,7687,1160000,288271
사상구,202508,숙박업,6491,27153,2081
사상구,202508,식음료업,0,971252,8790
사상구,202508,여가서비스업,3209,63112,402
사상구,202508,여행업,0,172,0
사상구,202508,운송업,467,1380000,3738
사상구,202508,의료웰니스업,1103,49408,1543
사상구,202509,쇼핑업,6266,1200000,353872
사상구,202509,숙박업,4912,19579,2762
사상구,202509,식음료업,0,936889,19494
사상구,202509,여가서비스업,1593,54626,546
사상구,202509,여행업,0,3264,0
사상구,202509,운송업,814,1290000,3683
사상구,202509,의료웰니스업,1111,50229,1554
사상구,202510,쇼핑업,8188,1210000,374688
사상구,202510,숙박업,5052,31729,4485
사상구,202510,식음료업,0,1050000,21831
사상구,202510,여가서비스업,2586,62617,548
사상구,202510,여행업,0,81,0
사상구,202510,운송업,305,1280000,4325
사상구,202510,의료웰니스업,1555,52479,1786
사상구,202511,쇼핑업,8195,1110000,372227
사상구,202511,숙박업,3991,28112,2926
사상구,202511,식음료업,0,965648,21640
사상구,202511,여가서비스업,1585,52378,463
사상구,202511,여행업,0,1063,0
사상구,202511,운송업,253,1290000,3701
사상구,202511,의료웰니스업,1637,50134,1881
사상구,202512,쇼핑업,6271,1110000,397472
사상구,202512,숙박업,3679,27431,3002
사상구,202512,식음료업,0,1060000,18735
사상구,202512,여가서비스업,3413,58815,572
사상구,202512,여행업,0,0,0
사상구,202512,운송업,342,1390000,2977
사상구,202512,의료웰니스업,1690,57677,1729
사상구,202601,쇼핑업,4670,1210000,304639
사상구,202601,숙박업,3326,25901,1884
사상구,202601,식음료업,0,986986,7802
사상구,202601,여가서비스업,1997,56400,199
사상구,202601,여행업,10,29,0
사상구,202601,운송업,488,1390000,2651
사상구,202601,의료웰니스업,2206,40745,828
사상구,202602,쇼핑업,5820,1210000,269590
사상구,202602,숙박업,3302,23338,1490
사상구,202602,식음료업,0,927580,7907
사상구,202602,여가서비스업,2639,57169,212
사상구,202602,여행업,0,88,0
사상구,202602,운송업,314,1260000,2571
사상구,202602,의료웰니스업,3214,46862,574
사상구,202603,쇼핑업,5869,1130000,436244
사상구,202603,숙박업,4077,26101,4478
사상구,202603,식음료업,0,1010000,36892
사상구,202603,여가서비스업,2939,63586,1144
사상구,202603,여행업,0,1267,0
사상구,202603,운송업,428,1620000,4008
사상구,202603,의료웰니스업,2099,66173,2142
사상구,202604,쇼핑업,6479,1060000,435730
사상구,202604,숙박업,4889,27953,2569
사상구,202604,식음료업,0,984217,40092
사상구,202604,여가서비스업,1302,49272,835
사상구,202604,여행업,0,1825,0
사상구,202604,운송업,391,1640000,4217
사상구,202604,의료웰니스업,1611,51266,2361
사상구,202605,쇼핑업,6475,1120000,455878
사상구,202605,숙박업,4310,26055,2920
사상구,202605,식음료업,0,1100000,40181
사상구,202605,여가서비스업,2864,66750,681
사상구,202605,여행업,0,2187,0
사상구,202605,운송업,560,1580000,4959
사상구,202605,의료웰니스업,1686,56495,2325
사상구,202606,쇼핑업,7818,1010000,452229
사상구,202606,숙박업,3575,22413,4106
사상구,202606,식음료업,0,948328,34675
사상구,202606,여가서비스업,1466,55066,1047
사상구,202606,여행업,0,2318,0
사상구,202606,운송업,329,1520000,5437
사상구,202606,의료웰니스업,1634,54339,2363
사하구,202301,쇼핑업,10120,705014,6191
사하구,202301,숙박업,5832,12726,63
사하구,202301,식음료업,0,756351,3193
사하구,202301,여가서비스업,4087,46937,485
사하구,202301,여행업,0,0,0
사하구,202301,운송업,174,585273,559
사하구,202301,의료웰니스업,0,49243,1689
사하구,202302,쇼핑업,6327,576777,6783
사하구,202302,숙박업,5332,12289,13
사하구,202302,식음료업,0,697844,3617
사하구,202302,여가서비스업,2455,38607,287
사하구,202302,여행업,0,0,0
사하구,202302,운송업,289,541131,936
사하구,202302,의료웰니스업,0,47963,820
사하구,202303,쇼핑업,9371,692715,16100
사하구,202303,숙박업,6189,12253,116
사하구,202303,식음료업,0,778371,6661
사하구,202303,여가서비스업,3522,37261,505
사하구,202303,여행업,0,0,0
사하구,202303,운송업,244,576678,1405
사하구,202303,의료웰니스업,0,55694,1377
사하구,202304,쇼핑업,14378,660692,26503
사하구,202304,숙박업,5343,10715,52
사하구,202304,식음료업,0,765801,10601
사하구,202304,여가서비스업,2684,36322,961
사하구,202304,여행업,0,0,0
사하구,202304,운송업,176,540698,1707
사하구,202304,의료웰니스업,0,55437,1372
사하구,202305,쇼핑업,16416,667258,23744
사하구,202305,숙박업,5135,16153,243
사하구,202305,식음료업,0,842050,11121
사하구,202305,여가서비스업,3837,41280,931
사하구,202305,여행업,0,1477,0
사하구,202305,운송업,0,560583,1466
사하구,202305,의료웰니스업,0,59035,3331
사하구,202306,쇼핑업,11472,637676,25280
사하구,202306,숙박업,5789,13416,246
사하구,202306,식음료업,0,785163,10652
사하구,202306,여가서비스업,5515,44583,807
사하구,202306,여행업,1125,0,0
사하구,202306,운송업,313,516333,1658
사하구,202306,의료웰니스업,0,58369,2827
사하구,202307,쇼핑업,8124,641333,24125
사하구,202307,숙박업,6122,12336,89
사하구,202307,식음료업,0,815032,9634
사하구,202307,여가서비스업,4989,39157,795
사하구,202307,여행업,0,1860,0
사하구,202307,운송업,666,528896,1291
사하구,202307,의료웰니스업,0,53362,2535
사하구,202308,쇼핑업,7695,646903,20750
사하구,202308,숙박업,5627,12851,17
사하구,202308,식음료업,0,810655,10625
사하구,202308,여가서비스업,5362,37327,852
사하구,202308,여행업,0,464,0
사하구,202308,운송업,925,593718,1255
사하구,202308,의료웰니스업,0,53162,1750
사하구,202309,쇼핑업,14639,719527,24522
사하구,202309,숙박업,5294,15683,124
사하구,202309,식음료업,0,819972,12093
사하구,202309,여가서비스업,3031,44055,717
사하구,202309,여행업,0,0,0
사하구,202309,운송업,185,637102,1533
사하구,202309,의료웰니스업,0,56031,2125
사하구,202310,쇼핑업,24431,669303,35707
사하구,202310,숙박업,4963,10659,149
사하구,202310,식음료업,0,803485,17777
사하구,202310,여가서비스업,3228,40089,1113
사하구,202310,여행업,0,0,0
사하구,202310,운송업,660,571382,2034
사하구,202310,의료웰니스업,0,62784,3366
사하구,202311,쇼핑업,14267,611259,24815
사하구,202311,숙박업,4286,11063,91
사하구,202311,식음료업,0,714277,10879
사하구,202311,여가서비스업,2602,39283,814
사하구,202311,여행업,0,689,0
사하구,202311,운송업,285,584783,1566
사하구,202311,의료웰니스업,0,57761,1766
사하구,202312,쇼핑업,11714,670342,16455
사하구,202312,숙박업,4653,13137,22
사하구,202312,식음료업,0,844648,9864
사하구,202312,여가서비스업,9912,50826,667
사하구,202312,여행업,0,1863,0
사하구,202312,운송업,319,587898,1220
사하구,202312,의료웰니스업,0,63644,1354
사하구,202401,쇼핑업,10675,596089,12289
사하구,202401,숙박업,4086,10996,0
사하구,202401,식음료업,0,709468,17827
사하구,202401,여가서비스업,5594,40901,586
사하구,202401,여행업,504,3136,0
사하구,202401,운송업,473,574809,980
사하구,202401,의료웰니스업,0,52737,1769
사하구,202402,쇼핑업,11684,664442,13698
사하구,202402,숙박업,5392,12880,0
사하구,202402,식음료업,0,737883,19113
사하구,202402,여가서비스업,6535,41492,639
사하구,202402,여행업,0,501,0
사하구,202402,운송업,487,556074,934
사하구,202402,의료웰니스업,0,64781,2224
사하구,202403,쇼핑업,9529,673889,30697
사하구,202403,숙박업,4696,15335,49
사하구,202403,식음료업,0,814736,30347
사하구,202403,여가서비스업,7392,49764,821
사하구,202403,여행업,358,2232,0
사하구,202403,운송업,169,594636,1505
사하구,202403,의료웰니스업,0,61320,2215
사하구,202404,쇼핑업,14809,632649,43982
사하구,202404,숙박업,5113,15704,74
사하구,202404,식음료업,0,765597,34852
사하구,202404,여가서비스업,6382,38574,1315
사하구,202404,여행업,1592,4606,0
사하구,202404,운송업,327,572056,1843
사하구,202404,의료웰니스업,0,53862,1741
사하구,202405,쇼핑업,17390,684775,42185
사하구,202405,숙박업,6544,17991,83
사하구,202405,식음료업,0,881995,36936
사하구,202405,여가서비스업,6268,44843,2264
사하구,202405,여행업,0,1721,0
사하구,202405,운송업,232,783676,2022
사하구,202405,의료웰니스업,0,65260,2542
사하구,202406,쇼핑업,10805,649712,38325
사하구,202406,숙박업,6851,16476,172
사하구,202406,식음료업,0,803094,33497
사하구,202406,여가서비스업,6393,50803,1735
사하구,202406,여행업,0,4551,0
사하구,202406,운송업,0,708165,2113
사하구,202406,의료웰니스업,4,66191,3160
사하구,202407,쇼핑업,8971,626284,34052
사하구,202407,숙박업,5481,13178,108
사하구,202407,식음료업,0,812773,34292
사하구,202407,여가서비스업,6628,39077,1700
사하구,202407,여행업,141,3475,0
사하구,202407,운송업,0,687189,2261
사하구,202407,의료웰니스업,4,59101,2338
사하구,202408,쇼핑업,8063,654279,36343
사하구,202408,숙박업,4979,15211,107
사하구,202408,식음료업,0,835341,36474
사하구,202408,여가서비스업,7051,46068,1649
사하구,202408,여행업,3973,4670,0
사하구,202408,운송업,557,736986,2222
사하구,202408,의료웰니스업,0,52003,4406
사하구,202409,쇼핑업,9811,672619,38191
사하구,202409,숙박업,5448,10864,76
사하구,202409,식음료업,0,810110,35749
사하구,202409,여가서비스업,7017,46498,1792
사하구,202409,여행업,0,1310,1593
사하구,202409,운송업,420,642671,2550
사하구,202409,의료웰니스업,0,47427,2163
사하구,202410,쇼핑업,17028,640203,56911
사하구,202410,숙박업,4481,13910,302
사하구,202410,식음료업,0,790637,39422
사하구,202410,여가서비스업,3530,41130,2401
사하구,202410,여행업,0,6094,0
사하구,202410,운송업,240,639220,3150
사하구,202410,의료웰니스업,4,59081,3703
사하구,202411,쇼핑업,14130,653989,37352
사하구,202411,숙박업,3996,12988,222
사하구,202411,식음료업,0,784646,30260
사하구,202411,여가서비스업,4092,42376,2350
사하구,202411,여행업,0,3611,0
사하구,202411,운송업,339,616313,2334
사하구,202411,의료웰니스업,4,51732,1993
사하구,202412,쇼핑업,15031,640646,28598
사하구,202412,숙박업,4208,12278,20
사하구,202412,식음료업,0,819760,27430
사하구,202412,여가서비스업,7935,43223,1706
사하구,202412,여행업,0,7057,0
사하구,202412,운송업,562,643421,1868
사하구,202412,의료웰니스업,9,54415,2897
사하구,202501,쇼핑업,13284,682758,19053
사하구,202501,숙박업,3464,10773,6
사하구,202501,식음료업,0,790071,20670
사하구,202501,여가서비스업,5741,45980,1608
사하구,202501,여행업,0,0,0
사하구,202501,운송업,426,583094,1515
사하구,202501,의료웰니스업,0,48908,2077
사하구,202502,쇼핑업,9939,524100,18064
사하구,202502,숙박업,3896,13217,44
사하구,202502,식음료업,0,675146,18614
사하구,202502,여가서비스업,3201,44446,1111
사하구,202502,여행업,0,1394,0
사하구,202502,운송업,0,633014,1487
사하구,202502,의료웰니스업,9,48117,1175
사하구,202503,쇼핑업,15326,681037,39585
사하구,202503,숙박업,4630,10446,184
사하구,202503,식음료업,0,806017,31166
사하구,202503,여가서비스업,3110,50490,1415
사하구,202503,여행업,0,0,0
사하구,202503,운송업,442,679580,2364
사하구,202503,의료웰니스업,0,54965,2733
사하구,202504,쇼핑업,21925,580875,70540
사하구,202504,숙박업,4042,8582,104
사하구,202504,식음료업,0,775037,41327
사하구,202504,여가서비스업,3096,37239,2165
사하구,202504,여행업,0,2237,0
사하구,202504,운송업,502,632425,2875
사하구,202504,의료웰니스업,0,47017,4024
사하구,202505,쇼핑업,23964,636310,51689
사하구,202505,숙박업,5156,9048,215
사하구,202505,식음료업,0,887888,41371
사하구,202505,여가서비스업,5361,45052,1964
사하구,202505,여행업,0,0,64
사하구,202505,운송업,508,675199,2697
사하구,202505,의료웰니스업,0,55936,3592
사하구,202506,쇼핑업,17960,571209,52678
사하구,202506,숙박업,4964,9571,286
사하구,202506,식음료업,0,770066,37950
사하구,202506,여가서비스업,4959,47921,1885
사하구,202506,여행업,0,74,0
사하구,202506,운송업,349,599384,2608
사하구,202506,의료웰니스업,0,51888,2535
사하구,202507,쇼핑업,16053,610385,43257
사하구,202507,숙박업,3662,11870,51
사하구,202507,식음료업,0,825267,38009
사하구,202507,여가서비스업,5111,46499,1635
사하구,202507,여행업,0,393,60
사하구,202507,운송업,141,679478,2740
사하구,202507,의료웰니스업,0,58197,3678
사하구,202508,쇼핑업,17824,595572,45708
사하구,202508,숙박업,4631,12817,105
사하구,202508,식음료업,0,865466,40687
사하구,202508,여가서비스업,4597,52898,1655
사하구,202508,여행업,273,0,12
사하구,202508,운송업,340,649866,2903
사하구,202508,의료웰니스업,0,60624,2578
사하구,202509,쇼핑업,12010,654892,61249
사하구,202509,숙박업,3541,11470,527
사하구,202509,식음료업,0,775925,41275
사하구,202509,여가서비스업,2403,46081,2866
사하구,202509,여행업,0,0,48
사하구,202509,운송업,131,587175,2799
사하구,202509,의료웰니스업,0,64687,3761
사하구,202510,쇼핑업,27130,711767,77658
사하구,202510,숙박업,5202,15415,539
사하구,202510,식음료업,0,943527,49873
사하구,202510,여가서비스업,2833,54839,3290
사하구,202510,여행업,0,3028,6
사하구,202510,운송업,104,599679,2785
사하구,202510,의료웰니스업,0,61056,3623
사하구,202511,쇼핑업,23963,618841,67872
사하구,202511,숙박업,4239,11239,70
사하구,202511,식음료업,0,811855,45615
사하구,202511,여가서비스업,1656,45512,1981
사하구,202511,여행업,0,993,8
사하구,202511,운송업,278,712640,2599
사하구,202511,의료웰니스업,0,60851,4525
사하구,202512,쇼핑업,22712,634356,48020
사하구,202512,숙박업,4467,11396,174
사하구,202512,식음료업,0,871105,33465
사하구,202512,여가서비스업,4460,50172,2219
사하구,202512,여행업,0,0,401
사하구,202512,운송업,63,784631,2176
사하구,202512,의료웰니스업,4,60182,4140
사하구,202601,쇼핑업,13974,613919,36094
사하구,202601,숙박업,5101,11939,55
사하구,202601,식음료업,0,837548,29061
사하구,202601,여가서비스업,2840,42339,1530
사하구,202601,여행업,0,1372,0
사하구,202601,운송업,80,756404,1794
사하구,202601,의료웰니스업,0,59793,2959
사하구,202602,쇼핑업,12206,628655,35783
사하구,202602,숙박업,3948,12129,38
사하구,202602,식음료업,0,826608,28448
사하구,202602,여가서비스업,4279,46863,1489
사하구,202602,여행업,107,0,0
사하구,202602,운송업,117,684479,1704
사하구,202602,의료웰니스업,0,58990,1903
사하구,202603,쇼핑업,30033,651769,77161
사하구,202603,숙박업,4705,13920,260
사하구,202603,식음료업,0,844795,52155
사하구,202603,여가서비스업,4946,48382,3438
사하구,202603,여행업,0,1200,45
사하구,202603,운송업,149,667954,2905
사하구,202603,의료웰니스업,0,61949,3730
사하구,202604,쇼핑업,25225,626493,107518
사하구,202604,숙박업,4168,18251,283
사하구,202604,식음료업,0,796003,65389
사하구,202604,여가서비스업,2831,41491,4381
사하구,202604,여행업,0,0,100
사하구,202604,운송업,518,810450,3923
사하구,202604,의료웰니스업,0,60943,5863
사하구,202605,쇼핑업,27586,639558,115022
사하구,202605,숙박업,4371,14577,839
사하구,202605,식음료업,0,988196,68976
사하구,202605,여가서비스업,3669,45143,6343
사하구,202605,여행업,0,1068,0
사하구,202605,운송업,876,1020000,4212
사하구,202605,의료웰니스업,0,61718,7593
사하구,202606,쇼핑업,19067,592151,98884
사하구,202606,숙박업,4601,20534,243
사하구,202606,식음료업,0,809676,62117
사하구,202606,여가서비스업,2566,41202,5877
사하구,202606,여행업,0,632,0
사하구,202606,운송업,340,1010000,4562
사하구,202606,의료웰니스업,0,57734,7920
서구,202301,쇼핑업,1786,380054,1652
서구,202301,숙박업,1699,32393,17044
서구,202301,식음료업,0,457476,4007
서구,202301,여가서비스업,708,63739,4250
서구,202301,여행업,50,4008,0
서구,202301,운송업,0,171190,338
서구,202301,의료웰니스업,0,29084,9146
서구,202302,쇼핑업,1532,326486,1047
서구,202302,숙박업,901,40244,17975
서구,202302,식음료업,0,447829,3631
서구,202302,여가서비스업,966,77749,3659
서구,202302,여행업,72,284,0
서구,202302,운송업,0,142818,379
서구,202302,의료웰니스업,0,26547,9286
서구,202303,쇼핑업,2681,374314,2588
서구,202303,숙박업,2210,33415,26048
서구,202303,식음료업,0,496672,7611
서구,202303,여가서비스업,937,51220,7402
서구,202303,여행업,104,8340,0
서구,202303,운송업,0,168831,968
서구,202303,의료웰니스업,0,23786,8832
서구,202304,쇼핑업,2762,342584,3078
서구,202304,숙박업,2449,38440,28006
서구,202304,식음료업,0,496667,11039
서구,202304,여가서비스업,925,66531,17028
서구,202304,여행업,50,2031,0
서구,202304,운송업,77,141785,921
서구,202304,의료웰니스업,0,25192,7177
