행정구,기준연월,업종대분류,현지인 소비액(만원),외지인 소비액(만원),외국인 소비액(만원)
남구,202511,쇼핑업,13662,807633,33212
남구,202511,숙박업,27793,124853,13346
남구,202511,식음료업,0,1040000,30976
남구,202511,여가서비스업,886,81839,1095
남구,202511,여행업,0,7757,36
남구,202511,운송업,34,1200000,3234
남구,202511,의료웰니스업,5035,139779,96257
남구,202512,쇼핑업,14466,764221,26228
남구,202512,숙박업,10586,136954,9258
남구,202512,식음료업,0,1110000,22876
남구,202512,여가서비스업,1385,77463,1401
남구,202512,여행업,0,1324,17
남구,202512,운송업,0,1260000,2591
남구,202512,의료웰니스업,24967,313821,109043
남구,202601,쇼핑업,11583,865712,27316
남구,202601,숙박업,10917,145064,7474
남구,202601,식음료업,0,1060000,15169
남구,202601,여가서비스업,1252,64071,1338
남구,202601,여행업,0,3189,0
남구,202601,운송업,0,1240000,1978
남구,202601,의료웰니스업,4881,76784,104555
남구,202602,쇼핑업,6509,783312,19724
남구,202602,숙박업,2729,92669,6993
남구,202602,식음료업,0,1020000,14404
남구,202602,여가서비스업,895,72100,1191
남구,202602,여행업,1005,1157,4
남구,202602,운송업,0,1150000,2101
남구,202602,의료웰니스업,6145,73176,104498
남구,202603,쇼핑업,14996,798005,33403
남구,202603,숙박업,13390,159149,16299
남구,202603,식음료업,0,1100000,34508
남구,202603,여가서비스업,1031,84822,1971
남구,202603,여행업,2010,3436,0
남구,202603,운송업,0,1450000,3671
남구,202603,의료웰니스업,4811,80250,176771
남구,202604,쇼핑업,13611,849255,39206
남구,202604,숙박업,15782,139088,13079
남구,202604,식음료업,0,1080000,46944
남구,202604,여가서비스업,671,78616,3669
남구,202604,여행업,0,2258,46
남구,202604,운송업,80,1460000,4443
남구,202604,의료웰니스업,4066,77426,178543
남구,202605,쇼핑업,14706,842100,40431
남구,202605,숙박업,13747,154380,15438
남구,202605,식음료업,0,1200000,46002
남구,202605,여가서비스업,952,85252,2946
남구,202605,여행업,1336,7819,0
남구,202605,운송업,1213,1450000,4704
남구,202605,의료웰니스업,20349,108288,156647
남구,202606,쇼핑업,10713,765582,40725
남구,202606,숙박업,14190,146896,9849
남구,202606,식음료업,0,1020000,61651
남구,202606,여가서비스업,950,84488,2746
남구,202606,여행업,0,3364,60
남구,202606,운송업,0,1480000,4874
남구,202606,의료웰니스업,15291,104351,153285
동구,202301,쇼핑업,21824,1030000,68382
동구,202301,숙박업,2491,54649,12019
동구,202301,식음료업,0,855477,10501
동구,202301,여가서비스업,3,51622,175
동구,202301,여행업,0,25714,0
동구,202301,운송업,308,650692,847
동구,202301,의료웰니스업,0,40035,1566
동구,202302,쇼핑업,18715,926636,93122
동구,202302,숙박업,2397,55971,13410
동구,202302,식음료업,0,870769,12464
동구,202302,여가서비스업,0,76452,32
동구,202302,여행업,362,30697,0
동구,202302,운송업,71,598643,1259
동구,202302,의료웰니스업,0,36035,2785
동구,202303,쇼핑업,23163,969101,180764
동구,202303,숙박업,2413,55008,38979
동구,202303,식음료업,0,913921,33025
동구,202303,여가서비스업,188,90546,271
동구,202303,여행업,98,25916,0
동구,202303,운송업,138,630761,3244
동구,202303,의료웰니스업,0,50095,2657
동구,202304,쇼핑업,30746,978098,218263
동구,202304,숙박업,2294,67030,46984
동구,202304,식음료업,0,898987,29945
동구,202304,여가서비스업,149,110288,1129
동구,202304,여행업,2,16219,0
동구,202304,운송업,123,620801,3944
동구,202304,의료웰니스업,0,38898,4153
동구,202305,쇼핑업,27387,1090000,155764
동구,202305,숙박업,2241,74336,38365
동구,202305,식음료업,0,953917,27297
동구,202305,여가서비스업,0,104396,145
동구,202305,여행업,663,32739,149
동구,202305,운송업,75,653578,4027
동구,202305,의료웰니스업,0,45126,4014
동구,202306,쇼핑업,32385,991657,221884
동구,202306,숙박업,2112,69762,34735
동구,202306,식음료업,0,900566,25890
동구,202306,여가서비스업,131,101287,563
동구,202306,여행업,1175,27696,1553
동구,202306,운송업,608,631889,3176
동구,202306,의료웰니스업,0,43954,4530
동구,202307,쇼핑업,27184,1040000,241830
동구,202307,숙박업,2489,76899,35849
동구,202307,식음료업,0,966165,28037
동구,202307,여가서비스업,267,69596,677
동구,202307,여행업,34,35464,0
동구,202307,운송업,60,620828,1882
동구,202307,의료웰니스업,0,42936,2181
동구,202308,쇼핑업,20563,1150000,225675
동구,202308,숙박업,3045,88789,38566
동구,202308,식음료업,0,1020000,21492
동구,202308,여가서비스업,0,78816,986
동구,202308,여행업,0,18576,0
동구,202308,운송업,146,635876,2501
동구,202308,의료웰니스업,0,37846,1836
동구,202309,쇼핑업,22922,1020000,176816
동구,202309,숙박업,3649,59973,38033
동구,202309,식음료업,0,883400,31177
동구,202309,여가서비스업,467,107153,491
동구,202309,여행업,636,26457,13
동구,202309,운송업,463,658511,2616
동구,202309,의료웰니스업,0,44172,3531
동구,202310,쇼핑업,28419,1060000,217776
동구,202310,숙박업,2400,75307,60322
동구,202310,식음료업,0,959670,39936
동구,202310,여가서비스업,99,123995,860
동구,202310,여행업,11,45067,0
동구,202310,운송업,242,670490,2868
동구,202310,의료웰니스업,0,51295,2321
동구,202311,쇼핑업,23669,1010000,155219
동구,202311,숙박업,2134,70636,52096
동구,202311,식음료업,0,890669,38979
동구,202311,여가서비스업,4,103467,458
동구,202311,여행업,27,33462,0
동구,202311,운송업,201,671739,2683
동구,202311,의료웰니스업,0,42006,2503
동구,202312,쇼핑업,33863,1120000,105947
동구,202312,숙박업,2935,66587,42206
동구,202312,식음료업,0,1020000,26623
동구,202312,여가서비스업,0,76729,187
동구,202312,여행업,22,27105,0
동구,202312,운송업,206,692648,2582
동구,202312,의료웰니스업,0,42198,6107
동구,202401,쇼핑업,16395,1010000,82110
동구,202401,숙박업,3226,50794,21666
동구,202401,식음료업,0,922388,16966
동구,202401,여가서비스업,720,55477,237
동구,202401,여행업,0,52216,0
동구,202401,운송업,0,638574,1859
동구,202401,의료웰니스업,0,42634,1238
동구,202402,쇼핑업,17691,1050000,105852
동구,202402,숙박업,2694,49482,24556
동구,202402,식음료업,0,885885,17885
동구,202402,여가서비스업,105,79260,418
동구,202402,여행업,7,29623,0
동구,202402,운송업,45,627448,1919
동구,202402,의료웰니스업,0,47240,1945
동구,202403,쇼핑업,30282,1040000,177360
동구,202403,숙박업,5116,49453,43750
동구,202403,식음료업,0,941889,32663
동구,202403,여가서비스업,187,98562,417
동구,202403,여행업,30,44965,41
동구,202403,운송업,31,667300,2496
동구,202403,의료웰니스업,0,48343,188453
동구,202404,쇼핑업,28900,986650,139135
동구,202404,숙박업,3599,45508,47609
동구,202404,식음료업,0,872495,36963
동구,202404,여가서비스업,104,100776,793
동구,202404,여행업,0,42425,124
동구,202404,운송업,632,648482,3083
동구,202404,의료웰니스업,0,47753,277585
동구,202405,쇼핑업,24618,1110000,108335
동구,202405,숙박업,2559,56467,51337
동구,202405,식음료업,0,970747,40859
동구,202405,여가서비스업,180,100174,596
동구,202405,여행업,107,34939,0
동구,202405,운송업,0,671428,3221
동구,202405,의료웰니스업,0,52209,10398
동구,202406,쇼핑업,26599,992084,117837
동구,202406,숙박업,2649,55365,38992
동구,202406,식음료업,0,973627,45911
동구,202406,여가서비스업,247,91943,594
동구,202406,여행업,2832,30207,28
동구,202406,운송업,33,663440,3669
동구,202406,의료웰니스업,0,51495,11409
동구,202407,쇼핑업,6220,805479,132916
동구,202407,숙박업,2882,53747,34685
동구,202407,식음료업,0,978459,39362
동구,202407,여가서비스업,11,69089,534
동구,202407,여행업,58,77289,239
동구,202407,운송업,85,716394,3761
동구,202407,의료웰니스업,0,54619,9540
동구,202408,쇼핑업,1021,883582,159431
동구,202408,숙박업,2709,70703,46862
동구,202408,식음료업,0,1080000,44665
동구,202408,여가서비스업,143,88835,561
동구,202408,여행업,126,39627,0
동구,202408,운송업,0,764708,4621
동구,202408,의료웰니스업,0,52191,12436
동구,202409,쇼핑업,49092,1360000,107794
동구,202409,숙박업,2466,56079,37653
동구,202409,식음료업,0,921032,42342
동구,202409,여가서비스업,312,100805,737
동구,202409,여행업,697,55249,0
동구,202409,운송업,9,678766,3452
동구,202409,의료웰니스업,0,60144,9981
동구,202410,쇼핑업,36484,1230000,106110
동구,202410,숙박업,2873,65902,62932
동구,202410,식음료업,0,974906,51038
동구,202410,여가서비스업,17,111084,848
동구,202410,여행업,0,50670,87
동구,202410,운송업,358,658949,3982
동구,202410,의료웰니스업,0,61627,16409
동구,202411,쇼핑업,38118,1150000,149463
동구,202411,숙박업,3627,53421,49344
동구,202411,식음료업,0,941324,44096
동구,202411,여가서비스업,205,102045,418
동구,202411,여행업,30,42392,0
동구,202411,운송업,0,645183,5219
동구,202411,의료웰니스업,0,56061,10659
동구,202412,쇼핑업,33970,1170000,121590
동구,202412,숙박업,2871,59849,41864
동구,202412,식음료업,0,1000000,35147
동구,202412,여가서비스업,8,79845,642
동구,202412,여행업,102,43377,0
동구,202412,운송업,0,689653,3028
동구,202412,의료웰니스업,0,58908,11591
동구,202501,쇼핑업,29384,1120000,81454
동구,202501,숙박업,2772,52552,32107
동구,202501,식음료업,0,927782,28117
동구,202501,여가서비스업,0,56415,820
동구,202501,여행업,22,27896,0
동구,202501,운송업,30,665989,2532
동구,202501,의료웰니스업,0,58851,7752
동구,202502,쇼핑업,23376,1030000,68526
동구,202502,숙박업,3128,54262,24042
동구,202502,식음료업,0,889813,24539
동구,202502,여가서비스업,4,56248,578
동구,202502,여행업,0,38402,48
동구,202502,운송업,322,637199,1852
동구,202502,의료웰니스업,0,70862,10278
동구,202503,쇼핑업,30790,1040000,85508
동구,202503,숙박업,5501,42129,41407
동구,202503,식음료업,0,956334,58451
동구,202503,여가서비스업,2,79026,544
동구,202503,여행업,307,21961,0
동구,202503,운송업,0,689546,3565
동구,202503,의료웰니스업,0,62466,20115
동구,202504,쇼핑업,28803,1040000,83741
동구,202504,숙박업,1965,59792,56220
동구,202504,식음료업,0,913107,50404
동구,202504,여가서비스업,54,94820,1276
동구,202504,여행업,0,22126,87
동구,202504,운송업,46,651232,4210
동구,202504,의료웰니스업,0,64567,12170
동구,202505,쇼핑업,32895,1190000,89067
동구,202505,숙박업,2734,65837,56831
동구,202505,식음료업,0,1070000,56632
동구,202505,여가서비스업,4,103638,1183
동구,202505,여행업,20,28742,313
동구,202505,운송업,1,697111,3290
동구,202505,의료웰니스업,0,58581,13340
동구,202506,쇼핑업,26714,1020000,86885
동구,202506,숙박업,2040,49785,37364
동구,202506,식음료업,0,963989,48326
동구,202506,여가서비스업,172,96075,1266
동구,202506,여행업,7,19012,0
동구,202506,운송업,119,640618,3060
동구,202506,의료웰니스업,0,57053,131939
동구,202507,쇼핑업,24916,1040000,111056
동구,202507,숙박업,2809,63300,39620
동구,202507,식음료업,0,1050000,53488
동구,202507,여가서비스업,12,79593,790
동구,202507,여행업,17,26856,44
동구,202507,운송업,0,714209,3174
동구,202507,의료웰니스업,0,74602,191273
동구,202508,쇼핑업,23024,1120000,111083
동구,202508,숙박업,2011,75311,43481
동구,202508,식음료업,0,1150000,58709
동구,202508,여가서비스업,4,79527,926
동구,202508,여행업,582,46025,0
동구,202508,운송업,77,682137,4429
동구,202508,의료웰니스업,0,68049,17199
동구,202509,쇼핑업,31069,1020000,77259
동구,202509,숙박업,1914,71417,44184
동구,202509,식음료업,0,986831,53175
동구,202509,여가서비스업,337,76254,609
동구,202509,여행업,505,36967,140
동구,202509,운송업,0,632430,3753
동구,202509,의료웰니스업,0,63441,12722
동구,202510,쇼핑업,36048,1160000,104275
동구,202510,숙박업,2700,70252,68223
동구,202510,식음료업,0,1120000,63142
동구,202510,여가서비스업,47,109915,1118
동구,202510,여행업,348,43263,129
동구,202510,운송업,20,687915,4365
동구,202510,의료웰니스업,0,81515,14501
동구,202511,쇼핑업,33892,1170000,93697
동구,202511,숙박업,1665,86481,55242
동구,202511,식음료업,0,1050000,66600
동구,202511,여가서비스업,258,98479,1561
동구,202511,여행업,558,39943,0
동구,202511,운송업,145,660271,4194
동구,202511,의료웰니스업,0,83586,18515
동구,202512,쇼핑업,33521,1110000,119436
동구,202512,숙박업,2139,63741,53802
동구,202512,식음료업,0,1110000,57088
동구,202512,여가서비스업,6,62957,752
동구,202512,여행업,13,39038,376
동구,202512,운송업,51,758349,3446
동구,202512,의료웰니스업,0,78593,17243
동구,202601,쇼핑업,28403,1140000,104841
동구,202601,숙박업,1760,57015,37136
동구,202601,식음료업,0,1080000,47579
동구,202601,여가서비스업,26,46380,896
동구,202601,여행업,0,27434,119
동구,202601,운송업,69,810624,2228
동구,202601,의료웰니스업,0,99829,13776
동구,202602,쇼핑업,26614,1060000,85228
동구,202602,숙박업,1636,55517,35945
동구,202602,식음료업,0,1020000,49198
동구,202602,여가서비스업,286,84700,219
동구,202602,여행업,214,15304,0
동구,202602,운송업,0,712809,2721
동구,202602,의료웰니스업,0,87513,17068
동구,202603,쇼핑업,32691,1020000,108235
동구,202603,숙박업,4986,60482,50121
동구,202603,식음료업,0,1070000,69358
동구,202603,여가서비스업,502,133971,863
동구,202603,여행업,348,33535,0
동구,202603,운송업,24,807642,4508
동구,202603,의료웰니스업,0,95371,17206
동구,202604,쇼핑업,26632,1050000,97583
동구,202604,숙박업,1175,60423,44889
동구,202604,식음료업,0,1030000,80317
동구,202604,여가서비스업,931,150808,931
동구,202604,여행업,0,25893,3
동구,202604,운송업,547,874301,4847
동구,202604,의료웰니스업,0,81729,28578
동구,202605,쇼핑업,34989,1200000,104293
동구,202605,숙박업,1435,58929,50221
동구,202605,식음료업,0,1170000,86566
동구,202605,여가서비스업,1041,177839,1895
동구,202605,여행업,67,30365,480
동구,202605,운송업,0,993531,6795
동구,202605,의료웰니스업,0,95783,28511
동구,202606,쇼핑업,32315,1040000,83674
동구,202606,숙박업,1900,48660,41686
동구,202606,식음료업,0,1060000,94073
동구,202606,여가서비스업,734,99846,1416
동구,202606,여행업,1649,19462,861
동구,202606,운송업,753,995044,4791
동구,202606,의료웰니스업,0,88581,17533
동래구,202301,쇼핑업,111431,1450000,8609
동래구,202301,숙박업,29227,145109,593
동래구,202301,식음료업,0,1540000,3797
동래구,202301,여가서비스업,5562,87757,291
동래구,202301,여행업,1263,179,0
동래구,202301,운송업,0,405382,682
동래구,202301,의료웰니스업,5324,107789,4303
동래구,202302,쇼핑업,95454,1090000,5859
동래구,202302,숙박업,23816,121710,729
동래구,202302,식음료업,0,1380000,3587
동래구,202302,여가서비스업,3363,70198,183
동래구,202302,여행업,0,694,191
동래구,202302,운송업,1111,482378,728
동래구,202302,의료웰니스업,5657,102707,4514
동래구,202303,쇼핑업,103873,1360000,7366
동래구,202303,숙박업,24526,103294,900
동래구,202303,식음료업,0,1520000,6732
동래구,202303,여가서비스업,3475,81024,284
동래구,202303,여행업,370,1217,0
동래구,202303,운송업,0,531835,1212
동래구,202303,의료웰니스업,5331,116969,14157
동래구,202304,쇼핑업,107174,1220000,8169
동래구,202304,숙박업,21378,120663,1558
동래구,202304,식음료업,0,1540000,5830
동래구,202304,여가서비스업,4763,79350,536
동래구,202304,여행업,24,2234,0
동래구,202304,운송업,106,559871,1242
동래구,202304,의료웰니스업,4231,112045,17051
동래구,202305,쇼핑업,124152,1340000,10137
동래구,202305,숙박업,20707,125751,2513
동래구,202305,식음료업,0,1600000,7148
동래구,202305,여가서비스업,5626,84265,528
동래구,202305,여행업,559,4182,0
동래구,202305,운송업,93,603664,1387
동래구,202305,의료웰니스업,5153,108781,15920
동래구,202306,쇼핑업,95378,1340000,9072
동래구,202306,숙박업,29119,103312,2496
동래구,202306,식음료업,0,1540000,5404
동래구,202306,여가서비스업,8203,86845,772
동래구,202306,여행업,422,4877,0
동래구,202306,운송업,161,462033,1512
동래구,202306,의료웰니스업,5846,125360,16491
동래구,202307,쇼핑업,112756,1300000,8659
동래구,202307,숙박업,70985,197334,1433
동래구,202307,식음료업,0,1630000,5181
동래구,202307,여가서비스업,7403,96259,577
동래구,202307,여행업,1012,4763,0
동래구,202307,운송업,0,443078,1233
동래구,202307,의료웰니스업,6638,139054,12778
동래구,202308,쇼핑업,90126,1330000,10101
동래구,202308,숙박업,18930,107722,1669
동래구,202308,식음료업,0,1630000,5268
동래구,202308,여가서비스업,7727,96988,325
동래구,202308,여행업,889,4351,0
동래구,202308,운송업,552,507367,1665
동래구,202308,의료웰니스업,4376,109654,12479
동래구,202309,쇼핑업,83932,1510000,8740
동래구,202309,숙박업,23690,102436,1789
동래구,202309,식음료업,0,1570000,9785
동래구,202309,여가서비스업,6390,89330,435
동래구,202309,여행업,0,1803,0
동래구,202309,운송업,1691,460567,1357
동래구,202309,의료웰니스업,4193,118545,4360
동래구,202310,쇼핑업,136179,1390000,15929
동래구,202310,숙박업,24336,119678,2437
동래구,202310,식음료업,0,1550000,7739
동래구,202310,여가서비스업,7295,87426,531
동래구,202310,여행업,2677,9839,58
동래구,202310,운송업,353,455096,1902
동래구,202310,의료웰니스업,4428,124661,4438
동래구,202311,쇼핑업,168411,1230000,11996
동래구,202311,숙박업,20301,107985,1915
동래구,202311,식음료업,0,1420000,7790
동래구,202311,여가서비스업,6687,79368,653
동래구,202311,여행업,0,2950,0
동래구,202311,운송업,359,518402,1781
동래구,202311,의료웰니스업,4185,106841,3760
동래구,202312,쇼핑업,137392,1370000,8565
동래구,202312,숙박업,33388,147109,909
동래구,202312,식음료업,0,1740000,5175
동래구,202312,여가서비스업,10493,96256,187
동래구,202312,여행업,1471,2981,160
동래구,202312,운송업,372,572728,1047
동래구,202312,의료웰니스업,5541,128763,2366
동래구,202401,쇼핑업,90002,1420000,6418
동래구,202401,숙박업,28801,140278,784
동래구,202401,식음료업,0,1480000,4359
동래구,202401,여가서비스업,9419,79450,301
동래구,202401,여행업,0,2679,0
동래구,202401,운송업,851,627003,1108
동래구,202401,의료웰니스업,5228,103992,3192
동래구,202402,쇼핑업,106037,1230000,7149
동래구,202402,숙박업,26526,126026,583
동래구,202402,식음료업,0,1490000,3812
동래구,202402,여가서비스업,9232,86894,233
동래구,202402,여행업,1255,4696,0
동래구,202402,운송업,1414,525091,878
동래구,202402,의료웰니스업,4155,122263,3445
동래구,202403,쇼핑업,112325,1400000,8487
동래구,202403,숙박업,22332,108901,1023
동래구,202403,식음료업,0,1640000,6979
동래구,202403,여가서비스업,9810,94791,494
동래구,202403,여행업,691,4331,0
동래구,202403,운송업,238,519506,1353
동래구,202403,의료웰니스업,5038,123446,3759
동래구,202404,쇼핑업,105880,1190000,12819
동래구,202404,숙박업,24529,107717,2363
동래구,202404,식음료업,0,1580000,8781
동래구,202404,여가서비스업,8254,84533,595
동래구,202404,여행업,2401,3674,187
동래구,202404,운송업,226,526464,1976
동래구,202404,의료웰니스업,4399,114983,8347
동래구,202405,쇼핑업,115851,1350000,11175
동래구,202405,숙박업,30836,106192,1740
동래구,202405,식음료업,0,1760000,7558
동래구,202405,여가서비스업,8539,86523,536
동래구,202405,여행업,3451,7486,0
동래구,202405,운송업,620,566432,2210
동래구,202405,의료웰니스업,4529,132087,5845
동래구,202406,쇼핑업,123922,1410000,13221
동래구,202406,숙박업,32228,95761,2033
동래구,202406,식음료업,0,1690000,8883
동래구,202406,여가서비스업,7066,86381,509
동래구,202406,여행업,0,1680,0
동래구,202406,운송업,229,487084,1783
동래구,202406,의료웰니스업,5145,120027,4216
동래구,202407,쇼핑업,94106,1290000,12595
동래구,202407,숙박업,23862,96519,1903
동래구,202407,식음료업,0,1630000,6839
동래구,202407,여가서비스업,7509,91414,640
동래구,202407,여행업,0,3538,29
동래구,202407,운송업,504,524953,1777
동래구,202407,의료웰니스업,4055,115860,4179
동래구,202408,쇼핑업,93303,1420000,11918
동래구,202408,숙박업,29316,107823,1607
동래구,202408,식음료업,0,1690000,6970
동래구,202408,여가서비스업,7156,91932,356
동래구,202408,여행업,1884,2255,0
동래구,202408,운송업,124,561926,1909
동래구,202408,의료웰니스업,5143,118806,3836
동래구,202409,쇼핑업,116174,1410000,11108
동래구,202409,숙박업,44916,120321,1182
동래구,202409,식음료업,0,1700000,7487
동래구,202409,여가서비스업,6562,86649,409
동래구,202409,여행업,582,5014,0
동래구,202409,운송업,10,548290,1678
동래구,202409,의료웰니스업,4790,118362,4969
동래구,202410,쇼핑업,138109,1290000,12862
동래구,202410,숙박업,28292,105577,1589
동래구,202410,식음료업,0,1530000,8633
동래구,202410,여가서비스업,6463,76534,465
동래구,202410,여행업,669,4040,0
동래구,202410,운송업,237,472919,2245
동래구,202410,의료웰니스업,4209,118757,7738
동래구,202411,쇼핑업,137375,1250000,14348
동래구,202411,숙박업,29887,101368,1511
동래구,202411,식음료업,0,1540000,8046
동래구,202411,여가서비스업,6702,79510,786
동래구,202411,여행업,3420,2382,0
동래구,202411,운송업,362,476380,2458
동래구,202411,의료웰니스업,5392,124711,7181
동래구,202412,쇼핑업,123957,1330000,9968
동래구,202412,숙박업,41217,152738,469
동래구,202412,식음료업,0,1740000,7247
동래구,202412,여가서비스업,6904,82166,334
동래구,202412,여행업,0,4015,0
동래구,202412,운송업,706,543093,1390
동래구,202412,의료웰니스업,8039,137232,4135
동래구,202501,쇼핑업,116584,1620000,9084
동래구,202501,숙박업,35561,146213,620
동래구,202501,식음료업,0,1620000,5895
동래구,202501,여가서비스업,5573,97109,184
동래구,202501,여행업,100,9401,0
동래구,202501,운송업,140,504527,972
동래구,202501,의료웰니스업,7340,123914,3677
동래구,202502,쇼핑업,98206,1070000,8461
동래구,202502,숙박업,32872,113562,315
동래구,202502,식음료업,0,1360000,5581
동래구,202502,여가서비스업,4774,79739,551
동래구,202502,여행업,4572,9291,148
동래구,202502,운송업,34,507087,1029
동래구,202502,의료웰니스업,6583,107282,4416
동래구,202503,쇼핑업,108375,1460000,15517
동래구,202503,숙박업,30761,117282,737
동래구,202503,식음료업,0,1610000,7983
동래구,202503,여가서비스업,6032,87520,1122
동래구,202503,여행업,0,4472,0
동래구,202503,운송업,158,531627,1858
동래구,202503,의료웰니스업,5705,139336,6291
동래구,202504,쇼핑업,105250,1340000,18586
동래구,202504,숙박업,30735,88093,1886
동래구,202504,식음료업,0,1560000,11748
동래구,202504,여가서비스업,5407,85354,910
동래구,202504,여행업,3053,11270,0
동래구,202504,운송업,435,580826,1932
동래구,202504,의료웰니스업,4374,111397,5767
동래구,202505,쇼핑업,132012,1680000,22112
동래구,202505,숙박업,25078,116103,2073
동래구,202505,식음료업,0,1820000,8349
동래구,202505,여가서비스업,7921,102399,839
동래구,202505,여행업,1882,8636,0
동래구,202505,운송업,20,611895,1961
동래구,202505,의료웰니스업,4505,129001,3290
동래구,202506,쇼핑업,135208,1540000,17643
동래구,202506,숙박업,25671,91782,1582
동래구,202506,식음료업,0,1600000,8461
동래구,202506,여가서비스업,7791,104715,753
동래구,202506,여행업,1998,2895,468
동래구,202506,운송업,137,562299,2022
동래구,202506,의료웰니스업,4347,123249,4238
동래구,202507,쇼핑업,129089,1480000,19325
동래구,202507,숙박업,38181,98741,1729
동래구,202507,식음료업,0,1760000,10390
동래구,202507,여가서비스업,6699,95199,775
동래구,202507,여행업,3628,8212,468
동래구,202507,운송업,256,633496,2022
동래구,202507,의료웰니스업,5077,129617,5866
동래구,202508,쇼핑업,116273,1520000,20787
동래구,202508,숙박업,26669,110200,2422
동래구,202508,식음료업,0,1830000,8053
동래구,202508,여가서비스업,6077,92390,564
동래구,202508,여행업,1734,13895,0
동래구,202508,운송업,285,646008,1923
동래구,202508,의료웰니스업,4718,137054,4609
동래구,202509,쇼핑업,115820,1430000,16510
동래구,202509,숙박업,32998,97181,1276
동래구,202509,식음료업,0,1570000,8002
동래구,202509,여가서비스업,4371,94067,486
동래구,202509,여행업,3034,3676,28
동래구,202509,운송업,641,556031,2218
동래구,202509,의료웰니스업,4461,123475,4265
동래구,202510,쇼핑업,147115,1520000,18332
동래구,202510,숙박업,30780,132837,688
동래구,202510,식음료업,0,1880000,9799
동래구,202510,여가서비스업,5642,88873,651
동래구,202510,여행업,1583,2290,17
동래구,202510,운송업,720,577966,2507
동래구,202510,의료웰니스업,5913,127715,6207
동래구,202511,쇼핑업,157503,1330000,24993
동래구,202511,숙박업,35460,119561,385
동래구,202511,식음료업,0,1620000,9705
동래구,202511,여가서비스업,4920,78645,890
동래구,202511,여행업,5635,12133,0
동래구,202511,운송업,103,580317,2210
동래구,202511,의료웰니스업,5313,133132,5909
동래구,202512,쇼핑업,133821,1360000,16015
동래구,202512,숙박업,36494,132263,160
동래구,202512,식음료업,0,1860000,8484
동래구,202512,여가서비스업,6090,84053,922
동래구,202512,여행업,3190,1616,0
동래구,202512,운송업,77,522924,2082
동래구,202512,의료웰니스업,6276,141818,4621
동래구,202601,쇼핑업,112369,1380000,11219
동래구,202601,숙박업,51127,175253,245
동래구,202601,식음료업,0,1760000,7500
동래구,202601,여가서비스업,4117,79941,193
동래구,202601,여행업,3699,4064,0
동래구,202601,운송업,71,514759,1362
동래구,202601,의료웰니스업,6059,133833,5243
동래구,202602,쇼핑업,120969,1350000,9549
동래구,202602,숙박업,33505,143075,82
동래구,202602,식음료업,0,1720000,7042
동래구,202602,여가서비스업,4362,89096,248
동래구,202602,여행업,3215,769,0
동래구,202602,운송업,430,448583,1283
동래구,202602,의료웰니스업,5894,125936,3651
동래구,202603,쇼핑업,135858,1390000,17641
동래구,202603,숙박업,24483,90389,509
동래구,202603,식음료업,0,1680000,11720
동래구,202603,여가서비스업,4792,80367,464
동래구,202603,여행업,4936,7007,0
동래구,202603,운송업,162,468243,4251
동래구,202603,의료웰니스업,6258,153127,8113
동래구,202604,쇼핑업,124322,1360000,31707
동래구,202604,숙박업,19468,74281,1231
동래구,202604,식음료업,0,1710000,14719
동래구,202604,여가서비스업,4055,79570,942
동래구,202604,여행업,4012,5014,198
동래구,202604,운송업,263,449087,2961
동래구,202604,의료웰니스업,4901,153862,11116
동래구,202605,쇼핑업,155800,1460000,31302
동래구,202605,숙박업,38987,152500,638
동래구,202605,식음료업,0,2010000,14963
동래구,202605,여가서비스업,4333,102986,910
동래구,202605,여행업,5892,6609,140
동래구,202605,운송업,106,524828,4905
동래구,202605,의료웰니스업,6373,150123,10791
동래구,202606,쇼핑업,142178,1410000,34424
동래구,202606,숙박업,25896,88686,1337
동래구,202606,식음료업,0,1740000,22439
동래구,202606,여가서비스업,2967,88774,1620
동래구,202606,여행업,5884,14614,12
동래구,202606,운송업,85,548201,3647
동래구,202606,의료웰니스업,4653,137953,13120
부산진구,202301,쇼핑업,621231,3560000,198961
부산진구,202301,숙박업,16655,145508,16889
부산진구,202301,식음료업,0,3490000,34628
부산진구,202301,여가서비스업,13277,198296,455754
부산진구,202301,여행업,3717,21255,0
부산진구,202301,운송업,0,273969,854
부산진구,202301,의료웰니스업,0,311507,16893
부산진구,202302,쇼핑업,570249,3130000,144205
부산진구,202302,숙박업,33028,166363,12804
부산진구,202302,식음료업,0,3250000,32921
부산진구,202302,여가서비스업,6273,168691,265568
부산진구,202302,여행업,4560,36009,0
부산진구,202302,운송업,189,241770,769
부산진구,202302,의료웰니스업,0,311847,16986
부산진구,202303,쇼핑업,637667,3390000,309899
부산진구,202303,숙박업,16771,135504,35028
부산진구,202303,식음료업,0,3360000,67842
부산진구,202303,여가서비스업,8228,168188,643158
부산진구,202303,여행업,3915,16741,6
부산진구,202303,운송업,589,265149,1967
부산진구,202303,의료웰니스업,0,368033,34656
부산진구,202304,쇼핑업,652313,3370000,408979
부산진구,202304,숙박업,18896,142969,47962
부산진구,202304,식음료업,0,3340000,79326
부산진구,202304,여가서비스업,7325,170880,508857
부산진구,202304,여행업,4093,24747,0
부산진구,202304,운송업,345,254465,2281
부산진구,202304,의료웰니스업,0,314273,32608
부산진구,202305,쇼핑업,684201,3520000,457253
부산진구,202305,숙박업,19017,147532,43521
