연월,지역,원업종,6대업종,6대업종매핑신뢰도,폐업수,분석단위,지역합계검증,모델사용권장,원천발행연월,원천값유형,중복검증원천수
202501,수영구,업종전체,,,234,지역전체,통과,지역총량분석,202601,전년동월,1
202501,연제구,업종전체,,,237,지역전체,통과,지역총량분석,202601,전년동월,1
202501,영도구,업종전체,,,93,지역전체,통과,지역총량분석,202601,전년동월,1
202501,중구,업종전체,,,106,지역전체,통과,지역총량분석,202601,전년동월,1
202501,해운대구,업종전체,,,469,지역전체,통과,지역총량분석,202601,전년동월,1
202502,부산광역시 합계,IT관련 및 연구개발업,,,30,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,가구 및 기타제조업,,,7,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,가사서비스업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,"가죽, 가방 및 신발류 제조업",,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,건설업,,,115,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,고무 및 프라스틱 제품 제조업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,광고업 및 기타 산업관련 서비스업,,,146,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,광업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,교육서비스업,,,102,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,금융 및 금융관련 서비스업,,,13,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,기계장비 등 장비 임대업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,기타 서비스업,,,137,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,기타 운송장비 제조업,,,13,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,기타 전지기계 및 전기변환장치 제조업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,기타기계 및 장비 제조업,,,19,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,기타도급제조업,,,5,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,농업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,도매 및 상품중개업,,,232,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,목재 및 나무제품 제조업(가구제외),,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,"법무, 회계, 건축 및 상담업",,,53,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,보건업,의료웰니스업,중간,7,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,보험 및 보험관련 서비스업,,,8,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,부동산업,서비스업,부분,379,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,비금속광물 제품 제조업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,섬유제품 제조업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,소매업,쇼핑업,중간,1209,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,숙박업,여행/숙박업,중간,17,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,어업,,,6,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,여행알선 및 운수관련 서비스업,,,44,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,"영상, 음향 및 통신장비 제조업",,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,"오락, 문화, 운동관련 산업 및 수리업",,,95,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,운송업,운송업,중간,182,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,위생관련 서비스업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,음식료품 및 담배제조업,,,25,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,음식점업,식음료업,높음,631,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,"의료, 정밀, 광학기기 및 시계제조업",,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,의복 및 모피 제품 제조업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,인적용역,,,119,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,임업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,자동차 및 트레일러 제조업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,자동차관련 소매,운송업,부분,17,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,재생재료 및 가공처리업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,"전기, 가스 및 수도사업",,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,제1차 금속산업 제조업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,조립금속제품 제조업(기계 및 장비 제외),,,8,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,"출판, 인쇄 및 기록매체 제조업",,,10,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,통신업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,부산광역시 합계,화합물 및 화학 제품 제조업,,,0,부산업종,해당없음,부산업종추세,202602,전년동월,1
202502,강서구,소매업,쇼핑업,중간,62,지역업종,통과,지역업종학습,202602,전년동월,1
202502,강서구,음식점업,식음료업,높음,41,지역업종,통과,지역업종학습,202602,전년동월,1
202502,금정구,소매업,쇼핑업,중간,60,지역업종,통과,지역업종학습,202602,전년동월,1
202502,금정구,음식점업,식음료업,높음,51,지역업종,통과,지역업종학습,202602,전년동월,1
202502,기장군,소매업,쇼핑업,중간,57,지역업종,통과,지역업종학습,202602,전년동월,1
202502,기장군,음식점업,식음료업,높음,35,지역업종,통과,지역업종학습,202602,전년동월,1
202502,남구,소매업,쇼핑업,중간,101,지역업종,통과,지역업종학습,202602,전년동월,1
202502,남구,음식점업,식음료업,높음,43,지역업종,통과,지역업종학습,202602,전년동월,1
202502,동구,소매업,쇼핑업,중간,37,지역업종,통과,지역업종학습,202602,전년동월,1
202502,동구,음식점업,식음료업,높음,15,지역업종,통과,지역업종학습,202602,전년동월,1
202502,동래구,소매업,쇼핑업,중간,106,지역업종,통과,지역업종학습,202602,전년동월,1
202502,동래구,음식점업,식음료업,높음,39,지역업종,통과,지역업종학습,202602,전년동월,1
202502,부산진구,소매업,쇼핑업,중간,152,지역업종,통과,지역업종학습,202602,전년동월,1
202502,부산진구,음식점업,식음료업,높음,93,지역업종,통과,지역업종학습,202602,전년동월,1
202502,북구,소매업,쇼핑업,중간,95,지역업종,통과,지역업종학습,202602,전년동월,1
202502,북구,음식점업,식음료업,높음,37,지역업종,통과,지역업종학습,202602,전년동월,1
202502,사상구,소매업,쇼핑업,중간,54,지역업종,통과,지역업종학습,202602,전년동월,1
202502,사상구,음식점업,식음료업,높음,33,지역업종,통과,지역업종학습,202602,전년동월,1
202502,사하구,소매업,쇼핑업,중간,88,지역업종,통과,지역업종학습,202602,전년동월,1
202502,사하구,음식점업,식음료업,높음,37,지역업종,통과,지역업종학습,202602,전년동월,1
202502,서구,소매업,쇼핑업,중간,32,지역업종,통과,지역업종학습,202602,전년동월,1
202502,서구,음식점업,식음료업,높음,14,지역업종,통과,지역업종학습,202602,전년동월,1
202502,수영구,소매업,쇼핑업,중간,68,지역업종,통과,지역업종학습,202602,전년동월,1
202502,수영구,음식점업,식음료업,높음,52,지역업종,통과,지역업종학습,202602,전년동월,1
202502,연제구,소매업,쇼핑업,중간,78,지역업종,통과,지역업종학습,202602,전년동월,1
202502,연제구,음식점업,식음료업,높음,34,지역업종,통과,지역업종학습,202602,전년동월,1
202502,영도구,소매업,쇼핑업,중간,30,지역업종,통과,지역업종학습,202602,전년동월,1
202502,영도구,음식점업,식음료업,높음,16,지역업종,통과,지역업종학습,202602,전년동월,1
202502,중구,소매업,쇼핑업,중간,37,지역업종,통과,지역업종학습,202602,전년동월,1
202502,중구,음식점업,식음료업,높음,18,지역업종,통과,지역업종학습,202602,전년동월,1
202502,해운대구,소매업,쇼핑업,중간,152,지역업종,통과,지역업종학습,202602,전년동월,1
202502,해운대구,음식점업,식음료업,높음,73,지역업종,통과,지역업종학습,202602,전년동월,1
202502,강서구,업종전체,,,230,지역전체,통과,지역총량분석,202602,전년동월,1
202502,금정구,업종전체,,,224,지역전체,통과,지역총량분석,202602,전년동월,1
202502,기장군,업종전체,,,194,지역전체,통과,지역총량분석,202602,전년동월,1
202502,남구,업종전체,,,273,지역전체,통과,지역총량분석,202602,전년동월,1
202502,동구,업종전체,,,118,지역전체,통과,지역총량분석,202602,전년동월,1
202502,동래구,업종전체,,,251,지역전체,통과,지역총량분석,202602,전년동월,1
202502,부산광역시 합계,업종전체,,,3689,지역전체,통과,지역총량분석,202602,전년동월,1
202502,부산진구,업종전체,,,450,지역전체,통과,지역총량분석,202602,전년동월,1
202502,북구,업종전체,,,223,지역전체,통과,지역총량분석,202602,전년동월,1
202502,사상구,업종전체,,,223,지역전체,통과,지역총량분석,202602,전년동월,1
202502,사하구,업종전체,,,259,지역전체,통과,지역총량분석,202602,전년동월,1
202502,서구,업종전체,,,100,지역전체,통과,지역총량분석,202602,전년동월,1
202502,수영구,업종전체,,,245,지역전체,통과,지역총량분석,202602,전년동월,1
202502,연제구,업종전체,,,224,지역전체,통과,지역총량분석,202602,전년동월,1
202502,영도구,업종전체,,,103,지역전체,통과,지역총량분석,202602,전년동월,1
202502,중구,업종전체,,,102,지역전체,통과,지역총량분석,202602,전년동월,1
202502,해운대구,업종전체,,,470,지역전체,통과,지역총량분석,202602,전년동월,1
202503,부산광역시 합계,IT관련 및 연구개발업,,,58,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,가구 및 기타제조업,,,8,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,가사서비스업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,"가죽, 가방 및 신발류 제조업",,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,건설업,,,190,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,고무 및 프라스틱 제품 제조업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,광고업 및 기타 산업관련 서비스업,,,175,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,교육서비스업,,,125,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,금융 및 금융관련 서비스업,,,12,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,기계장비 등 장비 임대업,,,5,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,기타 서비스업,,,149,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,기타 운송장비 제조업,,,19,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,기타 전지기계 및 전기변환장치 제조업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,기타기계 및 장비 제조업,,,24,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,기타도급제조업,,,9,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,농업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,도매 및 상품중개업,,,334,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,목재 및 나무제품 제조업(가구제외),,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,"법무, 회계, 건축 및 상담업",,,55,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,보건업,의료웰니스업,중간,14,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,보험 및 보험관련 서비스업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,부동산업,서비스업,부분,424,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,비금속광물 제품 제조업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,"사무, 계산 및 회계용 기계 조립업",,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,섬유제품 제조업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,소매업,쇼핑업,중간,1191,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,숙박업,여행/숙박업,중간,22,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,어업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,여행알선 및 운수관련 서비스업,,,47,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,"영상, 음향 및 통신장비 제조업",,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,"오락, 문화, 운동관련 산업 및 수리업",,,139,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,운송업,운송업,중간,236,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,위생관련 서비스업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,음식료품 및 담배제조업,,,29,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,음식점업,식음료업,높음,715,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,의복 및 모피 제품 제조업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,인적용역,,,121,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,임업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,자동차 및 트레일러 제조업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,자동차관련 소매,운송업,부분,17,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,재생재료 및 가공처리업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,제1차 금속산업 제조업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,조립금속제품 제조업(기계 및 장비 제외),,,15,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,통신업,,,5,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,부산광역시 합계,화합물 및 화학 제품 제조업,,,0,부산업종,해당없음,부산업종추세,202603,전년동월,1
202503,강서구,소매업,쇼핑업,중간,74,지역업종,통과,지역업종학습,202603,전년동월,1
202503,강서구,음식점업,식음료업,높음,31,지역업종,통과,지역업종학습,202603,전년동월,1
202503,금정구,소매업,쇼핑업,중간,64,지역업종,통과,지역업종학습,202603,전년동월,1
202503,금정구,음식점업,식음료업,높음,41,지역업종,통과,지역업종학습,202603,전년동월,1
202503,기장군,소매업,쇼핑업,중간,47,지역업종,통과,지역업종학습,202603,전년동월,1
202503,기장군,음식점업,식음료업,높음,44,지역업종,통과,지역업종학습,202603,전년동월,1
202503,남구,소매업,쇼핑업,중간,70,지역업종,통과,지역업종학습,202603,전년동월,1
202503,남구,음식점업,식음료업,높음,46,지역업종,통과,지역업종학습,202603,전년동월,1
202503,동구,소매업,쇼핑업,중간,32,지역업종,통과,지역업종학습,202603,전년동월,1
202503,동구,음식점업,식음료업,높음,25,지역업종,통과,지역업종학습,202603,전년동월,1
202503,동래구,소매업,쇼핑업,중간,90,지역업종,통과,지역업종학습,202603,전년동월,1
202503,동래구,음식점업,식음료업,높음,56,지역업종,통과,지역업종학습,202603,전년동월,1
202503,부산진구,소매업,쇼핑업,중간,147,지역업종,통과,지역업종학습,202603,전년동월,1
202503,부산진구,음식점업,식음료업,높음,96,지역업종,통과,지역업종학습,202603,전년동월,1
202503,북구,소매업,쇼핑업,중간,123,지역업종,통과,지역업종학습,202603,전년동월,1
202503,북구,음식점업,식음료업,높음,40,지역업종,통과,지역업종학습,202603,전년동월,1
202503,사상구,소매업,쇼핑업,중간,75,지역업종,통과,지역업종학습,202603,전년동월,1
202503,사상구,음식점업,식음료업,높음,36,지역업종,통과,지역업종학습,202603,전년동월,1
202503,사하구,소매업,쇼핑업,중간,60,지역업종,통과,지역업종학습,202603,전년동월,1
202503,사하구,음식점업,식음료업,높음,55,지역업종,통과,지역업종학습,202603,전년동월,1
202503,서구,소매업,쇼핑업,중간,37,지역업종,통과,지역업종학습,202603,전년동월,1
202503,서구,음식점업,식음료업,높음,20,지역업종,통과,지역업종학습,202603,전년동월,1
202503,수영구,소매업,쇼핑업,중간,83,지역업종,통과,지역업종학습,202603,전년동월,1
202503,수영구,음식점업,식음료업,높음,62,지역업종,통과,지역업종학습,202603,전년동월,1
202503,연제구,소매업,쇼핑업,중간,72,지역업종,통과,지역업종학습,202603,전년동월,1
202503,연제구,음식점업,식음료업,높음,52,지역업종,통과,지역업종학습,202603,전년동월,1
202503,영도구,소매업,쇼핑업,중간,29,지역업종,통과,지역업종학습,202603,전년동월,1
202503,영도구,음식점업,식음료업,높음,10,지역업종,통과,지역업종학습,202603,전년동월,1
202503,중구,소매업,쇼핑업,중간,48,지역업종,통과,지역업종학습,202603,전년동월,1
202503,중구,음식점업,식음료업,높음,30,지역업종,통과,지역업종학습,202603,전년동월,1
202503,해운대구,소매업,쇼핑업,중간,140,지역업종,통과,지역업종학습,202603,전년동월,1
202503,해운대구,음식점업,식음료업,높음,71,지역업종,통과,지역업종학습,202603,전년동월,1
202503,강서구,업종전체,,,253,지역전체,통과,지역총량분석,202603,전년동월,1
202503,금정구,업종전체,,,254,지역전체,통과,지역총량분석,202603,전년동월,1
202503,기장군,업종전체,,,241,지역전체,통과,지역총량분석,202603,전년동월,1
202503,남구,업종전체,,,254,지역전체,통과,지역총량분석,202603,전년동월,1
202503,동구,업종전체,,,157,지역전체,통과,지역총량분석,202603,전년동월,1
202503,동래구,업종전체,,,283,지역전체,통과,지역총량분석,202603,전년동월,1
202503,부산광역시 합계,업종전체,,,4233,지역전체,통과,지역총량분석,202603,전년동월,1
202503,부산진구,업종전체,,,514,지역전체,통과,지역총량분석,202603,전년동월,1
202503,북구,업종전체,,,306,지역전체,통과,지역총량분석,202603,전년동월,1
202503,사상구,업종전체,,,271,지역전체,통과,지역총량분석,202603,전년동월,1
202503,사하구,업종전체,,,275,지역전체,통과,지역총량분석,202603,전년동월,1
202503,서구,업종전체,,,111,지역전체,통과,지역총량분석,202603,전년동월,1
202503,수영구,업종전체,,,280,지역전체,통과,지역총량분석,202603,전년동월,1
202503,연제구,업종전체,,,278,지역전체,통과,지역총량분석,202603,전년동월,1
202503,영도구,업종전체,,,106,지역전체,통과,지역총량분석,202603,전년동월,1
202503,중구,업종전체,,,185,지역전체,통과,지역총량분석,202603,전년동월,1
202503,해운대구,업종전체,,,465,지역전체,통과,지역총량분석,202603,전년동월,1
202504,부산광역시 합계,IT관련 및 연구개발업,,,45,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,가구 및 기타제조업,,,7,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,가사서비스업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,"가죽, 가방 및 신발류 제조업",,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,건설업,,,143,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,고무 및 프라스틱 제품 제조업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,광고업 및 기타 산업관련 서비스업,,,138,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,교육서비스업,,,81,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,금융 및 금융관련 서비스업,,,9,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,기계장비 등 장비 임대업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,기타 서비스업,,,151,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,기타 운송장비 제조업,,,9,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,기타 전지기계 및 전기변환장치 제조업,,,7,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,기타기계 및 장비 제조업,,,18,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,기타도급제조업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,농업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,도매 및 상품중개업,,,256,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,목재 및 나무제품 제조업(가구제외),,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,"법무, 회계, 건축 및 상담업",,,40,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,보건업,의료웰니스업,중간,9,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,보험 및 보험관련 서비스업,,,8,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,부동산업,서비스업,부분,300,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,비금속광물 제품 제조업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,"사무, 계산 및 회계용 기계 조립업",,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,섬유제품 제조업,,,5,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,소매업,쇼핑업,중간,1008,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,숙박업,여행/숙박업,중간,18,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,어업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,여행알선 및 운수관련 서비스업,,,31,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,"영상, 음향 및 통신장비 제조업",,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,"오락, 문화, 운동관련 산업 및 수리업",,,106,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,운송업,운송업,중간,210,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,위생관련 서비스업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,음식료품 및 담배제조업,,,26,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,음식점업,식음료업,높음,704,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,의복 및 모피 제품 제조업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,인적용역,,,84,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,자동차 및 트레일러 제조업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,자동차관련 소매,운송업,부분,12,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,제1차 금속산업 제조업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,조립금속제품 제조업(기계 및 장비 제외),,,16,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,통신업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,부산광역시 합계,화합물 및 화학 제품 제조업,,,0,부산업종,해당없음,부산업종추세,202604,전년동월,1
202504,강서구,부동산업,서비스업,부분,14,지역업종,통과,지역업종학습,202604,전년동월,1
202504,강서구,소매업,쇼핑업,중간,52,지역업종,통과,지역업종학습,202604,전년동월,1
202504,강서구,음식점업,식음료업,높음,37,지역업종,통과,지역업종학습,202604,전년동월,1
202504,금정구,부동산업,서비스업,부분,14,지역업종,통과,지역업종학습,202604,전년동월,1
202504,금정구,소매업,쇼핑업,중간,69,지역업종,통과,지역업종학습,202604,전년동월,1
202504,금정구,음식점업,식음료업,높음,56,지역업종,통과,지역업종학습,202604,전년동월,1
202504,기장군,부동산업,서비스업,부분,23,지역업종,통과,지역업종학습,202604,전년동월,1
202504,기장군,소매업,쇼핑업,중간,57,지역업종,통과,지역업종학습,202604,전년동월,1
202504,기장군,음식점업,식음료업,높음,33,지역업종,통과,지역업종학습,202604,전년동월,1
202504,남구,부동산업,서비스업,부분,14,지역업종,통과,지역업종학습,202604,전년동월,1
202504,남구,소매업,쇼핑업,중간,80,지역업종,통과,지역업종학습,202604,전년동월,1
202504,남구,음식점업,식음료업,높음,38,지역업종,통과,지역업종학습,202604,전년동월,1
202504,동구,부동산업,서비스업,부분,21,지역업종,통과,지역업종학습,202604,전년동월,1
202504,동구,소매업,쇼핑업,중간,26,지역업종,통과,지역업종학습,202604,전년동월,1
202504,동구,음식점업,식음료업,높음,25,지역업종,통과,지역업종학습,202604,전년동월,1
202504,동래구,부동산업,서비스업,부분,24,지역업종,통과,지역업종학습,202604,전년동월,1
202504,동래구,소매업,쇼핑업,중간,72,지역업종,통과,지역업종학습,202604,전년동월,1
202504,동래구,음식점업,식음료업,높음,60,지역업종,통과,지역업종학습,202604,전년동월,1
202504,부산진구,부동산업,서비스업,부분,35,지역업종,통과,지역업종학습,202604,전년동월,1
202504,부산진구,소매업,쇼핑업,중간,131,지역업종,통과,지역업종학습,202604,전년동월,1
202504,부산진구,음식점업,식음료업,높음,114,지역업종,통과,지역업종학습,202604,전년동월,1
202504,북구,부동산업,서비스업,부분,12,지역업종,통과,지역업종학습,202604,전년동월,1
202504,북구,소매업,쇼핑업,중간,75,지역업종,통과,지역업종학습,202604,전년동월,1
202504,북구,음식점업,식음료업,높음,27,지역업종,통과,지역업종학습,202604,전년동월,1
202504,사상구,부동산업,서비스업,부분,12,지역업종,통과,지역업종학습,202604,전년동월,1
202504,사상구,소매업,쇼핑업,중간,53,지역업종,통과,지역업종학습,202604,전년동월,1
202504,사상구,음식점업,식음료업,높음,37,지역업종,통과,지역업종학습,202604,전년동월,1
202504,사하구,부동산업,서비스업,부분,8,지역업종,통과,지역업종학습,202604,전년동월,1
202504,사하구,소매업,쇼핑업,중간,81,지역업종,통과,지역업종학습,202604,전년동월,1
202504,사하구,음식점업,식음료업,높음,62,지역업종,통과,지역업종학습,202604,전년동월,1
202504,서구,부동산업,서비스업,부분,9,지역업종,통과,지역업종학습,202604,전년동월,1
202504,서구,소매업,쇼핑업,중간,27,지역업종,통과,지역업종학습,202604,전년동월,1
202504,서구,음식점업,식음료업,높음,17,지역업종,통과,지역업종학습,202604,전년동월,1
202504,수영구,부동산업,서비스업,부분,20,지역업종,통과,지역업종학습,202604,전년동월,1
202504,수영구,소매업,쇼핑업,중간,72,지역업종,통과,지역업종학습,202604,전년동월,1
