기준연월,행정동,업종대분류명,외지인 소비액(만원),현지인 소비액(만원)
202212,사상구,여가서비스업,61399,3883
202212,사상구,운송업,1550000,945
202212,사상구,의료웰니스업,61951,1068
202212,사하구,쇼핑업,683413,13072
202212,사하구,숙박업,14174,5580
202212,사하구,식음료업,819952,0
202212,사하구,여가서비스업,42300,5896
202212,사하구,운송업,606035,343
202212,사하구,의료웰니스업,59501,0
202212,서구,쇼핑업,369925,2076
202212,서구,숙박업,35832,2428
202212,서구,식음료업,508107,0
202212,서구,여가서비스업,64299,842
202212,서구,여행업,362,72
202212,서구,운송업,196311,0
202212,서구,의료웰니스업,21704,0
202212,수영구,쇼핑업,998176,7300
202212,수영구,숙박업,65682,6814
202212,수영구,식음료업,2300000,0
202212,수영구,여가서비스업,89094,2181
202212,수영구,운송업,311198,0
202212,수영구,의료웰니스업,94995,183
202212,연제구,쇼핑업,1830000,11223
202212,연제구,숙박업,24328,3479
202212,연제구,식음료업,1360000,0
202212,연제구,여가서비스업,70875,3139
202212,연제구,여행업,340,0
202212,연제구,운송업,762422,70
202212,연제구,의료웰니스업,90325,0
202212,영도구,쇼핑업,204269,4352
202212,영도구,숙박업,41078,2234
202212,영도구,식음료업,448814,0
202212,영도구,여가서비스업,16057,334
202212,영도구,운송업,84175,0
202212,영도구,의료웰니스업,13395,2825
202212,중구,쇼핑업,1810000,51745
202212,중구,숙박업,74444,2501
202212,중구,식음료업,1670000,0
202212,중구,여가서비스업,66148,1488
202212,중구,여행업,23969,8
202212,중구,운송업,50389,0
202212,중구,의료웰니스업,88223,0
202212,해운대구,쇼핑업,10300000,4950000
202212,해운대구,숙박업,1040000,145308
202212,해운대구,식음료업,3420000,0
202212,해운대구,여가서비스업,232672,42135
202212,해운대구,여행업,5849,90
202212,해운대구,운송업,669924,1255
202212,해운대구,의료웰니스업,206877,4614
202301,강서구,쇼핑업,1200000,17538
202301,강서구,숙박업,44735,4101
202301,강서구,식음료업,1000000,0
202301,강서구,여가서비스업,78259,6005
202301,강서구,여행업,749,0
202301,강서구,운송업,3540000,1566
202301,강서구,의료웰니스업,39032,3751
202301,금정구,쇼핑업,861323,88702
202301,금정구,숙박업,10235,3757
202301,금정구,식음료업,987830,0
202301,금정구,여가서비스업,114645,13425
202301,금정구,여행업,6307,1014
202301,금정구,운송업,367870,0
202301,금정구,의료웰니스업,83413,6557
202301,기장군,쇼핑업,4320000,17950
202301,기장군,숙박업,379874,9812
202301,기장군,식음료업,1780000,0
202301,기장군,여가서비스업,293051,21164
202301,기장군,여행업,39,126
202301,기장군,운송업,766026,247
202301,기장군,의료웰니스업,38454,2340
202301,남구,쇼핑업,776832,12838
202301,남구,숙박업,32745,7110
202301,남구,식음료업,914982,0
202301,남구,여가서비스업,69560,3866
202301,남구,여행업,5314,0
202301,남구,운송업,1210000,0
202301,남구,의료웰니스업,72808,5268
202301,동구,쇼핑업,1030000,21824
202301,동구,숙박업,54649,2491
202301,동구,식음료업,855477,0
202301,동구,여가서비스업,51622,3
202301,동구,여행업,25714,0
202301,동구,운송업,650692,308
202301,동구,의료웰니스업,40035,0
202301,동래구,쇼핑업,1450000,111431
202301,동래구,숙박업,145109,29227
202301,동래구,식음료업,1540000,0
202301,동래구,여가서비스업,87757,5562
202301,동래구,여행업,179,1263
202301,동래구,운송업,405382,0
202301,동래구,의료웰니스업,107789,5324
202301,부산진구,쇼핑업,3560000,621231
202301,부산진구,숙박업,145508,16655
202301,부산진구,식음료업,3490000,0
202301,부산진구,여가서비스업,198296,13277
202301,부산진구,여행업,21255,3717
202301,부산진구,운송업,273969,0
202301,부산진구,의료웰니스업,311507,0
202301,북구,쇼핑업,7400000,41147
202301,북구,숙박업,22236,8893
202301,북구,식음료업,737032,0
202301,북구,여가서비스업,44016,6198
202301,북구,여행업,2301,748
202301,북구,운송업,561219,167
202301,북구,의료웰니스업,52467,0
202301,사상구,쇼핑업,1240000,7614
202301,사상구,숙박업,23467,5619
202301,사상구,식음료업,900189,0
202301,사상구,여가서비스업,61303,4088
202301,사상구,여행업,27,0
202301,사상구,운송업,1600000,1064
202301,사상구,의료웰니스업,47990,1266
202301,사하구,쇼핑업,705014,10120
202301,사하구,숙박업,12726,5832
202301,사하구,식음료업,756351,0
202301,사하구,여가서비스업,46937,4087
202301,사하구,운송업,585273,174
202301,사하구,의료웰니스업,49243,0
202301,서구,쇼핑업,380054,1786
202301,서구,숙박업,32393,1699
202301,서구,식음료업,457476,0
202301,서구,여가서비스업,63739,708
202301,서구,여행업,4008,50
202301,서구,운송업,171190,0
202301,서구,의료웰니스업,29084,0
202301,수영구,쇼핑업,1100000,2972
202301,수영구,숙박업,54712,4763
202301,수영구,식음료업,2120000,0
202301,수영구,여가서비스업,82236,1334
202301,수영구,운송업,273779,193
202301,수영구,의료웰니스업,87357,211
202301,연제구,쇼핑업,1920000,13297
202301,연제구,숙박업,23239,4491
202301,연제구,식음료업,1190000,0
202301,연제구,여가서비스업,55037,3222
202301,연제구,여행업,0,129
202301,연제구,운송업,670580,219
202301,연제구,의료웰니스업,83312,0
202301,영도구,쇼핑업,189344,2948
202301,영도구,숙박업,22973,2415
202301,영도구,식음료업,433377,0
202301,영도구,여가서비스업,16974,349
202301,영도구,여행업,70,0
202301,영도구,운송업,76484,0
202301,영도구,의료웰니스업,18291,4117
202301,중구,쇼핑업,1680000,43227
202301,중구,숙박업,65977,1822
202301,중구,식음료업,1480000,0
202301,중구,여가서비스업,60017,1304
202301,중구,여행업,24368,0
202301,중구,운송업,48226,0
202301,중구,의료웰니스업,78184,0
202301,해운대구,쇼핑업,9820000,5060000
202301,해운대구,숙박업,872540,178286
202301,해운대구,식음료업,3130000,0
202301,해운대구,여가서비스업,237949,34794
202301,해운대구,여행업,2198,0
202301,해운대구,운송업,624561,979
202301,해운대구,의료웰니스업,190748,3714
202302,강서구,쇼핑업,1020000,13035
202302,강서구,숙박업,44969,5262
202302,강서구,식음료업,972058,0
202302,강서구,여가서비스업,71370,3631
202302,강서구,여행업,3454,0
202302,강서구,운송업,3890000,8452
202302,강서구,의료웰니스업,32316,2487
202302,금정구,쇼핑업,716381,91196
202302,금정구,숙박업,10867,2959
202302,금정구,식음료업,936527,0
202302,금정구,여가서비스업,115762,10552
202302,금정구,여행업,14774,0
202302,금정구,운송업,318957,0
202302,금정구,의료웰니스업,75720,5698
202302,기장군,쇼핑업,3790000,13365
202302,기장군,숙박업,313356,8260
202302,기장군,식음료업,1580000,0
202302,기장군,여가서비스업,355326,19883
202302,기장군,여행업,110,376
202302,기장군,운송업,666539,108
202302,기장군,의료웰니스업,33747,2031
202302,남구,쇼핑업,615280,11849
202302,남구,숙박업,58801,4894
202302,남구,식음료업,875618,0
202302,남구,여가서비스업,73199,2697
202302,남구,여행업,7178,0
202302,남구,운송업,1080000,0
202302,남구,의료웰니스업,63581,3139
202302,동구,쇼핑업,926636,18715
202302,동구,숙박업,55971,2397
202302,동구,식음료업,870769,0
202302,동구,여가서비스업,76452,0
202302,동구,여행업,30697,362
202302,동구,운송업,598643,71
202302,동구,의료웰니스업,36035,0
202302,동래구,쇼핑업,1090000,95454
202302,동래구,숙박업,121710,23816
202302,동래구,식음료업,1380000,0
202302,동래구,여가서비스업,70198,3363
202302,동래구,여행업,694,0
202302,동래구,운송업,482378,1111
202302,동래구,의료웰니스업,102707,5657
202302,부산진구,쇼핑업,3130000,570249
202302,부산진구,숙박업,166363,33028
202302,부산진구,식음료업,3250000,0
202302,부산진구,여가서비스업,168691,6273
202302,부산진구,여행업,36009,4560
202302,부산진구,운송업,241770,189
202302,부산진구,의료웰니스업,311847,0
202302,북구,쇼핑업,5560000,34019
202302,북구,숙박업,23545,6771
202302,북구,식음료업,652214,0
202302,북구,여가서비스업,35510,4773
202302,북구,여행업,282,0
202302,북구,운송업,479847,105
202302,북구,의료웰니스업,51021,0
202302,사상구,쇼핑업,893219,4647
202302,사상구,숙박업,21826,4775
202302,사상구,식음료업,843800,0
202302,사상구,여가서비스업,49784,2115
202302,사상구,운송업,1350000,224
202302,사상구,의료웰니스업,45372,1033
202302,사하구,쇼핑업,576777,6327
202302,사하구,숙박업,12289,5332
202302,사하구,식음료업,697844,0
202302,사하구,여가서비스업,38607,2455
202302,사하구,운송업,541131,289
202302,사하구,의료웰니스업,47963,0
202302,서구,쇼핑업,326486,1532
202302,서구,숙박업,40244,901
202302,서구,식음료업,447829,0
202302,서구,여가서비스업,77749,966
202302,서구,여행업,284,72
202302,서구,운송업,142818,0
202302,서구,의료웰니스업,26547,0
202302,수영구,쇼핑업,839408,4909
202302,수영구,숙박업,53634,4324
202302,수영구,식음료업,2120000,0
202302,수영구,여가서비스업,82969,994
202302,수영구,여행업,5595,0
202302,수영구,운송업,253753,127
202302,수영구,의료웰니스업,81712,90
202302,연제구,쇼핑업,1360000,9830
202302,연제구,숙박업,21249,3788
202302,연제구,식음료업,1120000,0
202302,연제구,여가서비스업,53452,1188
202302,연제구,여행업,2068,0
202302,연제구,운송업,577362,282
202302,연제구,의료웰니스업,81535,0
202302,영도구,쇼핑업,151468,3376
202302,영도구,숙박업,31839,1912
202302,영도구,식음료업,412234,0
202302,영도구,여가서비스업,17444,497
202302,영도구,여행업,167,0
202302,영도구,운송업,72628,152
202302,영도구,의료웰니스업,13435,7280
202302,중구,쇼핑업,1300000,37440
202302,중구,숙박업,66622,1709
202302,중구,식음료업,1400000,0
202302,중구,여가서비스업,40404,614
202302,중구,여행업,29126,4
202302,중구,운송업,49507,0
202302,중구,의료웰니스업,67843,0
202302,해운대구,쇼핑업,9300000,4590000
202302,해운대구,숙박업,976266,164502
202302,해운대구,식음료업,3130000,0
202302,해운대구,여가서비스업,205485,29281
202302,해운대구,여행업,11339,275
202302,해운대구,운송업,577438,1695
202302,해운대구,의료웰니스업,181134,4017
202303,강서구,쇼핑업,1130000,20492
202303,강서구,숙박업,36561,3329
202303,강서구,식음료업,1060000,0
202303,강서구,여가서비스업,98461,5156
202303,강서구,여행업,240,0
202303,강서구,운송업,4160000,3521
202303,강서구,의료웰니스업,39485,2784
202303,금정구,쇼핑업,903509,126567
202303,금정구,숙박업,11226,2951
202303,금정구,식음료업,1090000,0
202303,금정구,여가서비스업,163194,12383
202303,금정구,여행업,8180,2457
202303,금정구,운송업,363414,183
202303,금정구,의료웰니스업,96218,5735
202303,기장군,쇼핑업,4400000,17404
202303,기장군,숙박업,271830,8717
202303,기장군,식음료업,1670000,0
202303,기장군,여가서비스업,386148,22834
202303,기장군,여행업,57,45
202303,기장군,운송업,711649,0
202303,기장군,의료웰니스업,38887,1904
202303,남구,쇼핑업,750190,16001
202303,남구,숙박업,48586,4543
202303,남구,식음료업,1010000,0
202303,남구,여가서비스업,93466,2748
202303,남구,여행업,4749,432
202303,남구,운송업,1220000,0
202303,남구,의료웰니스업,81695,3966
202303,동구,쇼핑업,969101,23163
202303,동구,숙박업,55008,2413
202303,동구,식음료업,913921,0
202303,동구,여가서비스업,90546,188
202303,동구,여행업,25916,98
202303,동구,운송업,630761,138
202303,동구,의료웰니스업,50095,0
202303,동래구,쇼핑업,1360000,103873
202303,동래구,숙박업,103294,24526
202303,동래구,식음료업,1520000,0
202303,동래구,여가서비스업,81024,3475
202303,동래구,여행업,1217,370
202303,동래구,운송업,531835,0
202303,동래구,의료웰니스업,116969,5331
202303,부산진구,쇼핑업,3390000,637667
202303,부산진구,숙박업,135504,16771
202303,부산진구,식음료업,3360000,0
202303,부산진구,여가서비스업,168188,8228
202303,부산진구,여행업,16741,3915
202303,부산진구,운송업,265149,589
202303,부산진구,의료웰니스업,368033,0
202303,북구,쇼핑업,7290000,59011
202303,북구,숙박업,22185,7669
202303,북구,식음료업,693909,0
202303,북구,여가서비스업,34845,6695
202303,북구,운송업,516761,392
202303,북구,의료웰니스업,53457,0
202303,사상구,쇼핑업,1120000,8425
202303,사상구,숙박업,29157,5959
202303,사상구,식음료업,967388,0
202303,사상구,여가서비스업,56211,2399
202303,사상구,여행업,129,0
202303,사상구,운송업,1400000,556
202303,사상구,의료웰니스업,65605,1478
202303,사하구,쇼핑업,692715,9371
202303,사하구,숙박업,12253,6189
202303,사하구,식음료업,778371,0
202303,사하구,여가서비스업,37261,3522
202303,사하구,운송업,576678,244
202303,사하구,의료웰니스업,55694,0
202303,서구,쇼핑업,374314,2681
202303,서구,숙박업,33415,2210
202303,서구,식음료업,496672,0
202303,서구,여가서비스업,51220,937
202303,서구,여행업,8340,104
202303,서구,운송업,168831,0
202303,서구,의료웰니스업,23786,0
202303,수영구,쇼핑업,937001,2466
202303,수영구,숙박업,48788,4636
202303,수영구,식음료업,2060000,0
202303,수영구,여가서비스업,90900,1226
202303,수영구,여행업,59,0
202303,수영구,운송업,276032,0
202303,수영구,의료웰니스업,98034,85
202303,연제구,쇼핑업,1830000,10799
202303,연제구,숙박업,27655,3740
202303,연제구,식음료업,1200000,0
202303,연제구,여가서비스업,51325,1616
202303,연제구,여행업,853,0
202303,연제구,운송업,601654,185
202303,연제구,의료웰니스업,84254,0
202303,영도구,쇼핑업,198159,10299
202303,영도구,숙박업,25384,2160
202303,영도구,식음료업,436298,0
202303,영도구,여가서비스업,17562,1185
202303,영도구,여행업,107,0
202303,영도구,운송업,78120,254
202303,영도구,의료웰니스업,17216,2485
202303,중구,쇼핑업,1370000,38467
202303,중구,숙박업,57547,2803
202303,중구,식음료업,1400000,0
202303,중구,여가서비스업,39387,681
202303,중구,여행업,22861,0
202303,중구,운송업,50227,0
202303,중구,의료웰니스업,89811,0
202303,해운대구,쇼핑업,9170000,4600000
202303,해운대구,숙박업,730400,135357
202303,해운대구,식음료업,2770000,0
202303,해운대구,여가서비스업,183919,31707
202303,해운대구,여행업,11126,0
202303,해운대구,운송업,617752,0
202303,해운대구,의료웰니스업,215765,4394
202304,강서구,쇼핑업,1120000,24737
202304,강서구,숙박업,36475,5582
202304,강서구,식음료업,1070000,0
202304,강서구,여가서비스업,102897,4988
202304,강서구,여행업,2384,0
202304,강서구,운송업,3700000,4251
202304,강서구,의료웰니스업,33835,2727
202304,금정구,쇼핑업,851071,113573
202304,금정구,숙박업,10767,3279
202304,금정구,식음료업,1080000,0
202304,금정구,여가서비스업,157992,14668
202304,금정구,여행업,12921,0
202304,금정구,운송업,330937,0
202304,금정구,의료웰니스업,86089,8131
202304,기장군,쇼핑업,4440000,16085
202304,기장군,숙박업,304592,7647
202304,기장군,식음료업,1800000,0
202304,기장군,여가서비스업,402585,25119
202304,기장군,여행업,132,192
202304,기장군,운송업,683174,29
202304,기장군,의료웰니스업,32352,2279
202304,남구,쇼핑업,726101,15433
202304,남구,숙박업,46365,6021
202304,남구,식음료업,994067,0
202304,남구,여가서비스업,95960,3331
202304,남구,여행업,1377,45
202304,남구,운송업,1180000,0
202304,남구,의료웰니스업,80438,4189
202304,동구,쇼핑업,978098,30746
202304,동구,숙박업,67030,2294
202304,동구,식음료업,898987,0
202304,동구,여가서비스업,110288,149
202304,동구,여행업,16219,2
202304,동구,운송업,620801,123
202304,동구,의료웰니스업,38898,0
202304,동래구,쇼핑업,1220000,107174
202304,동래구,숙박업,120663,21378
202304,동래구,식음료업,1540000,0
202304,동래구,여가서비스업,79350,4763
202304,동래구,여행업,2234,24
202304,동래구,운송업,559871,106
202304,동래구,의료웰니스업,112045,4231
202304,부산진구,쇼핑업,3370000,652313
202304,부산진구,숙박업,142969,18896
202304,부산진구,식음료업,3340000,0
202304,부산진구,여가서비스업,170880,7325
202304,부산진구,여행업,24747,4093
202304,부산진구,운송업,254465,345
202304,부산진구,의료웰니스업,314273,0
202304,북구,쇼핑업,6650000,63283
202304,북구,숙박업,24903,8670
202304,북구,식음료업,697693,0
202304,북구,여가서비스업,35643,7310
202304,북구,여행업,363,0
202304,북구,운송업,513412,321
202304,북구,의료웰니스업,54888,0
202304,사상구,쇼핑업,1060000,8397
202304,사상구,숙박업,28842,5068
202304,사상구,식음료업,962872,0
202304,사상구,여가서비스업,56827,2324
202304,사상구,여행업,87,0
202304,사상구,운송업,1360000,467
202304,사상구,의료웰니스업,45455,1182
202304,사하구,쇼핑업,660692,14378
202304,사하구,숙박업,10715,5343
202304,사하구,식음료업,765801,0
202304,사하구,여가서비스업,36322,2684
202304,사하구,운송업,540698,176
202304,사하구,의료웰니스업,55437,0
202304,서구,쇼핑업,342584,2762
202304,서구,숙박업,38440,2449
202304,서구,식음료업,496667,0
202304,서구,여가서비스업,66531,925
202304,서구,여행업,2031,50
202304,서구,운송업,141785,77
202304,서구,의료웰니스업,25192,0
202304,수영구,쇼핑업,882935,5569
202304,수영구,숙박업,56297,7560
202304,수영구,식음료업,2120000,0
202304,수영구,여가서비스업,91106,1207
202304,수영구,여행업,123,0
202304,수영구,운송업,253931,212
202304,수영구,의료웰니스업,88462,78
202304,연제구,쇼핑업,1770000,9456
202304,연제구,숙박업,20797,4099
202304,연제구,식음료업,1180000,0
202304,연제구,여가서비스업,54666,1702
202304,연제구,여행업,2207,247
202304,연제구,운송업,597959,249
202304,연제구,의료웰니스업,75050,0
202304,영도구,쇼핑업,189393,7515
202304,영도구,숙박업,34690,1792
202304,영도구,식음료업,455660,0
202304,영도구,여가서비스업,19369,1134
202304,영도구,여행업,822,0
202304,영도구,운송업,75256,261
202304,영도구,의료웰니스업,16404,2009
202304,중구,쇼핑업,1440000,44988
202304,중구,숙박업,70435,1836
202304,중구,식음료업,1470000,0
202304,중구,여가서비스업,41122,703
202304,중구,여행업,13766,0
202304,중구,운송업,50269,0
202304,중구,의료웰니스업,78285,0
202304,해운대구,쇼핑업,9690000,4580000
202304,해운대구,숙박업,824341,98908
202304,해운대구,식음료업,3010000,0
202304,해운대구,여가서비스업,170212,31523
202304,해운대구,여행업,11023,463
202304,해운대구,운송업,645283,57
202304,해운대구,의료웰니스업,195426,4960
202305,강서구,쇼핑업,1160000,23608
202305,강서구,숙박업,37398,3187
202305,강서구,식음료업,1120000,0
202305,강서구,여가서비스업,104560,8608
202305,강서구,여행업,292,0
202305,강서구,운송업,3640000,2572
202305,강서구,의료웰니스업,37512,1929
202305,금정구,쇼핑업,875586,125865
202305,금정구,숙박업,12099,3652
202305,금정구,식음료업,1160000,0
202305,금정구,여가서비스업,171721,13254
202305,금정구,여행업,12030,0
202305,금정구,운송업,337059,0
202305,금정구,의료웰니스업,88733,10581
202305,기장군,쇼핑업,4340000,13415
202305,기장군,숙박업,379606,11468
202305,기장군,식음료업,1910000,0
202305,기장군,여가서비스업,417054,25998
202305,기장군,여행업,544,300
202305,기장군,운송업,709764,0
202305,기장군,의료웰니스업,35588,2671
202305,남구,쇼핑업,778459,11013
202305,남구,숙박업,61064,8832
202305,남구,식음료업,1080000,0
202305,남구,여가서비스업,102147,4624
202305,남구,여행업,2860,0
202305,남구,운송업,1110000,0
202305,남구,의료웰니스업,79704,6491
202305,동구,쇼핑업,1090000,27387
202305,동구,숙박업,74336,2241
202305,동구,식음료업,953917,0
202305,동구,여가서비스업,104396,0
202305,동구,여행업,32739,663
202305,동구,운송업,653578,75
202305,동구,의료웰니스업,45126,0
202305,동래구,쇼핑업,1340000,124152
202305,동래구,숙박업,125751,20707
202305,동래구,식음료업,1600000,0
202305,동래구,여가서비스업,84265,5626
202305,동래구,여행업,4182,559
202305,동래구,운송업,603664,93
202305,동래구,의료웰니스업,108781,5153
202305,부산진구,쇼핑업,3520000,684201
202305,부산진구,숙박업,147532,19017
202305,부산진구,식음료업,3530000,0
202305,부산진구,여가서비스업,184508,12507
202305,부산진구,여행업,20749,4296
202305,부산진구,운송업,289333,73
202305,부산진구,의료웰니스업,343905,0
202305,북구,쇼핑업,6860000,53816
202305,북구,숙박업,21159,8281
202305,북구,식음료업,751032,0
202305,북구,여가서비스업,42263,7866
202305,북구,여행업,854,0
202305,북구,운송업,499386,147
202305,북구,의료웰니스업,51640,0
202305,사상구,쇼핑업,1140000,7473
202305,사상구,숙박업,28189,6112
202305,사상구,식음료업,995131,0
202305,사상구,여가서비스업,60535,3940
202305,사상구,여행업,1323,0
202305,사상구,운송업,1290000,229
202305,사상구,의료웰니스업,54351,1643
202305,사하구,쇼핑업,667258,16416
202305,사하구,숙박업,16153,5135
202305,사하구,식음료업,842050,0
202305,사하구,여가서비스업,41280,3837
202305,사하구,여행업,1477,0
202305,사하구,운송업,560583,0
202305,사하구,의료웰니스업,59035,0
202305,서구,쇼핑업,382191,2337
202305,서구,숙박업,39220,1628
202305,서구,식음료업,535045,0
202305,서구,여가서비스업,72731,1106
202305,서구,여행업,5161,102
202305,서구,운송업,149274,0
202305,서구,의료웰니스업,22606,0
202305,수영구,쇼핑업,942380,5428
202305,수영구,숙박업,71041,6641
202305,수영구,식음료업,2220000,0
202305,수영구,여가서비스업,97291,1116
202305,수영구,여행업,119,0
202305,수영구,운송업,283905,117
202305,수영구,의료웰니스업,103128,119
202305,연제구,쇼핑업,1770000,9888
202305,연제구,숙박업,23922,4168
202305,연제구,식음료업,1280000,0
202305,연제구,여가서비스업,62040,2334
202305,연제구,여행업,5670,530
202305,연제구,운송업,603304,265
202305,연제구,의료웰니스업,79852,0
202305,영도구,쇼핑업,192883,7339
202305,영도구,숙박업,37989,2563
202305,영도구,식음료업,498379,0
202305,영도구,여가서비스업,18639,289
202305,영도구,여행업,514,0
202305,영도구,운송업,77749,810
202305,영도구,의료웰니스업,18700,2351
202305,중구,쇼핑업,1530000,49445
202305,중구,숙박업,83117,2536
202305,중구,식음료업,1500000,0
202305,중구,여가서비스업,55237,1310
202305,중구,여행업,22590,0
202305,중구,운송업,59253,0
202305,중구,의료웰니스업,90289,0
202305,해운대구,쇼핑업,9620000,4540000
202305,해운대구,숙박업,946718,105285
202305,해운대구,식음료업,3290000,0
202305,해운대구,여가서비스업,202151,42224
202305,해운대구,여행업,2563,226
202305,해운대구,운송업,667531,538
202305,해운대구,의료웰니스업,202057,4152
202306,강서구,쇼핑업,1160000,26821
202306,강서구,숙박업,35363,3844
202306,강서구,식음료업,1060000,0
202306,강서구,여가서비스업,112777,7762
202306,강서구,여행업,761,0
202306,강서구,운송업,3480000,4508
202306,강서구,의료웰니스업,36456,1311
202306,금정구,쇼핑업,792307,102200
202306,금정구,숙박업,11727,2867
202306,금정구,식음료업,1070000,0
202306,금정구,여가서비스업,170662,17553
202306,금정구,여행업,0,2035
202306,금정구,운송업,334302,0
202306,금정구,의료웰니스업,91059,5790
202306,기장군,쇼핑업,3720000,18345
202306,기장군,숙박업,345336,8150
202306,기장군,식음료업,1710000,0
202306,기장군,여가서비스업,419676,25293
202306,기장군,여행업,378,110
202306,기장군,운송업,656180,0
202306,기장군,의료웰니스업,37396,1511
202306,남구,쇼핑업,760055,12498
202306,남구,숙박업,53380,24419
202306,남구,식음료업,975040,0
202306,남구,여가서비스업,95244,5515
202306,남구,여행업,3174,245
202306,남구,운송업,1070000,0
202306,남구,의료웰니스업,95745,16462
202306,동구,쇼핑업,991657,32385
202306,동구,숙박업,69762,2112
202306,동구,식음료업,900566,0
202306,동구,여가서비스업,101287,131
202306,동구,여행업,27696,1175
202306,동구,운송업,631889,608
202306,동구,의료웰니스업,43954,0
202306,동래구,쇼핑업,1340000,95378
202306,동래구,숙박업,103312,29119
202306,동래구,식음료업,1540000,0
202306,동래구,여가서비스업,86845,8203
202306,동래구,여행업,4877,422
202306,동래구,운송업,462033,161
202306,동래구,의료웰니스업,125360,5846
202306,부산진구,쇼핑업,3230000,604408
202306,부산진구,숙박업,190789,18379
202306,부산진구,식음료업,3390000,0
202306,부산진구,여가서비스업,187745,14951
202306,부산진구,여행업,28094,9151
202306,부산진구,운송업,324341,139
202306,부산진구,의료웰니스업,357644,0
202306,북구,쇼핑업,6810000,43551
202306,북구,숙박업,18586,7211
202306,북구,식음료업,706714,0
202306,북구,여가서비스업,35522,8601
202306,북구,여행업,1761,0
202306,북구,운송업,478589,133
202306,북구,의료웰니스업,55146,0
202306,사상구,쇼핑업,1050000,10192
202306,사상구,숙박업,26936,5026
202306,사상구,식음료업,923480,0
202306,사상구,여가서비스업,65139,4387
202306,사상구,여행업,632,0
202306,사상구,운송업,1220000,543
202306,사상구,의료웰니스업,54021,1057
202306,사하구,쇼핑업,637676,11472
202306,사하구,숙박업,13416,5789
202306,사하구,식음료업,785163,0
202306,사하구,여가서비스업,44583,5515
202306,사하구,여행업,0,1125
202306,사하구,운송업,516333,313
202306,사하구,의료웰니스업,58369,0
202306,서구,쇼핑업,388905,2190
202306,서구,숙박업,34361,1798
202306,서구,식음료업,505554,0
202306,서구,여가서비스업,71202,1009
202306,서구,여행업,1813,110
202306,서구,운송업,141944,0
202306,서구,의료웰니스업,24452,0
202306,수영구,쇼핑업,992435,4875
202306,수영구,숙박업,68090,5800
202306,수영구,식음료업,2230000,0
202306,수영구,여가서비스업,105570,1067
202306,수영구,여행업,144,0
202306,수영구,운송업,253455,323
202306,수영구,의료웰니스업,105497,56
202306,연제구,쇼핑업,1590000,10349
202306,연제구,숙박업,30292,4549
202306,연제구,식음료업,1200000,0
202306,연제구,여가서비스업,56087,3307
202306,연제구,여행업,2372,0
202306,연제구,운송업,591584,0
202306,연제구,의료웰니스업,88297,0
202306,영도구,쇼핑업,194285,7801
202306,영도구,숙박업,24580,2007
202306,영도구,식음료업,461782,0
202306,영도구,여가서비스업,22761,2070
202306,영도구,여행업,2181,5
202306,영도구,운송업,81977,394
202306,영도구,의료웰니스업,12191,1613
202306,중구,쇼핑업,1420000,46731
202306,중구,숙박업,65589,3495
202306,중구,식음료업,1420000,0
202306,중구,여가서비스업,57374,1609
202306,중구,여행업,36693,0
202306,중구,운송업,57946,0
202306,중구,의료웰니스업,101794,0
202306,해운대구,쇼핑업,9090000,4080000
202306,해운대구,숙박업,810485,109534
202306,해운대구,식음료업,3110000,0
202306,해운대구,여가서비스업,205806,43915
202306,해운대구,여행업,2255,2760
202306,해운대구,운송업,690370,656
202306,해운대구,의료웰니스업,211033,4670
202307,강서구,쇼핑업,1240000,21655
202307,강서구,숙박업,40591,5016
202307,강서구,식음료업,1140000,0
202307,강서구,여가서비스업,101523,8159
202307,강서구,여행업,68,0
202307,강서구,운송업,3590000,8524
202307,강서구,의료웰니스업,33389,2024
202307,금정구,쇼핑업,790479,109419
202307,금정구,숙박업,13376,3616
202307,금정구,식음료업,1040000,0
202307,금정구,여가서비스업,161838,19170
202307,금정구,여행업,3714,0
202307,금정구,운송업,343049,0
202307,금정구,의료웰니스업,81000,8503
202307,기장군,쇼핑업,3720000,19596
202307,기장군,숙박업,509451,12389
202307,기장군,식음료업,1900000,0
202307,기장군,여가서비스업,363241,25212
202307,기장군,여행업,30,375
202307,기장군,운송업,703840,0
202307,기장군,의료웰니스업,35401,1882
202307,남구,쇼핑업,790618,13863
202307,남구,숙박업,39229,9338
202307,남구,식음료업,992914,0
202307,남구,여가서비스업,89429,5081
202307,남구,여행업,7206,0
202307,남구,운송업,1070000,0
202307,남구,의료웰니스업,76550,3975
202307,동구,쇼핑업,1040000,27184
202307,동구,숙박업,76899,2489
202307,동구,식음료업,966165,0
202307,동구,여가서비스업,69596,267
202307,동구,여행업,35464,34
202307,동구,운송업,620828,60
202307,동구,의료웰니스업,42936,0
202307,동래구,쇼핑업,1300000,112756
202307,동래구,숙박업,197334,70985
202307,동래구,식음료업,1630000,0
202307,동래구,여가서비스업,96259,7403
202307,동래구,여행업,4763,1012
202307,동래구,운송업,443078,0
202307,동래구,의료웰니스업,139054,6638
202307,부산진구,쇼핑업,3540000,640036
202307,부산진구,숙박업,188124,19396
202307,부산진구,식음료업,3630000,0
202307,부산진구,여가서비스업,193456,13567
202307,부산진구,여행업,29656,2308
202307,부산진구,운송업,354746,68
202307,부산진구,의료웰니스업,356682,0
202307,북구,쇼핑업,7400000,44060
202307,북구,숙박업,18098,8054
202307,북구,식음료업,743868,0
