연월,행정구,업종대분류,평균이용금액(만원),평균이용건수
202503,해운대구,음식료품,2733,1223
202503,해운대구,의료휄니스업,9109,1270
202504,강서구,비관광,2381,82
202504,강서구,쇼핑업,7718,1989
202504,강서구,여가서비스업,6058,996
202504,강서구,여행/숙박업,1242,346
202504,강서구,운송업,1330,130
202504,강서구,음식/주점,8125,2674
202504,강서구,음식료품,2072,946
202504,강서구,의료휄니스업,5320,861
202504,금정구,비관광,1046,34
202504,금정구,쇼핑업,5909,1758
202504,금정구,여가서비스업,4435,1016
202504,금정구,여행/숙박업,1087,417
202504,금정구,운송업,588,98
202504,금정구,음식/주점,7393,2652
202504,금정구,음식료품,1955,977
202504,금정구,의료휄니스업,5588,934
202504,기장군,비관광,3516,123
202504,기장군,쇼핑업,15259,4049
202504,기장군,여가서비스업,12132,2127
202504,기장군,여행/숙박업,2176,726
202504,기장군,운송업,2860,366
202504,기장군,음식/주점,16298,5384
202504,기장군,음식료품,4127,1666
202504,기장군,의료휄니스업,11368,1866
202504,남구,비관광,1444,56
202504,남구,쇼핑업,7615,2173
202504,남구,여가서비스업,5714,1252
202504,남구,여행/숙박업,1647,600
202504,남구,운송업,1063,144
202504,남구,음식/주점,8808,3097
202504,남구,음식료품,2356,1121
202504,남구,의료휄니스업,7142,1085
202504,동구,비관광,385,14
202504,동구,쇼핑업,3141,968
202504,동구,여가서비스업,2537,573
202504,동구,여행/숙박업,701,347
202504,동구,운송업,391,60
202504,동구,음식/주점,4018,1366
202504,동구,음식료품,920,419
202504,동구,의료휄니스업,3021,495
202504,동래구,비관광,2592,91
202504,동래구,쇼핑업,10151,2828
202504,동래구,여가서비스업,7323,1704
202504,동래구,여행/숙박업,1897,729
202504,동래구,운송업,1286,174
202504,동래구,음식/주점,12548,4352
202504,동래구,음식료품,3394,1673
202504,동래구,의료휄니스업,9776,1543
202504,부산진구,비관광,1284,48
202504,부산진구,쇼핑업,8272,2524
202504,부산진구,여가서비스업,6337,1556
202504,부산진구,여행/숙박업,1636,783
202504,부산진구,운송업,1081,151
202504,부산진구,음식/주점,10442,3604
202504,부산진구,음식료품,2660,1310
202504,부산진구,의료휄니스업,7844,1284
202504,북구,비관광,1652,62
202504,북구,쇼핑업,8520,2536
202504,북구,여가서비스업,7231,1619
202504,북구,여행/숙박업,1495,678
202504,북구,운송업,1222,170
202504,북구,음식/주점,10930,3741
202504,북구,음식료품,3104,1605
202504,북구,의료휄니스업,8191,1387
202504,사상구,비관광,992,36
202504,사상구,쇼핑업,6999,2298
202504,사상구,여가서비스업,5992,1375
202504,사상구,여행/숙박업,1366,716
202504,사상구,운송업,938,133
202504,사상구,음식/주점,9250,3041
202504,사상구,음식료품,2720,1276
202504,사상구,의료휄니스업,6785,1220
202504,사하구,비관광,1297,46
202504,사하구,쇼핑업,7962,2493
202504,사하구,여가서비스업,6278,1426
202504,사하구,여행/숙박업,1502,759
202504,사하구,운송업,1143,138
202504,사하구,음식/주점,10074,3357
202504,사하구,음식료품,2616,1191
202504,사하구,의료휄니스업,7778,1357
202504,서구,비관광,531,17
202504,서구,쇼핑업,3504,1011
202504,서구,여가서비스업,2483,603
202504,서구,여행/숙박업,821,404
202504,서구,운송업,261,51
202504,서구,음식/주점,4412,1462
202504,서구,음식료품,1046,458
202504,서구,의료휄니스업,3680,578
202504,수영구,비관광,1425,48
202504,수영구,쇼핑업,8821,2493
202504,수영구,여가서비스업,6062,1388
202504,수영구,여행/숙박업,1795,662
202504,수영구,운송업,832,138
202504,수영구,음식/주점,10343,3624
202504,수영구,음식료품,2869,1358
202504,수영구,의료휄니스업,7986,1247
202504,연제구,비관광,1818,63
202504,연제구,쇼핑업,8383,2437
202504,연제구,여가서비스업,6145,1472
202504,연제구,여행/숙박업,1660,642
202504,연제구,운송업,948,147
202504,연제구,음식/주점,10764,3774
202504,연제구,음식료품,2863,1397
202504,연제구,의료휄니스업,8183,1294
202504,영도구,비관광,468,18
202504,영도구,쇼핑업,3688,1140
202504,영도구,여가서비스업,3133,686
202504,영도구,여행/숙박업,890,506
202504,영도구,운송업,437,70
202504,영도구,음식/주점,5102,1579
202504,영도구,음식료품,1156,485
202504,영도구,의료휄니스업,4026,715
202504,중구,비관광,164,6
202504,중구,쇼핑업,1861,633
202504,중구,여가서비스업,1311,324
202504,중구,여행/숙박업,522,273
202504,중구,운송업,259,26
202504,중구,음식/주점,2582,886
202504,중구,음식료품,557,271
202504,중구,의료휄니스업,1914,301
202504,해운대구,비관광,2233,71
202504,해운대구,쇼핑업,12170,2828
202504,해운대구,여가서비스업,7934,1534
202504,해운대구,여행/숙박업,2341,733
202504,해운대구,운송업,1250,199
202504,해운대구,음식/주점,11797,4014
202504,해운대구,음식료품,2874,1314
202504,해운대구,의료휄니스업,10138,1381
202505,강서구,비관광,2383,77
202505,강서구,쇼핑업,7586,2009
202505,강서구,여가서비스업,5616,998
202505,강서구,여행/숙박업,1246,350
202505,강서구,운송업,1105,127
202505,강서구,음식/주점,8737,2778
202505,강서구,음식료품,2083,930
202505,강서구,의료휄니스업,5230,790
202505,금정구,비관광,1113,36
202505,금정구,쇼핑업,5817,1761
202505,금정구,여가서비스업,4157,1018
202505,금정구,여행/숙박업,1082,420
202505,금정구,운송업,545,99
202505,금정구,음식/주점,7821,2678
202505,금정구,음식료품,1980,959
202505,금정구,의료휄니스업,5210,854
202505,기장군,비관광,3642,124
202505,기장군,쇼핑업,14765,4081
202505,기장군,여가서비스업,11034,2118
202505,기장군,여행/숙박업,2108,735
202505,기장군,운송업,2025,359
202505,기장군,음식/주점,17236,5501
202505,기장군,음식료품,4245,1643
202505,기장군,의료휄니스업,10760,1729
202505,남구,비관광,1433,56
202505,남구,쇼핑업,7472,2177
202505,남구,여가서비스업,5259,1248
202505,남구,여행/숙박업,1571,597
202505,남구,운송업,841,140
202505,남구,음식/주점,9289,3130
202505,남구,음식료품,2339,1101
202505,남구,의료휄니스업,6640,993
202505,동구,비관광,376,14
202505,동구,쇼핑업,3126,980
202505,동구,여가서비스업,2345,572
202505,동구,여행/숙박업,708,347
202505,동구,운송업,345,58
202505,동구,음식/주점,4178,1377
202505,동구,음식료품,942,438
202505,동구,의료휄니스업,2857,462
202505,동래구,비관광,2671,92
202505,동래구,쇼핑업,9980,2845
202505,동래구,여가서비스업,6882,1699
202505,동래구,여행/숙박업,1794,727
202505,동래구,운송업,1056,171
202505,동래구,음식/주점,13186,4396
202505,동래구,음식료품,3408,1643
202505,동래구,의료휄니스업,9097,1414
202505,부산진구,비관광,1319,48
202505,부산진구,쇼핑업,8143,2536
202505,부산진구,여가서비스업,5922,1550
202505,부산진구,여행/숙박업,1638,782
202505,부산진구,운송업,780,151
202505,부산진구,음식/주점,11001,3665
202505,부산진구,음식료품,2690,1318
202505,부산진구,의료휄니스업,7255,1180
202505,북구,비관광,1626,60
202505,북구,쇼핑업,8409,2542
202505,북구,여가서비스업,6805,1612
202505,북구,여행/숙박업,1420,692
202505,북구,운송업,1052,168
202505,북구,음식/주점,11466,3790
202505,북구,음식료품,3154,1606
202505,북구,의료휄니스업,7544,1278
202505,사상구,비관광,969,34
202505,사상구,쇼핑업,7022,2328
202505,사상구,여가서비스업,5559,1373
202505,사상구,여행/숙박업,1291,730
202505,사상구,운송업,884,135
202505,사상구,음식/주점,9904,3132
202505,사상구,음식료품,2733,1263
202505,사상구,의료휄니스업,6438,1120
202505,사하구,비관광,1266,42
202505,사하구,쇼핑업,7865,2510
202505,사하구,여가서비스업,5823,1433
202505,사하구,여행/숙박업,1462,761
202505,사하구,운송업,1285,141
202505,사하구,음식/주점,10629,3432
202505,사하구,음식료품,2624,1179
202505,사하구,의료휄니스업,7431,1252
202505,서구,비관광,552,17
202505,서구,쇼핑업,3439,1016
202505,서구,여가서비스업,2376,603
202505,서구,여행/숙박업,786,408
202505,서구,운송업,266,50
202505,서구,음식/주점,4636,1490
202505,서구,음식료품,1099,458
202505,서구,의료휄니스업,3415,520
202505,수영구,비관광,1500,50
202505,수영구,쇼핑업,8643,2511
202505,수영구,여가서비스업,5591,1378
202505,수영구,여행/숙박업,1680,650
202505,수영구,운송업,821,137
202505,수영구,음식/주점,10850,3659
202505,수영구,음식료품,2820,1328
202505,수영구,의료휄니스업,7361,1132
202505,연제구,비관광,1876,64
202505,연제구,쇼핑업,8218,2453
202505,연제구,여가서비스업,5749,1462
202505,연제구,여행/숙박업,1563,642
202505,연제구,운송업,892,149
202505,연제구,음식/주점,11302,3808
202505,연제구,음식료품,2850,1386
202505,연제구,의료휄니스업,7483,1176
202505,영도구,비관광,492,18
202505,영도구,쇼핑업,3624,1145
202505,영도구,여가서비스업,2808,680
202505,영도구,여행/숙박업,873,513
202505,영도구,운송업,459,68
202505,영도구,음식/주점,5368,1611
202505,영도구,음식료품,1194,494
202505,영도구,의료휄니스업,3816,658
202505,중구,비관광,153,5
202505,중구,쇼핑업,1798,628
202505,중구,여가서비스업,1167,330
202505,중구,여행/숙박업,445,273
202505,중구,운송업,177,26
202505,중구,음식/주점,2649,886
202505,중구,음식료품,595,274
202505,중구,의료휄니스업,1632,270
202505,해운대구,비관광,2389,74
202505,해운대구,쇼핑업,11822,2842
202505,해운대구,여가서비스업,7374,1538
202505,해운대구,여행/숙박업,2195,730
202505,해운대구,운송업,1138,197
202505,해운대구,음식/주점,12446,4058
202505,해운대구,음식료품,2875,1299
202505,해운대구,의료휄니스업,9517,1266
202506,강서구,비관광,2400,81
202506,강서구,쇼핑업,7689,2063
202506,강서구,여가서비스업,6048,1026
202506,강서구,여행/숙박업,1291,337
202506,강서구,운송업,1104,126
202506,강서구,음식/주점,8275,2743
202506,강서구,음식료품,2061,960
202506,강서구,의료휄니스업,4975,756
202506,금정구,비관광,1133,37
202506,금정구,쇼핑업,5836,1796
202506,금정구,여가서비스업,4347,1049
202506,금정구,여행/숙박업,1061,408
202506,금정구,운송업,578,95
202506,금정구,음식/주점,7440,2644
202506,금정구,음식료품,1838,952
202506,금정구,의료휄니스업,5106,832
202506,기장군,비관광,3719,131
202506,기장군,쇼핑업,14953,4185
202506,기장군,여가서비스업,11620,2191
202506,기장군,여행/숙박업,2143,725
202506,기장군,운송업,1785,343
202506,기장군,음식/주점,16551,5444
202506,기장군,음식료품,3923,1651
202506,기장군,의료휄니스업,10539,1697
202506,남구,비관광,1540,59
202506,남구,쇼핑업,7528,2234
202506,남구,여가서비스업,5625,1281
202506,남구,여행/숙박업,1450,575
202506,남구,운송업,953,139
202506,남구,음식/주점,8860,3107
202506,남구,음식료품,2223,1104
202506,남구,의료휄니스업,6617,971
202506,동구,비관광,393,14
202506,동구,쇼핑업,3177,990
202506,동구,여가서비스업,2396,587
202506,동구,여행/숙박업,672,340
202506,동구,운송업,291,57
202506,동구,음식/주점,4005,1375
202506,동구,음식료품,918,435
202506,동구,의료휄니스업,2741,446
202506,동래구,비관광,2696,92
202506,동래구,쇼핑업,10223,2900
202506,동래구,여가서비스업,7296,1743
202506,동래구,여행/숙박업,1748,703
202506,동래구,운송업,1066,170
202506,동래구,음식/주점,12551,4365
202506,동래구,음식료품,3197,1647
202506,동래구,의료휄니스업,8916,1363
202506,부산진구,비관광,1415,51
202506,부산진구,쇼핑업,8251,2598
202506,부산진구,여가서비스업,6148,1598
202506,부산진구,여행/숙박업,1609,758
202506,부산진구,운송업,828,148
202506,부산진구,음식/주점,10466,3639
202506,부산진구,음식료품,2568,1313
202506,부산진구,의료휄니스업,7290,1151
202506,북구,비관광,1761,66
202506,북구,쇼핑업,8602,2602
202506,북구,여가서비스업,6967,1645
202506,북구,여행/숙박업,1461,675
202506,북구,운송업,1179,166
202506,북구,음식/주점,10933,3759
202506,북구,음식료품,2946,1603
202506,북구,의료휄니스업,7721,1230
202506,사상구,비관광,1037,37
202506,사상구,쇼핑업,7125,2381
202506,사상구,여가서비스업,5810,1400
202506,사상구,여행/숙박업,1285,700
202506,사상구,운송업,977,134
202506,사상구,음식/주점,9343,3069
202506,사상구,음식료품,2595,1258
202506,사상구,의료휄니스업,6347,1086
202506,사하구,비관광,1379,48
202506,사하구,쇼핑업,7957,2556
202506,사하구,여가서비스업,6144,1467
202506,사하구,여행/숙박업,1426,737
202506,사하구,운송업,994,133
202506,사하구,음식/주점,10163,3384
202506,사하구,음식료품,2429,1155
202506,사하구,의료휄니스업,7127,1218
202506,서구,비관광,558,18
202506,서구,쇼핑업,3458,1040
202506,서구,여가서비스업,2444,620
202506,서구,여행/숙박업,737,395
202506,서구,운송업,323,49
202506,서구,음식/주점,4445,1483
202506,서구,음식료품,990,449
202506,서구,의료휄니스업,3478,511
202506,수영구,비관광,1492,51
202506,수영구,쇼핑업,8782,2567
202506,수영구,여가서비스업,5956,1418
202506,수영구,여행/숙박업,1576,638
202506,수영구,운송업,690,135
202506,수영구,음식/주점,10347,3632
202506,수영구,음식료품,2646,1294
202506,수영구,의료휄니스업,7290,1107
202506,연제구,비관광,1861,64
202506,연제구,쇼핑업,8387,2511
202506,연제구,여가서비스업,6008,1505
202506,연제구,여행/숙박업,1522,629
202506,연제구,운송업,906,147
202506,연제구,음식/주점,10785,3783
202506,연제구,음식료품,2722,1390
202506,연제구,의료휄니스업,7416,1148
202506,영도구,비관광,517,20
202506,영도구,쇼핑업,3712,1175
202506,영도구,여가서비스업,2979,707
202506,영도구,여행/숙박업,808,494
202506,영도구,운송업,401,66
202506,영도구,음식/주점,5136,1595
202506,영도구,음식료품,1111,487
202506,영도구,의료휄니스업,3744,659
202506,중구,비관광,158,5
202506,중구,쇼핑업,1822,643
202506,중구,여가서비스업,1222,337
202506,중구,여행/숙박업,446,263
202506,중구,운송업,153,26
202506,중구,음식/주점,2534,878
202506,중구,음식료품,563,270
202506,중구,의료휄니스업,1564,265
202506,해운대구,비관광,2409,78
202506,해운대구,쇼핑업,11966,2900
202506,해운대구,여가서비스업,7813,1569
202506,해운대구,여행/숙박업,2199,708
202506,해운대구,운송업,1347,194
202506,해운대구,음식/주점,11895,4024
202506,해운대구,음식료품,2756,1295
202506,해운대구,의료휄니스업,9068,1236
202507,강서구,비관광,2351,79
202507,강서구,쇼핑업,7650,2106
202507,강서구,여가서비스업,6316,1048
202507,강서구,여행/숙박업,1330,345
202507,강서구,운송업,1344,128
202507,강서구,음식/주점,8526,2806
202507,강서구,음식료품,2019,960
202507,강서구,의료휄니스업,5271,795
202507,금정구,비관광,1201,39
202507,금정구,쇼핑업,5814,1818
202507,금정구,여가서비스업,4483,1027
202507,금정구,여행/숙박업,1082,423
202507,금정구,운송업,810,102
202507,금정구,음식/주점,7447,2637
202507,금정구,음식료품,1794,920
202507,금정구,의료휄니스업,5257,862
202507,기장군,비관광,3866,130
202507,기장군,쇼핑업,15015,4236
202507,기장군,여가서비스업,12117,2242
202507,기장군,여행/숙박업,2277,778
202507,기장군,운송업,2769,365
202507,기장군,음식/주점,17116,5581
202507,기장군,음식료품,4066,1649
202507,기장군,의료휄니스업,11347,1761
202507,남구,비관광,1536,59
202507,남구,쇼핑업,7528,2281
202507,남구,여가서비스업,5942,1265
202507,남구,여행/숙박업,1498,591
202507,남구,운송업,1104,149
202507,남구,음식/주점,8951,3129
202507,남구,음식료품,2219,1091
202507,남구,의료휄니스업,6808,1010
202507,동구,비관광,422,15
202507,동구,쇼핑업,3135,1028
202507,동구,여가서비스업,2510,575
202507,동구,여행/숙박업,659,355
202507,동구,운송업,303,61
202507,동구,음식/주점,4045,1410
202507,동구,음식료품,914,441
202507,동구,의료휄니스업,2908,460
202507,동래구,비관광,2819,96
202507,동래구,쇼핑업,9996,2990
202507,동래구,여가서비스업,7808,1709
202507,동래구,여행/숙박업,1839,724
202507,동래구,운송업,1282,180
202507,동래구,음식/주점,12640,4390
202507,동래구,음식료품,3174,1622
202507,동래구,의료휄니스업,9175,1417
202507,부산진구,비관광,1425,51
202507,부산진구,쇼핑업,8289,2692
202507,부산진구,여가서비스업,6430,1582
202507,부산진구,여행/숙박업,1588,787
202507,부산진구,운송업,887,157
202507,부산진구,음식/주점,10662,3725
202507,부산진구,음식료품,2657,1339
202507,부산진구,의료휄니스업,7617,1207
202507,북구,비관광,1760,64
202507,북구,쇼핑업,8502,2663
202507,북구,여가서비스업,7276,1631
202507,북구,여행/숙박업,1575,698
202507,북구,운송업,1295,177
202507,북구,음식/주점,11079,3817
202507,북구,음식료품,2985,1590
202507,북구,의료휄니스업,7800,1284
202507,사상구,비관광,1039,35
202507,사상구,쇼핑업,7067,2420
202507,사상구,여가서비스업,5979,1384
202507,사상구,여행/숙박업,1381,715
202507,사상구,운송업,1036,138
202507,사상구,음식/주점,9458,3129
202507,사상구,음식료품,2617,1256
202507,사상구,의료휄니스업,6720,1131
202507,사하구,비관광,1383,45
202507,사하구,쇼핑업,8013,2629
202507,사하구,여가서비스업,6259,1448
202507,사하구,여행/숙박업,1498,780
202507,사하구,운송업,1064,139
202507,사하구,음식/주점,10313,3457
202507,사하구,음식료품,2434,1143
202507,사하구,의료휄니스업,7546,1267
202507,서구,비관광,608,18
202507,서구,쇼핑업,3388,1071
202507,서구,여가서비스업,2608,610
202507,서구,여행/숙박업,766,406
202507,서구,운송업,332,51
202507,서구,음식/주점,4485,1504
202507,서구,음식료품,1049,464
202507,서구,의료휄니스업,3504,540
202507,수영구,비관광,1516,53
202507,수영구,쇼핑업,8715,2634
202507,수영구,여가서비스업,6514,1395
202507,수영구,여행/숙박업,1626,650
202507,수영구,운송업,799,140
202507,수영구,음식/주점,10506,3696
202507,수영구,음식료품,2620,1265
202507,수영구,의료휄니스업,7464,1139
202507,연제구,비관광,1946,67
202507,연제구,쇼핑업,8399,2588
202507,연제구,여가서비스업,6335,1487
202507,연제구,여행/숙박업,1638,649
202507,연제구,운송업,907,155
202507,연제구,음식/주점,10836,3822
202507,연제구,음식료품,2710,1381
202507,연제구,의료휄니스업,7438,1191
202507,영도구,비관광,530,19
202507,영도구,쇼핑업,3705,1202
202507,영도구,여가서비스업,3050,693
202507,영도구,여행/숙박업,814,506
202507,영도구,운송업,565,72
202507,영도구,음식/주점,5223,1649
202507,영도구,음식료품,1116,495
202507,영도구,의료휄니스업,4099,679
202507,중구,비관광,166,6
202507,중구,쇼핑업,1837,663
202507,중구,여가서비스업,1301,333
202507,중구,여행/숙박업,456,279
202507,중구,운송업,179,27
202507,중구,음식/주점,2564,903
202507,중구,음식료품,557,276
202507,중구,의료휄니스업,1790,281
202507,해운대구,비관광,2469,79
202507,해운대구,쇼핑업,11767,2953
202507,해운대구,여가서비스업,8463,1563
202507,해운대구,여행/숙박업,2318,733
202507,해운대구,운송업,1431,206
202507,해운대구,음식/주점,12048,4092
202507,해운대구,음식료품,2790,1300
202507,해운대구,의료휄니스업,9587,1289
202508,강서구,비관광,2415,75
202508,강서구,쇼핑업,7384,2096
202508,강서구,여가서비스업,5484,1051
202508,강서구,여행/숙박업,1222,356
202508,강서구,운송업,1525,131
202508,강서구,음식/주점,8509,2852
202508,강서구,음식료품,2049,958
202508,강서구,의료휄니스업,4904,739
202508,금정구,비관광,1144,35
202508,금정구,쇼핑업,5454,1789
202508,금정구,여가서비스업,3855,1020
202508,금정구,여행/숙박업,1072,426
202508,금정구,운송업,724,104
202508,금정구,음식/주점,7388,2636
202508,금정구,음식료품,1825,920
202508,금정구,의료휄니스업,4854,789
202508,기장군,비관광,3706,127
202508,기장군,쇼핑업,14370,4202
202508,기장군,여가서비스업,10910,2268
202508,기장군,여행/숙박업,2073,758
202508,기장군,운송업,2846,365
202508,기장군,음식/주점,17185,5639
202508,기장군,음식료품,4133,1702
202508,기장군,의료휄니스업,10269,1668
202508,남구,비관광,1579,56
202508,남구,쇼핑업,7062,2244
202508,남구,여가서비스업,5004,1249
202508,남구,여행/숙박업,1447,590
202508,남구,운송업,1045,146
202508,남구,음식/주점,8837,3121
202508,남구,음식료품,2285,1115
202508,남구,의료휄니스업,6313,936
202508,동구,비관광,416,14
202508,동구,쇼핑업,2972,1011
202508,동구,여가서비스업,2221,570
202508,동구,여행/숙박업,652,352
202508,동구,운송업,678,60
202508,동구,음식/주점,3994,1408
202508,동구,음식료품,938,445
202508,동구,의료휄니스업,2627,431
202508,동래구,비관광,2795,88
202508,동래구,쇼핑업,9609,2963
202508,동래구,여가서비스업,6515,1688
202508,동래구,여행/숙박업,1827,725
202508,동래구,운송업,1027,181
202508,동래구,음식/주점,12487,4370
202508,동래구,음식료품,3158,1623
202508,동래구,의료휄니스업,8511,1320
202508,부산진구,비관광,1438,48
202508,부산진구,쇼핑업,7872,2670
202508,부산진구,여가서비스업,5562,1575
202508,부산진구,여행/숙박업,1545,789
202508,부산진구,운송업,881,157
202508,부산진구,음식/주점,10597,3718
202508,부산진구,음식료품,2687,1361
202508,부산진구,의료휄니스업,6983,1120
202508,북구,비관광,1680,60
202508,북구,쇼핑업,7978,2613
202508,북구,여가서비스업,6367,1622
202508,북구,여행/숙박업,1477,701
202508,북구,운송업,1346,174
202508,북구,음식/주점,10953,3828
202508,북구,음식료품,2968,1554
202508,북구,의료휄니스업,7011,1174
202508,사상구,비관광,1015,35
202508,사상구,쇼핑업,6721,2382
202508,사상구,여가서비스업,5324,1384
202508,사상구,여행/숙박업,1313,723
202508,사상구,운송업,1138,139
202508,사상구,음식/주점,9473,3164
202508,사상구,음식료품,2691,1283
202508,사상구,의료휄니스업,6092,1054
202508,사하구,비관광,1328,43
202508,사하구,쇼핑업,7542,2586
202508,사하구,여가서비스업,5585,1432
202508,사하구,여행/숙박업,1435,780
202508,사하구,운송업,1064,137
202508,사하구,음식/주점,10218,3450
202508,사하구,음식료품,2476,1155
202508,사하구,의료휄니스업,6822,1175
202508,서구,비관광,587,18
202508,서구,쇼핑업,3275,1059
202508,서구,여가서비스업,2162,609
202508,서구,여행/숙박업,749,412
202508,서구,운송업,344,50
202508,서구,음식/주점,4452,1501
202508,서구,음식료품,1080,476
202508,서구,의료휄니스업,3235,495
202508,수영구,비관광,1589,49
202508,수영구,쇼핑업,8324,2590
202508,수영구,여가서비스업,5283,1357
202508,수영구,여행/숙박업,1546,635
202508,수영구,운송업,1044,141
202508,수영구,음식/주점,10252,3664
202508,수영구,음식료품,2702,1272
202508,수영구,의료휄니스업,6578,1043
202508,연제구,비관광,1953,60
202508,연제구,쇼핑업,7901,2553
202508,연제구,여가서비스업,5492,1468
202508,연제구,여행/숙박업,1526,645
202508,연제구,운송업,979,155
202508,연제구,음식/주점,10700,3798
202508,연제구,음식료품,2774,1382
202508,연제구,의료휄니스업,6948,1102
202508,영도구,비관광,493,17
202508,영도구,쇼핑업,3507,1186
202508,영도구,여가서비스업,2668,692
202508,영도구,여행/숙박업,813,508
202508,영도구,운송업,614,69
202508,영도구,음식/주점,5135,1642
202508,영도구,음식료품,1168,509
202508,영도구,의료휄니스업,3658,617
202508,중구,비관광,161,5
202508,중구,쇼핑업,1737,654
202508,중구,여가서비스업,1134,328
202508,중구,여행/숙박업,444,277
202508,중구,운송업,170,26
202508,중구,음식/주점,2491,878
202508,중구,음식료품,581,283
202508,중구,의료휄니스업,1582,262
202508,해운대구,비관광,2616,74
202508,해운대구,쇼핑업,11156,2899
202508,해운대구,여가서비스업,6969,1535
202508,해운대구,여행/숙박업,2246,723
202508,해운대구,운송업,1440,205
202508,해운대구,음식/주점,11900,4064
202508,해운대구,음식료품,2742,1324
202508,해운대구,의료휄니스업,8581,1185
202509,강서구,비관광,2584,82
202509,강서구,쇼핑업,8264,2094
202509,강서구,여가서비스업,6576,1069
202509,강서구,여행/숙박업,1390,331
202509,강서구,운송업,1681,131
202509,강서구,음식/주점,8491,2772
202509,강서구,음식료품,2398,1012
202509,강서구,의료휄니스업,5668,832
202509,금정구,비관광,1231,39
202509,금정구,쇼핑업,6224,1846
202509,금정구,여가서비스업,4727,1058
202509,금정구,여행/숙박업,1156,420
202509,금정구,운송업,1048,104
202509,금정구,음식/주점,7677,2673
202509,금정구,음식료품,2378,1045
202509,금정구,의료휄니스업,5712,914
202509,기장군,비관광,4026,132
202509,기장군,쇼핑업,16060,4244
202509,기장군,여가서비스업,12756,2303
202509,기장군,여행/숙박업,2209,733
202509,기장군,운송업,4015,365
202509,기장군,음식/주점,17170,5468
202509,기장군,음식료품,4712,1793
202509,기장군,의료휄니스업,12116,1874
202509,남구,비관광,1584,58
202509,남구,쇼핑업,8199,2308
202509,남구,여가서비스업,6315,1291
202509,남구,여행/숙박업,1728,592
202509,남구,운송업,1299,147
202509,남구,음식/주점,9166,3161
202509,남구,음식료품,2818,1210
202509,남구,의료휄니스업,7584,1060
202509,동구,비관광,444,14
202509,동구,쇼핑업,3301,1028
202509,동구,여가서비스업,2607,587
202509,동구,여행/숙박업,674,352
202509,동구,운송업,547,60
202509,동구,음식/주점,4135,1390
202509,동구,음식료품,1154,470
202509,동구,의료휄니스업,3247,480
202509,동래구,비관광,2901,96
202509,동래구,쇼핑업,10921,3064
202509,동래구,여가서비스업,8234,1757
202509,동래구,여행/숙박업,2033,729
202509,동래구,운송업,1469,186
202509,동래구,음식/주점,12897,4419
202509,동래구,음식료품,4085,1821
202509,동래구,의료휄니스업,10053,1519
202509,부산진구,비관광,1450,50
202509,부산진구,쇼핑업,8940,2738
202509,부산진구,여가서비스업,6836,1647
202509,부산진구,여행/숙박업,1730,779
202509,부산진구,운송업,1401,155
202509,부산진구,음식/주점,10935,3725
202509,부산진구,음식료품,3299,1470
202509,부산진구,의료휄니스업,8280,1274
202509,북구,비관광,1816,63
202509,북구,쇼핑업,9207,2692
202509,북구,여가서비스업,7681,1678
202509,북구,여행/숙박업,1624,695
202509,북구,운송업,1510,173
202509,북구,음식/주점,11242,3801
202509,북구,음식료품,3586,1664
202509,북구,의료휄니스업,8536,1351
202509,사상구,비관광,1092,37
202509,사상구,쇼핑업,7528,2432
202509,사상구,여가서비스업,6317,1445
202509,사상구,여행/숙박업,1362,712
202509,사상구,운송업,1235,134
202509,사상구,음식/주점,9558,3104
202509,사상구,음식료품,3213,1380
202509,사상구,의료휄니스업,7166,1195
202509,사하구,비관광,1415,45
202509,사하구,쇼핑업,8616,2652
202509,사하구,여가서비스업,6569,1473
202509,사하구,여행/숙박업,1650,776
202509,사하구,운송업,1543,139
202509,사하구,음식/주점,10349,3400
202509,사하구,음식료품,3035,1240
202509,사하구,의료휄니스업,8092,1330
202509,서구,비관광,621,19
202509,서구,쇼핑업,3865,1088
202509,서구,여가서비스업,2724,630
202509,서구,여행/숙박업,823,413
202509,서구,운송업,426,52
202509,서구,음식/주점,4603,1515
202509,서구,음식료품,1320,511
202509,서구,의료휄니스업,3892,564
202509,수영구,비관광,1604,53
202509,수영구,쇼핑업,9415,2652
202509,수영구,여가서비스업,6946,1420
202509,수영구,여행/숙박업,1764,646
202509,수영구,운송업,1112,141
202509,수영구,음식/주점,10794,3695
202509,수영구,음식료품,3347,1408
202509,수영구,의료휄니스업,7873,1203
202509,연제구,비관광,2013,67
202509,연제구,쇼핑업,9103,2634
202509,연제구,여가서비스업,6814,1525
202509,연제구,여행/숙박업,1729,644
202509,연제구,운송업,986,157
202509,연제구,음식/주점,11134,3864
202509,연제구,음식료품,3491,1545
202509,연제구,의료휄니스업,8125,1258
202509,영도구,비관광,557,19
202509,영도구,쇼핑업,3982,1211
202509,영도구,여가서비스업,3192,719
202509,영도구,여행/숙박업,874,507
202509,영도구,운송업,715,69
202509,영도구,음식/주점,5326,1635
202509,영도구,음식료품,1494,544
202509,영도구,의료휄니스업,4386,706
202509,중구,비관광,172,6
202509,중구,쇼핑업,2011,667
202509,중구,여가서비스업,1371,340
202509,중구,여행/숙박업,478,281
202509,중구,운송업,155,28
202509,중구,음식/주점,2597,892
202509,중구,음식료품,718,295
202509,중구,의료휄니스업,1743,293
202509,해운대구,비관광,2546,78
202509,해운대구,쇼핑업,13021,2977
