연월,행정구,업종대분류,평균이용금액(만원),평균이용건수
202309,중구,운송업,149,25
202309,중구,음식/주점,2541,799
202309,중구,음식료품,670,216
202309,중구,의료휄니스업,1646,246
202309,해운대구,비관광,2358,74
202309,해운대구,쇼핑업,13059,2792
202309,해운대구,여가서비스업,7975,1266
202309,해운대구,여행/숙박업,2560,718
202309,해운대구,운송업,1373,188
202309,해운대구,음식/주점,12198,3879
202309,해운대구,음식료품,3515,1179
202309,해운대구,의료휄니스업,9179,1175
202310,강서구,비관광,2440,87
202310,강서구,쇼핑업,8387,2096
202310,강서구,여가서비스업,7003,968
202310,강서구,여행/숙박업,1362,337
202310,강서구,운송업,1782,148
202310,강서구,음식/주점,8676,2940
202310,강서구,음식료품,1905,838
202310,강서구,의료휄니스업,5240,879
202310,금정구,비관광,1011,35
202310,금정구,쇼핑업,6114,1714
202310,금정구,여가서비스업,4400,852
202310,금정구,여행/숙박업,1128,405
202310,금정구,운송업,1104,97
202310,금정구,음식/주점,7260,2551
202310,금정구,음식료품,1616,734
202310,금정구,의료휄니스업,4631,825
202310,기장군,비관광,3763,135
202310,기장군,쇼핑업,15685,3868
202310,기장군,여가서비스업,11956,1805
202310,기장군,여행/숙박업,2193,650
202310,기장군,운송업,3974,354
202310,기장군,음식/주점,15617,5255
202310,기장군,음식료품,3376,1323
202310,기장군,의료휄니스업,9734,1731
202310,남구,비관광,1248,49
202310,남구,쇼핑업,7862,2031
202310,남구,여가서비스업,5691,1004
202310,남구,여행/숙박업,1624,565
202310,남구,운송업,1156,139
202310,남구,음식/주점,8477,2933
202310,남구,음식료품,1831,784
202310,남구,의료휄니스업,6195,941
202310,동구,비관광,347,13
202310,동구,쇼핑업,3151,896
202310,동구,여가서비스업,2255,444
202310,동구,여행/숙박업,689,318
202310,동구,운송업,468,54
202310,동구,음식/주점,3726,1263
202310,동구,음식료품,744,306
202310,동구,의료휄니스업,2581,423
202310,동래구,비관광,2230,80
202310,동래구,쇼핑업,10448,2733
202310,동래구,여가서비스업,7056,1352
202310,동래구,여행/숙박업,1912,698
202310,동래구,운송업,1004,164
202310,동래구,음식/주점,11758,4016
202310,동래구,음식료품,2602,1165
202310,동래구,의료휄니스업,8363,1330
202310,부산진구,비관광,1163,43
202310,부산진구,쇼핑업,8415,2393
202310,부산진구,여가서비스업,5896,1186
202310,부산진구,여행/숙박업,1756,737
202310,부산진구,운송업,1249,141
202310,부산진구,음식/주점,9897,3393
202310,부산진구,음식료품,2003,912
202310,부산진구,의료휄니스업,6791,1095
202310,북구,비관광,1634,60
202310,북구,쇼핑업,9208,2552
202310,북구,여가서비스업,7330,1371
202310,북구,여행/숙박업,1603,663
202310,북구,운송업,1447,173
202310,북구,음식/주점,10844,3675
202310,북구,음식료품,2530,1167
202310,북구,의료휄니스업,7261,1261
202310,사상구,비관광,1012,37
202310,사상구,쇼핑업,7306,2233
202310,사상구,여가서비스업,5957,1114
202310,사상구,여행/숙박업,1386,673
202310,사상구,운송업,1354,139
202310,사상구,음식/주점,9277,3014
202310,사상구,음식료품,2010,844
202310,사상구,의료휄니스업,6033,1082
202310,사하구,비관광,1353,46
202310,사하구,쇼핑업,8259,2410
202310,사하구,여가서비스업,6223,1181
202310,사하구,여행/숙박업,1522,706
202310,사하구,운송업,1474,163
202310,사하구,음식/주점,9902,3269
202310,사하구,음식료품,2113,874
202310,사하구,의료휄니스업,6863,1211
202310,서구,비관광,539,16
202310,서구,쇼핑업,3467,927
202310,서구,여가서비스업,2351,467
202310,서구,여행/숙박업,766,356
202310,서구,운송업,415,50
202310,서구,음식/주점,4105,1338
202310,서구,음식료품,872,330
202310,서구,의료휄니스업,3221,485
202310,수영구,비관광,1235,46
202310,수영구,쇼핑업,9321,2414
202310,수영구,여가서비스업,5976,1113
202310,수영구,여행/숙박업,1788,639
202310,수영구,운송업,1402,136
202310,수영구,음식/주점,10198,3511
202310,수영구,음식료품,2152,908
202310,수영구,의료휄니스업,7062,1079
202310,연제구,비관광,1489,54
202310,연제구,쇼핑업,8319,2255
202310,연제구,여가서비스업,5949,1119
202310,연제구,여행/숙박업,1583,598
202310,연제구,운송업,1333,135
202310,연제구,음식/주점,9707,3382
202310,연제구,음식료품,2206,980
202310,연제구,의료휄니스업,6612,1076
202310,영도구,비관광,539,20
202310,영도구,쇼핑업,3844,1105
202310,영도구,여가서비스업,2888,539
202310,영도구,여행/숙박업,827,450
202310,영도구,운송업,543,68
202310,영도구,음식/주점,4952,1518
202310,영도구,음식료품,986,372
202310,영도구,의료휄니스업,3544,605
202310,중구,비관광,183,6
202310,중구,쇼핑업,1860,579
202310,중구,여가서비스업,1377,262
202310,중구,여행/숙박업,510,248
202310,중구,운송업,282,25
202310,중구,음식/주점,2488,813
202310,중구,음식료품,483,195
202310,중구,의료휄니스업,1536,257
202310,해운대구,비관광,2010,68
202310,해운대구,쇼핑업,12411,2739
202310,해운대구,여가서비스업,7996,1283
202310,해운대구,여행/숙박업,2446,704
202310,해운대구,운송업,1775,193
202310,해운대구,음식/주점,11720,3941
202310,해운대구,음식료품,2458,1047
202310,해운대구,의료휄니스업,8993,1251
202311,강서구,비관광,2520,84
202311,강서구,쇼핑업,8689,2074
202311,강서구,여가서비스업,6810,958
202311,강서구,여행/숙박업,1358,330
202311,강서구,운송업,1678,140
202311,강서구,음식/주점,8236,2716
202311,강서구,음식료품,1999,831
202311,강서구,의료휄니스업,5643,937
202311,금정구,비관광,1151,37
202311,금정구,쇼핑업,6329,1711
202311,금정구,여가서비스업,4429,879
202311,금정구,여행/숙박업,1224,411
202311,금정구,운송업,933,97
202311,금정구,음식/주점,7050,2404
202311,금정구,음식료품,1718,734
202311,금정구,의료휄니스업,5047,867
202311,기장군,비관광,3921,136
202311,기장군,쇼핑업,15818,3835
202311,기장군,여가서비스업,11790,1846
202311,기장군,여행/숙박업,2182,657
202311,기장군,운송업,3817,349
202311,기장군,음식/주점,15274,4978
202311,기장군,음식료품,3665,1318
202311,기장군,의료휄니스업,10436,1833
202311,남구,비관광,1315,50
202311,남구,쇼핑업,8111,2024
202311,남구,여가서비스업,5616,1033
202311,남구,여행/숙박업,1567,574
202311,남구,운송업,1150,137
202311,남구,음식/주점,8208,2770
202311,남구,음식료품,1989,799
202311,남구,의료휄니스업,6774,1012
202311,동구,비관광,349,13
202311,동구,쇼핑업,3323,901
202311,동구,여가서비스업,2296,465
202311,동구,여행/숙박업,714,323
202311,동구,운송업,354,53
202311,동구,음식/주점,3660,1198
202311,동구,음식료품,834,313
202311,동구,의료휄니스업,2838,445
202311,동래구,비관광,2431,85
202311,동래구,쇼핑업,10994,2720
202311,동래구,여가서비스업,6982,1395
202311,동래구,여행/숙박업,1950,705
202311,동래구,운송업,1370,166
202311,동래구,음식/주점,11366,3780
202311,동래구,음식료품,2899,1177
202311,동래구,의료휄니스업,9191,1413
202311,부산진구,비관광,1217,44
202311,부산진구,쇼핑업,8708,2387
202311,부산진구,여가서비스업,5824,1231
202311,부산진구,여행/숙박업,1674,740
202311,부산진구,운송업,1060,137
202311,부산진구,음식/주점,9601,3209
202311,부산진구,음식료품,2183,925
202311,부산진구,의료휄니스업,7378,1165
202311,북구,비관광,1725,61
202311,북구,쇼핑업,9525,2535
202311,북구,여가서비스업,7346,1420
202311,북구,여행/숙박업,1604,665
202311,북구,운송업,1536,171
202311,북구,음식/주점,10487,3450
202311,북구,음식료품,2695,1179
202311,북구,의료휄니스업,8009,1332
202311,사상구,비관광,1061,38
202311,사상구,쇼핑업,7507,2223
202311,사상구,여가서비스업,5851,1153
202311,사상구,여행/숙박업,1377,675
202311,사상구,운송업,1204,136
202311,사상구,음식/주점,8838,2816
202311,사상구,음식료품,2189,871
202311,사상구,의료휄니스업,6474,1156
202311,사하구,비관광,1433,47
202311,사하구,쇼핑업,8404,2374
202311,사하구,여가서비스업,6211,1207
202311,사하구,여행/숙박업,1520,712
202311,사하구,운송업,1413,148
202311,사하구,음식/주점,9409,3040
202311,사하구,음식료품,2261,875
202311,사하구,의료휄니스업,7396,1269
202311,서구,비관광,510,17
202311,서구,쇼핑업,3587,918
202311,서구,여가서비스업,2345,485
202311,서구,여행/숙박업,751,370
202311,서구,운송업,429,49
202311,서구,음식/주점,3998,1265
202311,서구,음식료품,951,334
202311,서구,의료휄니스업,3779,518
202311,수영구,비관광,1351,49
202311,수영구,쇼핑업,9795,2417
202311,수영구,여가서비스업,5866,1152
202311,수영구,여행/숙박업,1715,649
202311,수영구,운송업,1359,132
202311,수영구,음식/주점,9910,3298
202311,수영구,음식료품,2387,937
202311,수영구,의료휄니스업,7864,1152
202311,연제구,비관광,1583,56
202311,연제구,쇼핑업,8675,2238
202311,연제구,여가서비스업,5767,1158
202311,연제구,여행/숙박업,1623,608
202311,연제구,운송업,1034,134
202311,연제구,음식/주점,9413,3184
202311,연제구,음식료품,2413,989
202311,연제구,의료휄니스업,7189,1153
202311,영도구,비관광,546,19
202311,영도구,쇼핑업,3901,1094
202311,영도구,여가서비스업,2964,566
202311,영도구,여행/숙박업,881,454
202311,영도구,운송업,525,67
202311,영도구,음식/주점,4825,1446
202311,영도구,음식료품,1068,372
202311,영도구,의료휄니스업,3907,653
202311,중구,비관광,160,6
202311,중구,쇼핑업,1948,579
202311,중구,여가서비스업,1258,272
202311,중구,여행/숙박업,553,252
202311,중구,운송업,145,26
202311,중구,음식/주점,2380,769
202311,중구,음식료품,527,195
202311,중구,의료휄니스업,1659,269
202311,해운대구,비관광,2247,73
202311,해운대구,쇼핑업,13071,2733
202311,해운대구,여가서비스업,7929,1321
202311,해운대구,여행/숙박업,2411,713
202311,해운대구,운송업,1830,189
202311,해운대구,음식/주점,11389,3730
202311,해운대구,음식료품,2727,1060
202311,해운대구,의료휄니스업,9840,1327
202312,강서구,비관광,2418,81
202312,강서구,쇼핑업,8618,2059
202312,강서구,여가서비스업,6519,964
202312,강서구,여행/숙박업,1449,351
202312,강서구,운송업,1449,141
202312,강서구,음식/주점,9116,2688
202312,강서구,음식료품,2260,817
202312,강서구,의료휄니스업,5905,941
202312,금정구,비관광,1045,33
202312,금정구,쇼핑업,6218,1659
202312,금정구,여가서비스업,4129,879
202312,금정구,여행/숙박업,1193,428
202312,금정구,운송업,601,94
202312,금정구,음식/주점,7708,2347
202312,금정구,음식료품,1902,720
202312,금정구,의료휄니스업,5067,847
202312,기장군,비관광,3779,132
202312,기장군,쇼핑업,15861,3744
202312,기장군,여가서비스업,10924,1821
202312,기장군,여행/숙박업,2311,688
202312,기장군,운송업,2899,357
202312,기장군,음식/주점,16338,4797
202312,기장군,음식료품,4050,1264
202312,기장군,의료휄니스업,10382,1799
202312,남구,비관광,1261,47
202312,남구,쇼핑업,8085,1977
202312,남구,여가서비스업,5224,1032
202312,남구,여행/숙박업,1651,595
202312,남구,운송업,964,135
202312,남구,음식/주점,8921,2675
202312,남구,음식료품,2235,792
202312,남구,의료휄니스업,6909,981
202312,동구,비관광,356,12
202312,동구,쇼핑업,3194,878
202312,동구,여가서비스업,2185,468
202312,동구,여행/숙박업,692,327
202312,동구,운송업,272,53
202312,동구,음식/주점,3921,1160
202312,동구,음식료품,928,317
202312,동구,의료휄니스업,2733,443
202312,동래구,비관광,2329,80
202312,동래구,쇼핑업,10575,2644
202312,동래구,여가서비스업,6500,1382
202312,동래구,여행/숙박업,1942,734
202312,동래구,운송업,1475,161
202312,동래구,음식/주점,12445,3659
202312,동래구,음식료품,3119,1154
202312,동래구,의료휄니스업,9222,1386
202312,부산진구,비관광,1207,43
202312,부산진구,쇼핑업,8616,2333
202312,부산진구,여가서비스업,5575,1234
202312,부산진구,여행/숙박업,1727,764
202312,부산진구,운송업,906,135
202312,부산진구,음식/주점,10510,3114
202312,부산진구,음식료품,2412,938
202312,부산진구,의료휄니스업,7223,1138
202312,북구,비관광,1641,57
202312,북구,쇼핑업,9404,2475
202312,북구,여가서비스업,6889,1420
202312,북구,여행/숙박업,1642,702
202312,북구,운송업,1214,169
202312,북구,음식/주점,11560,3385
202312,북구,음식료품,3030,1158
202312,북구,의료휄니스업,7604,1304
202312,사상구,비관광,1003,36
202312,사상구,쇼핑업,7514,2179
202312,사상구,여가서비스업,5662,1163
202312,사상구,여행/숙박업,1415,712
202312,사상구,운송업,1234,134
202312,사상구,음식/주점,9818,2771
202312,사상구,음식료품,2519,886
202312,사상구,의료휄니스업,6321,1124
202312,사하구,비관광,1348,43
202312,사하구,쇼핑업,8332,2343
202312,사하구,여가서비스업,5872,1216
202312,사하구,여행/숙박업,1622,741
202312,사하구,운송업,1187,137
202312,사하구,음식/주점,10334,2982
202312,사하구,음식료품,2607,882
202312,사하구,의료휄니스업,7262,1260
202312,서구,비관광,481,16
202312,서구,쇼핑업,3468,895
202312,서구,여가서비스업,2236,491
202312,서구,여행/숙박업,780,376
202312,서구,운송업,359,46
202312,서구,음식/주점,4311,1226
202312,서구,음식료품,1078,341
202312,서구,의료휄니스업,3424,499
202312,수영구,비관광,1332,45
202312,수영구,쇼핑업,9581,2345
202312,수영구,여가서비스업,5564,1148
202312,수영구,여행/숙박업,1794,661
202312,수영구,운송업,1020,131
202312,수영구,음식/주점,10600,3185
202312,수영구,음식료품,2547,932
202312,수영구,의료휄니스업,8226,1120
202312,연제구,비관광,1458,50
202312,연제구,쇼핑업,8366,2182
202312,연제구,여가서비스업,5216,1159
202312,연제구,여행/숙박업,1617,628
202312,연제구,운송업,703,131
202312,연제구,음식/주점,10301,3086
202312,연제구,음식료품,2645,985
202312,연제구,의료휄니스업,7508,1128
202312,영도구,비관광,502,17
202312,영도구,쇼핑업,3831,1074
202312,영도구,여가서비스업,2773,563
202312,영도구,여행/숙박업,902,468
202312,영도구,운송업,468,65
202312,영도구,음식/주점,5201,1404
202312,영도구,음식료품,1164,383
202312,영도구,의료휄니스업,3735,634
202312,중구,비관광,150,6
202312,중구,쇼핑업,1897,567
202312,중구,여가서비스업,1202,271
202312,중구,여행/숙박업,534,264
202312,중구,운송업,142,25
202312,중구,음식/주점,2597,749
202312,중구,음식료품,598,203
202312,중구,의료휄니스업,1738,268
202312,해운대구,비관광,2063,65
202312,해운대구,쇼핑업,12871,2660
202312,해운대구,여가서비스업,7025,1305
202312,해운대구,여행/숙박업,2541,742
202312,해운대구,운송업,1397,187
202312,해운대구,음식/주점,12286,3582
202312,해운대구,음식료품,2908,1033
202312,해운대구,의료휄니스업,9866,1293
202401,강서구,비관광,2628,82
202401,강서구,쇼핑업,8334,1984
202401,강서구,여가서비스업,6938,936
202401,강서구,여행/숙박업,1439,323
202401,강서구,운송업,1583,128
202401,강서구,음식/주점,8286,2613
202401,강서구,음식료품,2104,818
202401,강서구,의료휄니스업,6009,900
202401,금정구,비관광,1124,35
202401,금정구,쇼핑업,5974,1602
202401,금정구,여가서비스업,4407,863
202401,금정구,여행/숙박업,1211,401
202401,금정구,운송업,908,89
202401,금정구,음식/주점,6938,2256
202401,금정구,음식료품,1818,734
202401,금정구,의료휄니스업,5301,851
202401,기장군,비관광,3951,129
202401,기장군,쇼핑업,15169,3635
202401,기장군,여가서비스업,11837,1791
202401,기장군,여행/숙박업,2187,643
202401,기장군,운송업,2443,331
202401,기장군,음식/주점,15054,4652
202401,기장군,음식료품,3666,1274
202401,기장군,의료휄니스업,10538,1733
202401,남구,비관광,1306,48
202401,남구,쇼핑업,7806,1910
202401,남구,여가서비스업,5748,1017
202401,남구,여행/숙박업,1639,557
202401,남구,운송업,1086,129
202401,남구,음식/주점,8143,2603
202401,남구,음식료품,2067,796
202401,남구,의료휄니스업,7083,978
202401,동구,비관광,375,13
202401,동구,쇼핑업,3093,854
202401,동구,여가서비스업,2315,461
202401,동구,여행/숙박업,743,309
202401,동구,운송업,357,50
202401,동구,음식/주점,3646,1139
202401,동구,음식료품,852,321
202401,동구,의료휄니스업,2922,448
202401,동래구,비관광,2507,84
202401,동래구,쇼핑업,10508,2568
202401,동래구,여가서비스업,7108,1359
202401,동래구,여행/숙박업,1961,683
202401,동래구,운송업,1321,153
202401,동래구,음식/주점,11256,3568
202401,동래구,음식료품,2992,1171
202401,동래구,의료휄니스업,9550,1376
202401,부산진구,비관광,1266,43
202401,부산진구,쇼핑업,8224,2255
202401,부산진구,여가서비스업,5979,1222
202401,부산진구,여행/숙박업,1677,715
202401,부산진구,운송업,1041,124
202401,부산진구,음식/주점,9617,3035
202401,부산진구,음식료품,2346,955
202401,부산진구,의료휄니스업,7564,1144
202401,북구,비관광,1760,58
202401,북구,쇼핑업,8984,2382
202401,북구,여가서비스업,7234,1391
202401,북구,여행/숙박업,1633,640
202401,북구,운송업,1303,153
202401,북구,음식/주점,10474,3258
202401,북구,음식료품,2831,1188
202401,북구,의료휄니스업,8167,1305
202401,사상구,비관광,1071,36
202401,사상구,쇼핑업,7070,2089
202401,사상구,여가서비스업,5877,1136
202401,사상구,여행/숙박업,1375,646
202401,사상구,운송업,1035,123
202401,사상구,음식/주점,8809,2651
202401,사상구,음식료품,2282,879
202401,사상구,의료휄니스업,6532,1132
202401,사하구,비관광,1420,45
202401,사하구,쇼핑업,7908,2251
202401,사하구,여가서비스업,6100,1188
202401,사하구,여행/숙박업,1495,686
202401,사하구,운송업,1197,126
202401,사하구,음식/주점,9266,2865
202401,사하구,음식료품,2350,887
202401,사하구,의료휄니스업,7575,1240
202401,서구,비관광,536,17
202401,서구,쇼핑업,3436,874
202401,서구,여가서비스업,2385,489
202401,서구,여행/숙박업,802,353
202401,서구,운송업,363,46
202401,서구,음식/주점,3921,1192
202401,서구,음식료품,955,331
202401,서구,의료휄니스업,3643,505
202401,수영구,비관광,1424,47
202401,수영구,쇼핑업,9045,2285
202401,수영구,여가서비스업,5930,1121
202401,수영구,여행/숙박업,1886,625
202401,수영구,운송업,1075,126
202401,수영구,음식/주점,9748,3130
202401,수영구,음식료품,2376,924
202401,수영구,의료휄니스업,8415,1133
202401,연제구,비관광,1616,54
202401,연제구,쇼핑업,8089,2123
202401,연제구,여가서비스업,5845,1137
202401,연제구,여행/숙박업,1702,592
202401,연제구,운송업,721,126
202401,연제구,음식/주점,9469,3031
202401,연제구,음식료품,2552,1002
202401,연제구,의료휄니스업,7443,1124
202401,영도구,비관광,554,17
202401,영도구,쇼핑업,3691,1044
202401,영도구,여가서비스업,2919,554
202401,영도구,여행/숙박업,840,445
202401,영도구,운송업,364,61
202401,영도구,음식/주점,4693,1347
202401,영도구,음식료품,1098,371
202401,영도구,의료휄니스업,4027,648
202401,중구,비관광,166,6
202401,중구,쇼핑업,1855,554
202401,중구,여가서비스업,1207,269
202401,중구,여행/숙박업,505,251
202401,중구,운송업,148,23
202401,중구,음식/주점,2374,721
202401,중구,음식료품,516,194
202401,중구,의료휄니스업,1700,267
202401,해운대구,비관광,2272,70
202401,해운대구,쇼핑업,12239,2582
202401,해운대구,여가서비스업,7891,1274
202401,해운대구,여행/숙박업,2711,705
202401,해운대구,운송업,1451,178
202401,해운대구,음식/주점,11268,3518
202401,해운대구,음식료품,2737,1032
202401,해운대구,의료휄니스업,10214,1282
202402,강서구,비관광,2760,84
202402,강서구,쇼핑업,8569,2040
202402,강서구,여가서비스업,6415,965
202402,강서구,여행/숙박업,1431,344
202402,강서구,운송업,1374,130
202402,강서구,음식/주점,8651,2700
202402,강서구,음식료품,2328,826
202402,강서구,의료휄니스업,5913,856
202402,금정구,비관광,1198,35
202402,금정구,쇼핑업,5932,1593
202402,금정구,여가서비스업,3942,876
202402,금정구,여행/숙박업,1098,407
202402,금정구,운송업,609,88
202402,금정구,음식/주점,6947,2226
202402,금정구,음식료품,2078,739
202402,금정구,의료휄니스업,5062,800
202402,기장군,비관광,4217,141
202402,기장군,쇼핑업,15401,3694
202402,기장군,여가서비스업,10644,1818
202402,기장군,여행/숙박업,2107,662
202402,기장군,운송업,2073,332
202402,기장군,음식/주점,15580,4720
202402,기장군,음식료품,4159,1307
202402,기장군,의료휄니스업,10033,1655
202402,남구,비관광,1444,49
202402,남구,쇼핑업,7881,1926
202402,남구,여가서비스업,5213,1043
202402,남구,여행/숙박업,1552,565
202402,남구,운송업,837,127
202402,남구,음식/주점,8140,2593
202402,남구,음식료품,2296,792
202402,남구,의료휄니스업,6888,924
202402,동구,비관광,410,13
202402,동구,쇼핑업,3098,864
202402,동구,여가서비스업,2100,475
202402,동구,여행/숙박업,718,316
202402,동구,운송업,265,49
202402,동구,음식/주점,3664,1149
202402,동구,음식료품,982,329
202402,동구,의료휄니스업,2589,418
202402,동래구,비관광,2637,80
202402,동래구,쇼핑업,10278,2582
202402,동래구,여가서비스업,6415,1397
202402,동래구,여행/숙박업,1885,693
202402,동래구,운송업,961,153
202402,동래구,음식/주점,11421,3589
202402,동래구,음식료품,3394,1196
202402,동래구,의료휄니스업,8692,1291
202402,부산진구,비관광,1399,43
202402,부산진구,쇼핑업,8313,2287
202402,부산진구,여가서비스업,5478,1261
202402,부산진구,여행/숙박업,1602,731
202402,부산진구,운송업,743,128
202402,부산진구,음식/주점,9625,3040
202402,부산진구,음식료품,2636,970
202402,부산진구,의료휄니스업,7156,1068
202402,북구,비관광,1865,60
202402,북구,쇼핑업,9012,2394
202402,북구,여가서비스업,6616,1419
202402,북구,여행/숙박업,1524,652
202402,북구,운송업,1094,153
202402,북구,음식/주점,10560,3275
202402,북구,음식료품,3206,1196
202402,북구,의료휄니스업,7919,1212
202402,사상구,비관광,1150,36
202402,사상구,쇼핑업,7220,2110
202402,사상구,여가서비스업,5359,1160
202402,사상구,여행/숙박업,1325,665
202402,사상구,운송업,996,121
202402,사상구,음식/주점,8845,2660
202402,사상구,음식료품,2678,888
202402,사상구,의료휄니스업,6115,1050
202402,사하구,비관광,1531,45
202402,사하구,쇼핑업,8011,2284
202402,사하구,여가서비스업,5636,1216
202402,사하구,여행/숙박업,1551,718
202402,사하구,운송업,871,125
202402,사하구,음식/주점,9489,2901
202402,사하구,음식료품,2741,906
202402,사하구,의료휄니스업,7024,1179
202402,서구,비관광,595,17
202402,서구,쇼핑업,3434,887
202402,서구,여가서비스업,2219,501
202402,서구,여행/숙박업,756,376
202402,서구,운송업,282,45
202402,서구,음식/주점,4038,1207
202402,서구,음식료품,1113,344
202402,서구,의료휄니스업,3294,474
202402,수영구,비관광,1498,46
202402,수영구,쇼핑업,9132,2304
202402,수영구,여가서비스업,5464,1161
202402,수영구,여행/숙박업,1738,636
202402,수영구,운송업,826,126
202402,수영구,음식/주점,9788,3127
202402,수영구,음식료품,2714,943
202402,수영구,의료휄니스업,8149,1057
202402,연제구,비관광,1811,56
202402,연제구,쇼핑업,8457,2200
202402,연제구,여가서비스업,5439,1197
202402,연제구,여행/숙박업,1581,604
202402,연제구,운송업,903,132
202402,연제구,음식/주점,9697,3078
202402,연제구,음식료품,2914,1034
202402,연제구,의료휄니스업,7115,1080
202402,영도구,비관광,592,17
202402,영도구,쇼핑업,3757,1053
202402,영도구,여가서비스업,2713,573
202402,영도구,여행/숙박업,849,465
202402,영도구,운송업,416,62
202402,영도구,음식/주점,4809,1359
202402,영도구,음식료품,1315,387
202402,영도구,의료휄니스업,3716,607
202402,중구,비관광,169,6
202402,중구,쇼핑업,1826,551
202402,중구,여가서비스업,1181,273
202402,중구,여행/숙박업,492,258
202402,중구,운송업,155,22
202402,중구,음식/주점,2402,723
202402,중구,음식료품,600,196
202402,중구,의료휄니스업,1643,251
202402,해운대구,비관광,2413,68
202402,해운대구,쇼핑업,12268,2580
202402,해운대구,여가서비스업,6725,1299
202402,해운대구,여행/숙박업,2634,702
202402,해운대구,운송업,1094,177
202402,해운대구,음식/주점,11243,3476
202402,해운대구,음식료품,3061,1047
202402,해운대구,의료휄니스업,10120,1193
202403,강서구,비관광,2399,80
202403,강서구,쇼핑업,8240,2102
202403,강서구,여가서비스업,6295,971
202403,강서구,여행/숙박업,1301,341
202403,강서구,운송업,1604,140
202403,강서구,음식/주점,8891,2864
202403,강서구,음식료품,2139,885
202403,강서구,의료휄니스업,5888,864
202403,금정구,비관광,1084,36
202403,금정구,쇼핑업,5859,1653
202403,금정구,여가서비스업,4027,870
202403,금정구,여행/숙박업,1066,405
202403,금정구,운송업,602,94
202403,금정구,음식/주점,7125,2407
202403,금정구,음식료품,1691,764
202403,금정구,의료휄니스업,4766,805
202403,기장군,비관광,3515,126
202403,기장군,쇼핑업,15055,3813
202403,기장군,여가서비스업,10630,1829
202403,기장군,여행/숙박업,1995,662
202403,기장군,운송업,2608,342
202403,기장군,음식/주점,15693,5028
202403,기장군,음식료품,3669,1349
202403,기장군,의료휄니스업,9803,1685
202403,남구,비관광,1357,53
202403,남구,쇼핑업,7594,2000
202403,남구,여가서비스업,5134,1030
202403,남구,여행/숙박업,1492,567
202403,남구,운송업,1044,134
202403,남구,음식/주점,8417,2810
202403,남구,음식료품,1945,834
202403,남구,의료휄니스업,6434,932
202403,동구,비관광,359,13
202403,동구,쇼핑업,3110,891
202403,동구,여가서비스업,2074,468
202403,동구,여행/숙박업,673,314
202403,동구,운송업,372,53
202403,동구,음식/주점,3763,1234
202403,동구,음식료품,827,341
202403,동구,의료휄니스업,2664,428
202403,동래구,비관광,2474,90
202403,동래구,쇼핑업,10272,2664
202403,동래구,여가서비스업,6381,1388
202403,동래구,여행/숙박업,1717,690
202403,동래구,운송업,999,158
202403,동래구,음식/주점,11619,3852
202403,동래구,음식료품,2812,1245
202403,동래구,의료휄니스업,8614,1299
202403,부산진구,비관광,1289,47
202403,부산진구,쇼핑업,8147,2360
202403,부산진구,여가서비스업,5462,1246
202403,부산진구,여행/숙박업,1574,738
202403,부산진구,운송업,752,136
202403,부산진구,음식/주점,9962,3287
202403,부산진구,음식료품,2177,1014
202403,부산진구,의료휄니스업,6811,1091
202403,북구,비관광,1567,59
202403,북구,쇼핑업,8780,2460
202403,북구,여가서비스업,6572,1408
202403,북구,여행/숙박업,1478,656
202403,북구,운송업,1469,160
202403,북구,음식/주점,10769,3522
202403,북구,음식료품,2725,1299
202403,북구,의료휄니스업,7312,1216
202403,사상구,비관광,1002,37
202403,사상구,쇼핑업,7013,2173
202403,사상구,여가서비스업,5378,1151
202403,사상구,여행/숙박업,1271,671
202403,사상구,운송업,906,130
202403,사상구,음식/주점,9173,2870
202403,사상구,음식료품,2230,928
202403,사상구,의료휄니스업,5944,1071
202403,사하구,비관광,1276,44
202403,사하구,쇼핑업,7851,2349
202403,사하구,여가서비스업,5609,1204
202403,사하구,여행/숙박업,1478,715
202403,사하구,운송업,909,132
202403,사하구,음식/주점,9792,3136
202403,사하구,음식료품,2326,955
202403,사하구,의료휄니스업,6822,1185
202403,서구,비관광,592,17
202403,서구,쇼핑업,3337,918
202403,서구,여가서비스업,2145,493
202403,서구,여행/숙박업,726,373
202403,서구,운송업,246,47
202403,서구,음식/주점,4164,1305
202403,서구,음식료품,940,353
202403,서구,의료휄니스업,3005,478
202403,수영구,비관광,1361,47
202403,수영구,쇼핑업,9045,2376
202403,수영구,여가서비스업,5441,1151
202403,수영구,여행/숙박업,1653,643
202403,수영구,운송업,851,132
202403,수영구,음식/주점,10021,3365
202403,수영구,음식료품,2267,978
202403,수영구,의료휄니스업,7316,1074
202403,연제구,비관광,1685,60
202403,연제구,쇼핑업,8311,2282
202403,연제구,여가서비스업,5346,1188
202403,연제구,여행/숙박업,1473,612
202403,연제구,운송업,799,135
202403,연제구,음식/주점,9976,3344
202403,연제구,음식료품,2459,1069
202403,연제구,의료휄니스업,6584,1094
202403,영도구,비관광,501,17
202403,영도구,쇼핑업,3689,1080
202403,영도구,여가서비스업,2742,564
202403,영도구,여행/숙박업,816,461
202403,영도구,운송업,439,64
202403,영도구,음식/주점,4991,1470
202403,영도구,음식료품,1027,393
202403,영도구,의료휄니스업,3475,618
202403,중구,비관광,144,5
202403,중구,쇼핑업,1761,569
202403,중구,여가서비스업,1170,265
