행정구명,사업장명,도로명주소,지번주소,경도,위도
영도구,그라치에,부산광역시 영도구 청학동로 12 (청학동),,129.0615712,35.08905814
해운대구,그랜드 조선 부산,부산광역시 해운대구 해운대해변로 292 그랜드 조선 부산,,129.1631548,35.16010485
해운대구,그랜드애플,부산광역시 해운대구 센텀1로 25,,129.1320129,35.16647856
부산진구,그런고로,부산광역시 부산진구 서전로 40 (전포동),,129.0642469,35.15755886
수영구,그레이193호텔,부산광역시 수영구 광안해변로278번길 42 오션브릿지,,129.1245417,35.15401037
수영구,그린노마드,부산광역시 수영구 좌수영로 161-10 (망미동),,129.1167973,35.17841305
해운대구,그림하우스,부산광역시 해운대구 송정구덕포길 64,,129.1974682,35.1729596
기장군,그릿비 일광,부산광역시 기장군 일광읍 일광로 354,,129.2548493,35.27431598
금정구,글로컬 문화 in(人) 남산 페스티벌,부산광역시 금정구 남산로 27 (남산동),,129.0893639,35.26684152
동래구,금강만두,부산광역시 동래구 사직북로5번길 11,,129.0602739,35.19616279
동래구,금강사(부산),부산광역시 동래구 우장춘로 211 (온천동),,129.0771855,35.22500987
금정구,금강식물원,부산광역시 금정구 장전동 산 43-1,,129.0770633,35.22647637
북구,금곡동 율리 바위그늘유적,부산광역시 북구 금곡동,,129.0204259,35.25053929
수영구,금련산,부산광역시 수영구 광안동,,129.0974161,35.16022306
동래구,금문,부산광역시 동래구 온천장로119번길 57,,129.0817936,35.22188253
해운대구,금수복국 해운대본점,부산광역시 해운대구 중동1로43번길 23,,129.1645186,35.16245739
동구,금수사(부산),부산광역시 동구 망양로 533-1,,129.0296787,35.12042071
연제구,금용암(부산),부산광역시 연제구 성지곡로 111,,129.0496639,35.19160755
금정구,금정문화원,부산광역시 금정구 중앙대로1826번길 10-4 (구서동),,129.0932141,35.24732989
금정구,금정산,부산광역시 금정구 금성동,,129.0518588,35.26844898
금정구,금정산성 동문,부산광역시 금정구 장전동,,129.0642278,35.24534069
금정구,금정산성 창녕집,부산광역시 금정구 산성로 520,,129.0553258,35.2445795
금정구,금정산성마을 먹거리촌,부산광역시 금정구 금성동,,129.053823,35.25138704
부산진구,급행장,부산광역시 부산진구 서면문화로 4,,129.0580307,35.15810313
기장군,기장끝집 죽성본점,부산광역시 기장군 기장읍 기장해안로 895,,129.2435319,35.23485908
기장군,기장문화원,부산광역시 기장군 기장읍 청강로74번길 35-6,,129.2217032,35.23535028
기장군,기장붕장어축제in칠암,부산광역시 기장군 일광읍 칠암리,,129.2599954,35.29831894
기장군,기장향교,부산광역시 기장군 기장읍 차성로417번길 35,,129.2158837,35.2578421
남구,김유순대구뽈찜,부산광역시 남구 진남로 15,,129.0915367,35.13640617
동래구,깃발집 국수전골,부산광역시 동래구 온천장로107번길 10,,129.0838684,35.22047717
영도구,깡깡이 예술마을,부산광역시 영도구 대평북로 36,,129.0342207,35.0932044
기장군,꺼먹동네횟집,부산광역시 기장군 일광읍 문오성길 509,,129.2595732,35.29858835
수영구,꽃피는 4월 밀익는 5월,부산광역시 수영구 망미번영로70번길 16 (수영동),,129.1110174,35.17279968
해운대구,나가하마만게츠,부산광역시 해운대구 우동1로 57 (우동),,129.1574802,35.166729
남구,나막집,"부산광역시 남구 분포로 145 (용호동, 더블유)",,129.112585,35.13424847
사하구,낙동강문화관,부산광역시 사하구 낙동남로1233번길 1,,128.9474417,35.10828722
사하구,낙동강하구 (부산 국가지질공원),부산광역시 사하구 낙동남로 1240,,128.9460086,35.10455151
동구,남도해양열차 에스트레인(S-train),부산광역시 동구 중앙대로 206,,129.0424332,35.11527152
부산진구,남부산교회,부산광역시 부산진구 진남로 300 남부산교회,,129.0732462,35.15237627
금정구,남산시장,부산광역시 금정구 금강로 700,,129.0893221,35.26989951
동구,남선창고터,부산광역시 동구 초량로13번길 53,,129.0395112,35.1167963
부산진구,남성관,부산광역시 부산진구 백양대로136번길 51,,129.0337549,35.16223277
수영구,남천 해변시장,부산광역시 수영구 광안해변로15번길 77,,129.1090851,35.13927284
수영구,남천녹차팥빙수,부산광역시 수영구 수영로394번길 28,,129.1086712,35.14072823
수영구,남천다옴,부산광역시 수영구 수영로464번길 9 (남천동),,129.1109431,35.14737753
남구,남파랑길(부산),부산광역시 남구 용호동,,129.1212573,35.10263828
중구,남포동 지하도상가,부산광역시 중구 구덕로 지하 44,,129.0306458,35.0980149
중구,남포동건어물도매시장,부산광역시 중구 용미길8번길 4-1,,129.0345233,35.09734561
영도구,남항시장,부산광역시 영도구 절영로49번길 73-5,,129.0422784,35.08892169
강서구,낭만송백,부산광역시 강서구 맥도강변길 283,,128.9310646,35.13376463
동구,노떼 라 미아 호텔,부산광역시 동구 대영로 265,,129.0397363,35.11184686
중구,노티스,부산광역시 중구 대교로 135 (중앙동5가),,129.037409,35.10224233
강서구,녹산고향동산,부산광역시 강서구 범방4로 132,,128.8860013,35.15431705
강서구,녹산용가든,부산광역시 강서구 낙동남로682번길 94 (녹산동),,128.8935433,35.11909336
해운대구,누리마루 APEC하우스,부산광역시 해운대구 동백로 116,,129.1513116,35.15239438
수영구,누스테이 부산,부산광역시 수영구 수영로 722-1 (광안동),,129.1183891,35.16822255
금정구,늘푸른숲,부산광역시 금정구 체육공원로 270 (선동),,129.1071457,35.26613082
부산진구,늘해랑,부산광역시 부산진구 중앙대로928번길 12,,129.0716986,35.17230179
사하구,다대씨파크,부산광역시 사하구 다대동로 20 (다대동),,128.9719938,35.05515473
사하구,다대포 꿈의 낙조분수,부산광역시 사하구 몰운대1길 14 (다대동),,128.9680471,35.04639453
해운대구,다솥맛집,부산광역시 해운대구 송정광어골로 29 (송정동),,129.1979263,35.17860342
강서구,다온나루,부산광역시 강서구 범방3로46번길 21 (범방동),,128.8818019,35.14648174
부산진구,다원,부산광역시 부산진구 서면문화로 23-1,,129.0561531,35.15913631
부산진구,단아,부산광역시 부산진구 전포대로132번길 7 (전포동),,129.0666302,35.1488571
해운대구,달맞이동산,부산광역시 해운대구 달맞이길 184 (중동),,129.1821533,35.15713053
중구,대각사(부산),부산광역시 중구 광복중앙로 19 (신창동1가),,129.0307152,35.10108401
사상구,대궐안집,부산광역시 사상구 광장로 68,,128.9840593,35.16172636
중구,대동냉면밀면,부산광역시 중구 흑교로45번길 31,,129.0217354,35.10370021
기장군,대변시장,부산광역시 기장군 기장읍 대변리 444-72,,129.2306472,35.22412671
기장군,대보름,부산광역시 기장군 기장해안로 98,,129.2126498,35.18773878
수영구,대복성,부산광역시 수영구 수미로13번길 11,,129.1123144,35.17465783
남구,대연수목전시원,부산광역시 남구 신선로447번길 24 (대연동),,129.098692,35.12519645
강서구,대저캠핑장,부산광역시 강서구 체육공원로6번길 184,,128.9847746,35.20745458
강서구,대저할매국수,부산광역시 강서구 대저중앙로 337,,128.9837354,35.22135022
해운대구,대천공원,부산광역시 해운대구 장산로 331-18 (좌동),,129.1678566,35.18137755
북구,대천천,부산광역시 북구 화명동,,129.0192012,35.24222909
강서구,대항 어촌체험 휴양마을,부산광역시 강서구 가덕해안로1207번길 9-2,,128.8276908,35.01172084
기장군,더무빙 카라반,부산광역시 기장군 장안읍 해맞이로 290,,129.2701216,35.32269973
기장군,더바베큐051,부산광역시 기장군 기장읍 기장해안로 62,,129.2111306,35.18481686
부산진구,더스타뷔페,"부산광역시 부산진구 중앙대로666번길 50 (부전동, 더샵 센트럴스타)",,129.0619694,35.15213164
수영구,더웨이브,부산광역시 수영구 민락수변로 9,,129.1241834,35.15509913
수영구,더파크 게스트하우스(The Park Guesthouse),부산광역시 수영구 광남로 151,,129.1177812,35.15484348
금정구,더팜471,부산광역시 금정구 하마2길 28-17 (청룡동),,129.0768619,35.27767341
해운대구,더펫텔프리미엄스위트,부산광역시 해운대구 해운대해변로197번길 12,,129.1531419,35.15924087
기장군,덕미,부산광역시 기장군 기장읍 동암해안길 77,,129.2278093,35.19639921
남구,덕산명가 참소국밥,부산광역시 남구 유엔로 187 (대연동),,129.0968253,35.13042083
사상구,덕포시장,부산광역시 사상구 사상로285번길 8-5,,128.9821175,35.1708003
금정구,데팡스가든센터,부산광역시 금정구 중앙대로 2315 (노포동),,129.0975792,35.29081121
동래구,동래문화원,부산광역시 동래구 문화로 80 (명륜동),,129.0905625,35.2121199
동래구,동래밀면,부산광역시 동래구 명륜로 47 (수안동),,129.084169,35.19840743
동래구,동래온천길(온천천 카페거리),부산광역시 동래구 온천천로 451,,129.1024593,35.19162797
동래구,동래읍성 임진왜란 역사관,부산광역시 동래구 충렬대로 지하223 (수안동),,129.0839245,35.20187648
동래구,동래향교,부산광역시 동래구 동래로 103,,129.0841215,35.20772027
해운대구,동백공원,부산광역시 해운대구 동백로 99 (우동),,129.1523226,35.15366092
해운대구,동백섬횟집,부산광역시 해운대구 해운대해변로209번나길 17,,129.1546889,35.16042965
영도구,동삼동패총전시관,부산광역시 영도구 태종로 729,,129.0796423,35.07121603
해운대구,동서대학교 소향씨어터 신한카드홀,부산광역시 해운대구 센텀중앙로 55 (우동),,129.1276354,35.17313606
사하구,동원장수촌,"부산광역시 사하구 동매로 117 (하단동, 건우리안)",,128.970987,35.10185504
서구,두도,부산광역시 서구 암남동,,129.0148985,35.04909231
남구,듀스포레,부산광역시 남구 황령대로319번가길 193 (대연동),,129.0897782,35.15049345
기장군,디원카페,부산광역시 기장군 일광읍 일광로 326,,129.2529273,35.27244949
연제구,디저트시네마,부산광역시 연제구 쌍미천로 32-1 (연산동),,129.0905191,35.17630724
금정구,땅뫼산,부산광역시 금정구 오륜대로 260-1,,129.1174425,35.24727479
해운대구,라꽁띠,부산광역시 해운대구 청사포로 85,,129.1890109,35.16260505
동구,라메르호텔,부산광역시 동구 조방로34번길 9,,129.0623197,35.14052462
해운대구,라비드아틀란호텔2,부산광역시 해운대구 구남로 37,,129.1615188,35.16116859
수영구,러브얼스,부산광역시 수영구 광안로49번길 32-1 (광안동),,129.118606,35.15646832
수영구,레이저태그스포츠 광안점,부산광역시 수영구 광안해변로 269 (민락동),,129.1230696,35.15588235
강서구,렛츠런파크 부산경남,부산광역시 강서구 가락대로 929,,128.8819239,35.15464472
강서구,로다로지,부산광역시 강서구 명지국제12로19번길 20-10 (명지동),,128.923691,35.10628423
기장군,로아누,부산광역시 기장군 일광읍 기장대로 868-34,,129.2322429,35.27352398
강서구,록산,부산광역시 강서구 화전산업대로 272-43 (녹산동),,128.8889634,35.11136636
기장군,롯데프리미엄아울렛 동부산점,부산광역시 기장군 기장읍 기장해안로 147,,129.2127941,35.19222995
부산진구,롯데호텔 부산,부산광역시 부산진구 가야대로 772 (부전동),,129.0559892,35.15733373
부산진구,롯데호텔부산 무궁화,부산광역시 부산진구 가야대로 772,,129.0564309,35.15686435
해운대구,류센소 본점,부산광역시 해운대구 구남로8번길 62,,129.1562304,35.16162677
동래구,르쎄,부산광역시 동래구 온천천로 467-1,,129.1041675,35.19140303
금정구,리디앤폴(LIDI&PAUL),부산광역시 금정구 금샘로 219 (장전동),,129.0836872,35.24378844
기장군,리버사이드,부산광역시 기장군 일광로 582-44,,129.2596622,35.29296954
해운대구,리베로호텔,부산광역시 해운대구 구남로29번길 21,,129.1612661,35.16244899
수영구,리오네,부산광역시 수영구 구락로 36 (수영동),,129.1200611,35.17163331
기장군,마레레스토랑,부산광역시 기장군 일광읍 일광로 350,,129.2545021,35.27393824
기장군,마리솔,부산광역시 기장군 일광읍 일광로 290,,129.2488304,35.27214389
해운대구,마린시티,부산광역시 해운대구 우동,,129.1436567,35.15603272
기장군,마티에 오시리아,부산광역시 기장군 기장읍 동부산관광7로 17,,129.2145135,35.18849706
금정구,마파람해물찜해물탕 구서본점,부산광역시 금정구 금강로 418 (구서동),,129.0886118,35.24479953
기장군,마포면옥,부산광역시 기장군 월내2길 10-36 마포면옥,,129.27984,35.32849926
연제구,마하사(부산),부산광역시 연제구 봉수로 138,,129.0876863,35.1639058
기장군,만달리,부산광역시 기장군 기장읍 반송로 1392,,129.1946773,35.25344498
중구,만물의거리,부산광역시 중구 국제시장2길 20-1,,129.0286987,35.0996508
금정구,만서리 이가네 막국수,부산광역시 금정구 식물원로 27,,129.0850571,35.22445175
중구,만석미역 본점,부산광역시 중구 충장대로5번길 32-1 (중앙동4가),,129.0374533,35.10813056
기장군,만선해물탕,부산광역시 기장군 구연로 18-8,,129.1810766,35.32167041
강서구,만호갈미샤브샤브,부산광역시 강서구 르노삼성대로 602 (명지동),,128.9286019,35.10137099
해운대구,맘보식당,부산광역시 해운대구 송정광어골로 76 (송정동),,129.1960571,35.17485936
해운대구,맛소문오리불고기,부산광역시 해운대구 좌동로 109-17 (좌동),,129.1767894,35.17393688
강서구,망산도·유주암,부산광역시 강서구 송정동,,128.8209252,35.09672509
기장군,메르데쿠르,부산광역시 기장군 기장읍 기장해안로 871-1,,129.2441569,35.23311206
기장군,메밀447,부산광역시 기장군 일광읍 화용길 53-33,,129.2287847,35.28090087
기장군,메이크씨,부산광역시 기장군 일광읍 일광로 754,,129.2593618,35.30838447
금정구,명수정,부산광역시 금정구 구서로 23,,129.0885367,35.2466271
강서구,명지시장,부산광역시 강서구 신포길 13-10 (명지동),,128.9317096,35.11291975
강서구,명지첫집,부산광역시 강서구 명지국제6로232번길 18 (명지동),,128.9244746,35.09585486
동구,모닝듀 게스트 하우스(모닝듀),부산광역시 동구 초량중로21번길 5-2,,129.0364338,35.11414931
금정구,모모스커피 본점,부산광역시 금정구 오시게로 20 (부곡동),,129.086496,35.2192718
영도구,목장원,부산광역시 영도구 절영로 355,,129.0573776,35.07165723
서구,몽실종가돼지국밥,부산광역시 서구 까치고개로197번길 3 (아미동2가),,129.0173664,35.10016164
영도구,몽작,부산광역시 영도구 남항서로 36,,129.0361429,35.08484148
동구,묘심사(부산),부산광역시 동구 망양로 671,,129.0395054,35.12676185
기장군,무진장횟집,부산광역시 기장군 기장읍 연화1길 137,,129.2261339,35.2171163
해운대구,문탠로드,부산광역시 해운대구 달맞이길 120,,129.1756011,35.15749704
해운대구,문토스트,부산광역시 해운대구 송정해변로 16 (송정동),,129.2043979,35.18094772
남구,문화쌈밥,부산광역시 남구 유엔평화로 72,,129.0931951,35.12875706
중구,물꽁식당,부산광역시 중구 흑교로59번길 3,,129.0244018,35.10451684
강서구,물빛색스튜디오,부산광역시 강서구 체육공원로6번길 139-28 (대저1동),,128.9797833,35.20937372
기장군,미동암소정,부산광역시 기장군 철마면 미동길 19,,129.1706423,35.28833506
금정구,미륵사(부산),부산광역시 금정구 북문로 126,,129.0489255,35.27400663
동래구,미미루,부산광역시 동래구 온천장로 91-1 (온천동),,129.0829796,35.21953282
중구,미술의거리,부산광역시 중구 신창동4가,,129.0279266,35.10063956
기장군,미청식당,부산광역시 기장군 일광면 기장해안로 1303,,129.2331904,35.26031159
해운대구,미포정거장,부산광역시 해운대구 달맞이길62번길 13 (중동),,129.1728513,35.15819691
해운대구,미포항,부산광역시 해운대구 중동,,129.1717292,35.15803857
수영구,민락스테이,부산광역시 수영구 민락본동로 28 (민락동),,129.1288384,35.15924875
중구,민주공원,부산광역시 중구 민주공원길 19,,129.0281096,35.10938025
수영구,바로해장,"부산광역시 수영구 광남로94번길 2 (광안동, 광일)",,129.1146788,35.15014673
강서구,박가네순두부,부산광역시 강서구 신호산단1로98번길 91 (신호동),,128.8762264,35.08082788
기장군,박태준기념관,부산광역시 기장군 임랑해안길 1 박태준기념관,,129.2612503,35.3169141
동래구,박해윤통영해물밥상,부산광역시 동래구 연안로 38,,129.1082532,35.19116146
해운대구,반송187,부산광역시 해운대구 신반송로182번길 2-15 (반송동),,129.1608948,35.22913874
해운대구,반송3동골목시장,부산광역시 해운대구 아랫반송로39번길 18-12 신발집,,129.150382,35.22404467
해운대구,반송공원,부산광역시 해운대구 반송순환로 100-53 (반송동),,117.9925663,19.69442748
해운대구,반여도서관,부산광역시 해운대구 재반로282번길 38,,129.1338451,35.20203572
기장군,밤나무집,부산광역시 기장군 철마면 개좌로 763-25,,129.1487003,35.26901738
사하구,방가방가게스트하우스(풍경집),부산광역시 사하구 감내1로224번길 7,,129.0097699,35.09708407
강서구,방코,부산광역시 강서구 새진목길 51 (명지동),,128.9222826,35.11549984
동래구,배종관동래삼계탕,부산광역시 동래구 동래로116번길 39 (복천동),,129.0847771,35.20529833
사상구,백양산 웰빙숲,부산광역시 사상구 모라동,,129.0093259,35.18493811
금정구,범어사 성보박물관,부산광역시 금정구 범어사로 250,,129.0681153,35.28397532
동구,범일 이중섭거리,부산광역시 동구 범일동,,129.0521956,35.14033279
동래구,법륜사(부산),부산광역시 동래구 동래로 160 (칠산동),,129.0879435,35.20362358
부산진구,베를리너 하우스,부산광역시 부산진구 전포대로224번길 26 (전포동),,129.0669383,35.15646458
해운대구,베이몬드호텔,부산광역시 해운대구 해운대해변로209번가길 27,,129.1567804,35.15959923
영도구,베이하운드호텔,부산광역시 영도구 태종로65번길 11 (대교동1가),,129.0384647,35.09318226
강서구,벨렘351,부산광역시 강서구 대저로299번길 6 (대저1동),,128.9845551,35.21150968
동구,보광사(부산),부산광역시 동구 범상로1번길 35,,129.0468822,35.14088263
강서구,보람공원,부산광역시 강서구 녹산산단262로14번길 20,,128.843243,35.0881459
사하구,보리에 브레드 팩토리,부산광역시 사하구 다송로72번길 50 (다대동),,128.9816844,35.06096259
사하구,복성반점,부산광역시 사하구 하신중앙로 289 (하단동),,128.9624794,35.10367691
기장군,본가딸부자전복죽집,부산광역시 기장군 기장읍 연화2길 14-1,,129.226045,35.2175468
금정구,부곡상가시장,부산광역시 금정구 부곡로 107,,129.0914815,35.22552119
강서구,부산 강서문화원,부산광역시 강서구 낙동북로 477 강서구청,,128.9805054,35.21132351
동구,부산 동구도서관,부산광역시 동구 성북로36번길 54,,129.0524429,35.1380886
사상구,부산 르네시떼,부산광역시 사상구 광장로 7,,128.9776598,35.16385378
동래구,부산 복천동 고분군,부산광역시 동래구 복천로 66,,129.0906821,35.20687327
서구,부산 서구 의료관광축제,부산광역시 서구 송도해변로 36 (암남동),,129.0174755,35.07275638
연제구,부산 센트럴호텔,부산광역시 연제구 중앙대로 1122,,129.0815723,35.1877669
서구,부산 송도해상케이블카,부산광역시 서구 송도해변로 171,,129.0234248,35.07668105
서구,부산 송도해수욕장,부산광역시 서구 송도해변로 100,,129.0164588,35.07392567
사상구,부산 엄궁농산물도매시장,부산광역시 사상구 농산물시장로9번길 11 (엄궁동),,128.9643091,35.12871858
해운대구,부산 영화의 거리,"부산광역시 해운대구 마린시티1로 91 (우동, 마린시티두산위브포세이돈)",,129.1444372,35.15494952
해운대구,부산 영화의 전당,부산광역시 해운대구 수영강변대로 120,,129.1270577,35.17079465
중구,부산 자갈치 양곱창 골목,부산광역시 중구 구덕로 73,,129.0277461,35.0973677
중구,부산 자갈치시장,부산광역시 중구 자갈치해안로 52,,129.0306042,35.09665117
동구,부산 자유도매시장,부산광역시 동구 조방로 48,,129.0611337,35.14104398
서구,부산 중앙공원,부산광역시 서구 망양로193번길 187 (동대신동2가),,129.027954,35.11214383
부산진구,부산 중앙시장,부산광역시 부산진구 중앙번영로20번길 34-3,,129.0611197,35.14341038
연제구,부산 카페 라운지,부산광역시 연제구 중앙대로1056번길 13 (연산동),,129.0796893,35.18257301
서구,부산고등어축제,부산광역시 서구 송도해변로 100 (암남동),,129.0180753,35.07685871
해운대구,부산광안대교,부산광역시 해운대구 수영강변대로 203,,129.1270084,35.14499476
기장군,부산광역시 기장도서관,부산광역시 기장군 기장읍 차성동로126번길 13-5,,129.217281,35.2497097
영도구,부산광역시 영도도서관,부산광역시 영도구 함지로79번길 6,,129.0660434,35.07550141
금정구,부산광역시교육청학생인성교육원,부산광역시 금정구 북문로 178,,129.0456984,35.26061085
동래구,부산광역시립 명장도서관,부산광역시 동래구 명안로46번길 35,,129.1065698,35.20087146
부산진구,부산광역시립 시민도서관,부산광역시 부산진구 월드컵대로 462 (초읍동),,129.0503002,35.18288354
연제구,부산광역시립 연산도서관,부산광역시 연제구 고분로191번길 16 부산광역시립연산도서관,,129.1040121,35.18610917
중구,부산광역시립 중앙도서관,부산광역시 중구 망양로193번길 146,,129.0269458,35.10999405
해운대구,부산국제아동도서전,부산광역시 해운대구 APEC로 55 (우동),,129.1355209,35.16874503
중구,부산근현대역사관 별관,부산광역시 중구 대청로 104,,129.0312012,35.10268384
중구,부산근현대역사관 본관,부산광역시 중구 대청로 112 (대청동1가),,129.03219,35.10276162
해운대구,부산글로벌웹툰페스티벌,부산광역시 해운대구 수영강변대로 140 (우동),,129.1256078,35.17275273
북구,부산기후변화체험교육관,부산광역시 북구 학사로 118 (화명동),,129.0081636,35.23295493
영도구,부산대교,부산광역시 영도구 봉래나루로 79 (봉래동1가),,129.0388147,35.09457655
금정구,부산대학교 박물관,부산광역시 금정구 부산대학로63번길 2,,129.0798601,35.23339232
남구,부산동명불원,부산광역시 남구 동명로 57 (용당동),,129.1038167,35.11896946
중구,부산명물횟집,부산광역시 중구 자갈치해안로 55,,129.0311458,35.0971289
남구,부산문화회관,부산광역시 남구 유엔평화로76번길 1 부산문화회관,,129.0937451,35.1285071
사상구,부산새벽시장,부산광역시 사상구 새벽로 141 (감전동),,128.9826013,35.15378
해운대구,부산수제맥주마스터스챌린지,부산광역시 해운대구 APEC로 55 (우동),,129.1355209,35.16874503
해운대구,부산시립미술관,부산광역시 해운대구 APEC로 58,,129.1370458,35.16669807
중구,부산영화체험박물관,부산광역시 중구 대청로126번길 12,,129.0336899,35.10175899
해운대구,부산영화촬영스튜디오,부산광역시 해운대구 해운대해변로 52,,129.1380958,35.162518
해운대구,부산요트투어 3355마린,부산광역시 해운대구 해운대해변로 84,,129.1419845,35.15984059
부산진구,부산전자종합시장,부산광역시 부산진구 부전로 196 (부전동),,129.0624413,35.16376368
사상구,부산점자도서관,부산광역시 사상구 덕상로72번길 9,,128.9898028,35.17813018
기장군,부산조개창고,부산광역시 기장군 정관읍 구연3로 17,,129.181571,35.32144266
부산진구,부산종합민속예술제,부산광역시 부산진구 시민공원로 73 (범전동),,129.0572361,35.16544951
중구,부산중구반려동물축제,부산광역시 중구 용두산길 37-30 (광복동2가),,129.0323595,35.10119513
부산진구,부산진 별빛산책길,부산광역시 부산진구 범전동,,129.0546281,35.16403851
동구,부산진시장,부산광역시 동구 진시장로 24,,129.0587979,35.1361806
중구,부산항힐링야영장,부산광역시 중구 이순신대로 72 (중앙동4가),,129.0440917,35.10578373
수영구,부센동,"부산광역시 수영구 수영로588번길 7 (광안동, 광안 협성엠파이어Ⅱ)",,129.1136786,35.15839023
해운대구,부우사안,부산광역시 해운대구 해운대해변로209번나길 16 동성장,,129.1545195,35.16017412
사상구,부전돼지국밥,부산광역시 사상구 사상로 214,,128.983937,35.16423441
부산진구,부전마켓타운,부산광역시 부산진구 중앙대로755번길 21,,129.0614025,35.16246103
중구,부평깡통시장,부산광역시 중구 부평1길 48,,129.0260517,35.1015922
중구,부평동한복거리,부산광역시 중구 부평2길 44,,129.0265905,35.10145056
북구,북구문화예술회관 공연장,부산광역시 북구 금곡대로46번길 50,,129.0057671,35.21345152
금정구,북맛골,부산광역시 금정구 장전동,,129.0825597,35.23699196
수영구,분홍이네,"부산광역시 수영구 광안로45번길 2 (광안동, 광안비취빌리지)",,129.1173728,35.15542119
부산진구,불끈낙지,부산광역시 부산진구 가야대로410번길 4 하이마트개금점,,129.0176039,35.15167532
부산진구,브라운도트 호텔 서면역점 비즈니스,부산광역시 부산진구 가야대로756번길 16 (부전동),,129.0540422,35.15663933
부산진구,브라운도트호텔 서면범천점,부산광역시 부산진구 황령대로7번길 20-11 (범천동),,129.0606113,35.14851258
해운대구,브라운도트호텔 송정점,부산광역시 해운대구 송정광어골로 30 (송정동),,129.1973403,35.17879783
기장군,브라운도트호텔 정관점,부산광역시 기장군 정관읍 산단1로 98-31,,129.1817795,35.3161516
기장군,브라운피크닉,부산광역시 기장군 철마면 개좌로 763-25,,129.1487059,35.26916458
기장군,브레이크인커피,부산광역시 기장군 병산로 117,,129.1778264,35.34083764
중구,브로시스 호텔,부산광역시 중구 구덕로48번길 4,,129.0309291,35.09864539
강서구,브리타니,부산광역시 강서구 가덕해안로 663 (천성동),,128.812872,35.03758157
해운대구,블루스토리 호텔,부산광역시 해운대구 해운대해변로237번길 11 (우동),,129.1575109,35.15994643
사상구,비상(VSANT),부산광역시 사상구 강변대로 420-7 (엄궁동),,128.9621706,35.12268588
수영구,비스포레,부산광역시 수영구 민락수변로239번길 4 (민락동),,129.1287022,35.16368436
영도구,비치모텔,부산광역시 영도구 하리해안길 10-9 비치모텔,,129.0813283,35.06924406
해운대구,사마정,"부산광역시 해운대구 마린시티3로 46 (우동, 우신골든메르시아)",,129.1453482,35.15514118
부산진구,사미헌,부산광역시 부산진구 서면문화로 19,,129.0566864,35.15899745
해운대구,사비아,부산광역시 해운대구 달맞이길117번라길 100,,129.1827142,35.16230218
사상구,사상강변축제,부산광역시 사상구 삼락동,,128.9735267,35.16893924
사상구,사상근린공원,부산광역시 사상구 가야대로 35,,128.976874,35.15219951
사상구,사상문화원,부산광역시 사상구 가야대로196번길 51,,128.9948587,35.14763091
사상구,사천게장집,부산광역시 사상구 낙동대로1518번길 27 (삼락동),,128.9855944,35.19353115
금정구,산성청송가든,부산광역시 금정구 산성로 516,,129.0552286,35.24484058
사상구,삼락강변체육공원인라인스케이트장,부산광역시 사상구 삼락동,,128.9717798,35.16126229
사상구,삼락수상레포츠타운,부산광역시 사상구 삼락동 29-21,,128.9682187,35.17289704
수영구,삼익비치수변공원,부산광역시 수영구 남천동,,129.1169287,35.14623888
영도구,삼진어묵 체험·역사과학관,부산광역시 영도구 절영로7번길 41-1 (봉래동2가),,129.0427255,35.09281015
해운대구,상국이네,부산광역시 해운대구 구남로41번길 40-1,,129.1629548,35.16200741
중구,색채마을,부산광역시 중구 망양로 327-1 (대청동4가),,129.0294707,35.10703332
수영구,샌드스테이,"부산광역시 수영구 광안해변로279번길 29 (민락동, 유정)",,129.1253527,35.15691284
해운대구,샤브막심 송정본점,부산광역시 해운대구 송정구덕포길 104,,129.1974932,35.17122924
해운대구,샤브야 본점,부산광역시 해운대구 달맞이길 193 부광가든,,129.1823171,35.15818042
서구,서대시장족발,부산광역시 서구 대영로 43-2,,129.016319,35.109705
금정구,서동미로시장,부산광역시 금정구 서동로141번길 16 (서동),,129.1024697,35.21590858
금정구,서울깍두기,부산광역시 금정구 장전온천천로 75,,129.0887066,35.23175377
수영구,서프마린,부산광역시 수영구 광안해변로 125 (남천동),,129.1145761,35.14611662
부산진구,선암사(부산),부산광역시 부산진구 백양산로 138,,129.0275329,35.1768588
강서구,선창갈미조개,부산광역시 강서구 르노삼성대로 602 (명지동),,128.9286019,35.10137099
해운대구,선창횟집,부산광역시 해운대구 달맞이길62번길 67,,129.1738429,35.15689151
남구,성암사(부산),부산광역시 남구 진남로210번길 58-15,,129.0800958,35.14567992
중구,성일집,부산광역시 중구 대교로 103,,129.0375008,35.09942876
강서구,세븐아일랜드,부산광역시 강서구 가덕해안로 560 (천성동),,128.8072473,35.04514173
해운대구,센텀시티 아이스링크,부산광역시 해운대구 센텀남대로 35,,129.129552,35.16885602
해운대구,소공간,부산광역시 해운대구 해운대해변로298번길 47,,129.1674017,35.16172974
기장군,소두방공원,부산광역시 기장군 정관읍 방곡리,,129.1843289,35.32913907
동구,소림사(부산),부산광역시 동구 초량상로65번길 7 (초량동),,129.0373336,35.11773782
동래구,소문난원조조방낙지본점,부산광역시 동래구 명륜로94번길 37 (명륜동),,129.0839355,35.20403457
해운대구,속시원한 대구탕,부산광역시 해운대구 달맞이길 229,,129.1841197,35.16101902
해운대구,속씨원한대구탕미포본점,부산광역시 해운대구 달맞이길62번길 28 (중동),,129.1706181,35.15890512
