행정구명,사업장명,도로명주소,지번주소,경도,위도
해운대구,솔내음한정식,부산광역시 해운대구 달맞이길117번길 17-11 (중동),,129.1750177,35.15862468
서구,송도 구름산책로,부산광역시 서구 암남동 129-4,,129.0224999,35.07536451
서구,송도마을,부산광역시 서구 충무대로 47 (암남동),,129.0178503,35.0789057
서구,송도반도 (부산 국가지질공원),부산광역시 서구 암남동,,129.0195116,35.06596551
서구,송도해안볼레길,부산광역시 서구 암남동 산123-18,,129.0189477,35.06722369
수영구,송원일식,부산광역시 수영구 남천동로9번길 41 인재빌딩,,129.1108265,35.14466116
해운대구,송정담다펜션,부산광역시 해운대구 송정중앙로6번길 126 (송정동),,129.1981457,35.17877285
해운대구,송정물총칼국수,부산광역시 해운대구 송정중앙로6번길 184 명신횟집,,129.196657,35.17637587
해운대구,송정서핑학교,부산광역시 해운대구 송정해변로 34-8 (송정동),,129.2024953,35.18102268
기장군,송정전통재래시장,부산광역시 기장군 철마면 두송길 7-31,,129.1116442,35.30479879
해운대구,송정집,부산광역시 해운대구 송정광어골로 59 (송정동),,129.1963682,35.17621199
기장군,송정해녀집,부산광역시 기장군 공수해안길 57-2,,129.2133498,35.18605009
부산진구,솥이랑 서면점,부산광역시 부산진구 중앙대로 672 (부전동),,129.0596335,35.15304539
영도구,수리조선소길,부산광역시 영도구 대평로 42,,129.0334902,35.09237948
해운대구,수민이네,부산광역시 해운대구 청사포로58번길 118,,129.1909969,35.16062753
수영구,수변최고돼지국밥 민락본점,부산광역시 수영구 광안해변로370번길 9-32,,129.134313,35.15678524
연제구,수복돼지국밥,부산광역시 연제구 고분로 41-1 (연산동),,129.0869385,35.18593665
동래구,수안커피컴퍼니 커피하우스,부산광역시 동래구 충렬대로256번길 32 (수안동),,129.0867104,35.19985176
수영구,수영 돼지국밥,부산광역시 수영구 무학로 6 (광안동),,129.1144674,35.16178709
수영구,수영팔도시장,부산광역시 수영구 수영동,,129.1174085,35.17023898
해운대구,수월경화,부산광역시 해운대구 송정중앙로6번길 188,,129.1966015,35.17615089
해운대구,스노잉클라우드,부산광역시 해운대구 달맞이길117번가길 120-30 (중동),,129.1816866,35.15730828
동구,스완양분식,부산광역시 동구 중앙대로236번길 7-5 (초량동),,129.0423832,35.11810731
부산진구,스페이스앤무드,부산광역시 부산진구 새싹로 22-1 (부전동),,129.0577307,35.15991125
금정구,스포원파크,부산광역시 금정구 체육공원로399번길 324,,129.1070701,35.28916157
사하구,승학산,부산광역시 사하구 하단동,,128.9851267,35.13103815
해운대구,시그니엘 부산,부산광역시 해운대구 달맞이길 30,,129.1684044,35.16110205
강서구,시즌 조개구이,부산광역시 강서구 신호산단4로64번길 8 (신호동),,128.879676,35.08509969
동래구,신가네 호떡 김밥 떡볶이,부산광역시 동래구 충렬대로249번길 61 (복천동),,129.0867797,35.20410128
영도구,신기숲,부산광역시 영도구 와치로 65 산새소리유치원,,129.0603019,35.08688892
중구,신동아 수산물시장,부산광역시 중구 자갈치로 42,,129.0290793,35.09685112
북구,신라농원,부산광역시 북구 기찰로 7 (덕천동),,129.0059921,35.21171283
강서구,신라스테이 서부산,부산광역시 강서구 명지국제7로 38,,128.9052901,35.09670441
동구,신발원,부산광역시 동구 대영로243번길 62 (초량동),,129.0387364,35.11484928
해운대구,신세계백화점 센텀시티점,부산광역시 해운대구 센텀남대로 35,,129.1297408,35.16878659
기장군,신세계사이먼 부산 프리미엄 아울렛,부산광역시 기장군 정관로 1133 부산프리미엄아울렛,,129.2349941,35.32385172
수영구,신센,부산광역시 수영구 남천동로108번길 49,,129.1135956,35.14688041
서구,신창국밥 본점,부산광역시 서구 보수대로 53 (토성동1가),,129.0225826,35.10096443
사하구,신평종합시장,부산광역시 사하구 신평동,,128.9753647,35.09194234
동구,싱글싱글,부산광역시 동구 초량중로 18-1,,129.0368393,35.11374659
해운대구,싱싱뽈락회 해운대본점,부산광역시 해운대구 해운대해변로209번나길 64 (우동),,129.1571359,35.15971033
남구,쌍둥이돼지국밥 본점,부산광역시 남구 유엔평화로 35-1 (대연동),,129.092334,35.13180948
해운대구,씨라이프부산아쿠아리움,부산광역시 해운대구 해운대해변로 266,,129.1610328,35.15919658
기장군,아난티 앳 부산 빌라쥬,부산광역시 기장군 기장읍 기장해안로 267-7,,129.2228402,35.19940155
기장군,아난티 앳 부산 코브,부산광역시 기장군 기장읍 기장해안로 268-32,,129.2283259,35.19799348
기장군,아데초이,부산광역시 기장군 일광읍 문오성길 162-1,,129.2582292,35.28649246
해운대구,아델라7,부산광역시 해운대구 좌동로 111,,129.1768644,35.17342305
중구,아리랑거리,부산광역시 중구 광복로35번길 11 (신창동3가),,129.0287932,35.10028128
해운대구,아미산,부산광역시 해운대구 해운대해변로 154,,129.1485451,35.15813535
동구,아스티호텔 부산,부산광역시 동구 중앙대로214번길 7-8 (초량동),,129.0418305,35.11650193
기장군,아시아드 컨트리클럽,부산광역시 기장군 일광면 차양길 26,,129.2401863,35.28722815
부산진구,아시오,부산광역시 부산진구 초읍동,,129.0492419,35.18222804
중구,아이하시 (수제젓가락공예),부산광역시 중구 국제시장2길 33,,129.0283126,35.10240048
기장군,아홉산숲,부산광역시 기장군 철마면 미동길 37-1,,129.1715589,35.28714077
기장군,안데르센 동화마을,부산광역시 기장군 장안읍 장안로 211,,129.2399149,35.36011997
기장군,안적사(부산),부산광역시 기장군 기장읍 내리길 461-16,,129.1698889,35.21427668
서구,암남길 벗과벗,부산광역시 서구 송도해변로 27 (암남동),,129.0172311,35.07164539
강서구,앙로고택,부산광역시 강서구 식만로 122 (식만동),,128.9066204,35.20525061
부산진구,야스마루,부산광역시 부산진구 중앙대로756번길 24 (부전동),,129.0619942,35.15932251
사상구,약수암(부산),부산광역시 사상구 백양대로804번길 42-57 약수암,,128.9965272,35.17822751
해운대구,양산국밥,부산광역시 해운대구 좌동로10번길 75,,129.1727316,35.1678736
해운대구,양산왕돼지국밥,부산광역시 해운대구 재반로 70 (재송동),,129.1263962,35.18500138
부산진구,양정기사식당,부산광역시 부산진구 중앙대로970번길 38,,129.075326,35.17494878
기장군,어느멋진날,부산광역시 기장군 일광읍 기장해안로 1286,,129.2343182,35.25882567
강서구,어라우즈로스터리,부산광역시 강서구 르노삼성대로 630 (명지동),,128.9291851,35.10380961
해운대구,어밤부,부산광역시 해운대구 송정광어골로 87 (송정동),,129.1967043,35.1737595
기장군,어보,부산광역시 기장군 일광읍 일광로 582-22,,129.2600872,35.29370002
해운대구,엄마손대구탕,부산광역시 해운대구 송정중앙로6번길 20 (송정동),,129.2011009,35.18286967
수영구,엄용백 돼지국밥,부산광역시 수영구 수영로680번길 39,,129.1172781,35.16627275
영도구,에테르,부산광역시 영도구 절영로 234,,129.04652,35.07729529
해운대구,엘시티 레지던스,"부산광역시 해운대구 달맞이길 30 (중동, 엘시티)",,129.1683127,35.16194918
수영구,엘올리브,부산광역시 수영구 좌수영로 129-1 (망미동),,129.1180639,35.17574948
기장군,엠아이알오,부산광역시 기장군 일광읍 문오성길 56,,129.2593181,35.28273179
해운대구,엣지993,부산광역시 해운대구 달맞이길62번길 78 (중동),,129.175165,35.15645548
연제구,연동시장,부산광역시 연제구 연동로8번길 22 (연산동),,129.0925519,35.18888087
연제구,연산낙지해물탕,부산광역시 연제구 과정로 121 (연산동),,129.1069341,35.18235965
남구,연어바치,부산광역시 남구 용소로21번길 71,,129.1041384,35.13638974
서구,영남냉면밀면,부산광역시 서구 보수대로201번길 7,,129.0203019,35.11316857
해운대구,영남돼지,부산광역시 해운대구 해운대해변로209번가길 13 (우동),,129.1554444,35.1600436
해운대구,영남식육식당,부산광역시 해운대구 대천로106번길 26-10 (좌동),,129.1750868,35.17358689
영도구,영도 흰여울해안터널,부산광역시 영도구 영선동4가 1044-6,,129.0453201,35.07795908
영도구,영도관광실탄사격장,부산광역시 영도구 절영로 319,,129.0541195,35.07352919
영도구,영도다리축제,부산광역시 영도구 해양로301번길 45 (동삼동),,129.0802726,35.07860132
영도구,영도봉래시장,부산광역시 영도구 태종로113번길 39,,129.0439559,35.09274629
동구,영동밀면&돼지국밥,부산광역시 동구 중앙대로209번길 12 (초량동),,129.0393474,35.11631024
수영구,영주암(부산),부산광역시 수영구 망미배산로76번나길 15,,129.0986683,35.17665458
중구,영주하늘눈전망대,부산광역시 중구 영주동 91-7,,129.0307259,35.11461027
사하구,영진돼지국밥,부산광역시 사하구 하신번영로157번길 39 (신평동),,128.9578911,35.09667205
해운대구,영화의전당 라이브러리 자료실,부산광역시 해운대구 수영강변대로 120 (우동),,129.1270688,35.17100296
해운대구,예이제 한정식,부산광역시 해운대구 해운대해변로298번길 29,,129.1668989,35.16097982
수영구,옐로우라이트하우스,부산광역시 수영구 광안해변로370번길 9-32,,129.134313,35.15678524
영도구,오구카페,부산광역시 영도구 남항서로 52 (남항동3가),,129.0348569,35.08562192
강서구,오리한상 명지본점,부산광역시 강서구 명지국제9로 66 (명지동),,128.9247467,35.0979213
해운대구,오막집,부산광역시 해운대구 해운대해변로209번나길 28,,129.1550667,35.16008248
해운대구,오반장,부산광역시 해운대구 구남로24번길 20 (우동),,129.1592635,35.16148517
사하구,오사카,부산광역시 사하구 낙동대로324번길 2,,128.9820222,35.10041096
연제구,오소리순대,부산광역시 연제구 월드컵대로 162 (연산동),,129.0789087,35.1872308
기장군,오프오,부산광역시 기장군 기장읍 기장해안로 860,,129.2439042,35.23189553
수영구,옥련선원,부산광역시 수영구 광남로257번길 58,,129.1266024,35.16137903
기장군,옥정사,부산광역시 기장군 일광면 달음길 101,,129.2225233,35.31128068
기장군,옥탑방,부산광역시 기장군 기장읍 기장해안로 266 5층,,129.2242568,35.19825171
수영구,옥토버페스타 인 광안리,부산광역시 수영구 민락로6번길 29 (민락동),,129.1239639,35.15686282
동래구,온천천 빛 축제,부산광역시 동래구 중앙대로 1324 (온천동),,129.0785082,35.20565373
해운대구,외식1번가,부산광역시 해운대구 해운대로 425,,129.1416454,35.16639541
강서구,외양포 포진지,부산광역시 강서구 대항동,,128.8251996,35.00563814
수영구,요이쿠마 본점,부산광역시 수영구 광안해변로307번길 20,,129.126622,35.15800996
해운대구,요트탈래,부산광역시 해운대구 동백로 52,,129.1520976,35.1566217
기장군,용궁해물야채쟁반짜장,부산광역시 기장군 기장읍 기장해안로 208,,129.2207489,35.19404378
중구,용두산 자갈치 관광특구,부산광역시 중구 자갈치해안로 52,,129.0306014,35.09666505
기장군,용암할매횟집,부산광역시 기장군 기장읍 기장해안로 615,,129.2309055,35.22380175
남구,용호동일대 바다낚시,부산광역시 남구 용호동,,129.1153208,35.13352916
남구,용호별빛공원,부산광역시 남구 분포로 66-40,,129.1201732,35.13225717
기장군,우남정,부산광역시 기장군 철마면 곰내길 115,,129.1561243,35.28365198
사상구,우디브룩,부산광역시 사상구 학감대로 2 (학장동),,128.9980005,35.13455743
해운대구,우봉,"부산광역시 해운대구 마린시티1로 155 (우동, 해운대현대하이페리온)",,129.1483062,35.15724656
수영구,우성삼계탕,부산광역시 수영구 광서로10번길 68 (광안동),,129.1141256,35.16723092
기장군,우송가든,부산광역시 기장군 철마로 697 우송,,129.1671433,35.26433769
사상구,운수사(부산),부산광역시 사상구 모라로219번길 173,,129.0134339,35.18358278
해운대구,원시학,부산광역시 해운대구 우동1로20번가길 31 (우동),,129.158394,35.16627907
부산진구,원조 범일동 매떡,부산광역시 부산진구 골드테마길 52-2,,129.0602642,35.14408529
서구,원조18번완당,부산광역시 서구 구덕로238번길 6 (부용동1가),,129.0204854,35.10580551
