행정구명,사업장명,업태구분명,영업상태명,인허가일자,폐업일자,도로명주소,지번주소,경도,위도
수영구,로지하우스,숙박업(생활),영업,202608,,"부산광역시 수영구 민락로6번길 36, 2층 (민락동)",부산광역시 수영구 민락동 35-12,129.1242758,35.15685948
중구,더베이먼트스위트,숙박업(생활),영업,202608,,"부산광역시 중구 중구로5번길 14, 더베이먼트 비프에비뉴 99 1201, 1307, 1308호 (남포동6가)",부산광역시 중구 남포동6가 99,129.0265334,35.09826326
중구,더베이먼트스테이,숙박업(생활),영업,202608,,"부산광역시 중구 중구로5번길 14, 더베이먼트 비프에비뉴 99 1403, 1502, 1507호 (남포동6가)",부산광역시 중구 남포동6가 99,129.0265334,35.09826326
중구,스테이부산(STAY BUSAN),숙박업(생활),영업,202608,,"부산광역시 중구 중구로5번길 14, 더베이먼트 비프에비뉴99 (남포동6가)",부산광역시 중구 남포동6가 99,129.0265334,35.09826326
수영구,풀빌라 오늘의 광안,숙박업(생활),영업,202607,,"부산광역시 수영구 민락수변로 13-1, 정원비치 6층 (민락동)",부산광역시 수영구 민락동 181-143 정원비치,129.1241683,35.15462201
해운대구,여기 바다,숙박업(생활),영업,202607,,"부산광역시 해운대구 해운대해변로298번길 29, 해운대푸르지오시티 B동 602호 (중동)",부산광역시 해운대구 중동 1123 해운대푸르지오시티,129.1668175,35.16109798
기장군,오션스위트,숙박업(생활),영업,202607,,"부산광역시 기장군 일광읍 삼성3길 7, 1-2층",부산광역시 기장군 일광읍 삼성리 115-49,129.2335339,35.26229214
수영구,파드,숙박업(생활),영업,202607,,"부산광역시 수영구 민락수변로 109, 화선빌딩 5층 (민락동)",부산광역시 수영구 민락동 110-49 화선빌딩,129.1324364,35.15481205
해운대구,아란스테이해운대,숙박업(생활),영업,202607,,"부산광역시 해운대구 중동1로 11-1, 4층 (우동)",부산광역시 해운대구 우동 601-15,129.1612748,35.16382409
해운대구,이안스테이 해운대,숙박업(생활),영업,202607,,"부산광역시 해운대구 해운대해변로359번길 27, 승훈빌딩 5,6층 (중동)",부산광역시 해운대구 중동 1256-4 승훈빌딩,129.1684005,35.1648835
중구,디토스테이,숙박업(생활),영업,202607,,"부산광역시 중구 남포길 34, 3층 (남포동2가)",부산광역시 중구 남포동2가 25-1,129.0324743,35.09822783
해운대구,빌라드 달안 해운대,숙박업(생활),영업,202607,,"부산광역시 해운대구 중동1로 38, 3층 일부호 (중동)",부산광역시 해운대구 중동 1394-190,129.163129,35.16221033
해운대구,로지캐슬,숙박업(생활),영업,202607,,"부산광역시 해운대구 해운대해변로298번길 29, 해운대푸르지오시티 B동 1407호 (중동)",부산광역시 해운대구 중동 1123 해운대푸르지오시티,129.1668175,35.16109798
중구,호스텔 디어문,숙박업 기타,영업,202607,,"부산광역시 중구 구덕로 41, 10, 11층 (남포동4가)",부산광역시 중구 남포동4가 11-4,129.0311206,35.09787574
해운대구,더블루,숙박업(생활),영업,202607,,"부산광역시 해운대구 해운대해변로298번길 29, 해운대푸르지오시티 B동 2202호 (중동)",부산광역시 해운대구 중동 1123 해운대푸르지오시티,129.1668175,35.16109798
부산진구,24게스트하우스(서면점),숙박업 기타,영업,202607,,"부산광역시 부산진구 신천대로62번길 46, 3층,4층 (부전동)",부산광역시 부산진구 부전동 232-15,129.0585794,35.15281769
중구,더베이먼트1차 1514호,숙박업(생활),영업,202607,,"부산광역시 중구 중구로5번길 14, 더베이먼트 비프애비뉴 99 15층 1514호 (남포동6가)",부산광역시 중구 남포동6가 99,129.0265334,35.09826326
수영구,낫스탠다드 부산광안리,숙박업(생활),영업,202607,,"부산광역시 수영구 수영로594번길 10, 2층 (광안동)",부산광역시 수영구 광안동 142-37,129.1139444,35.15862646
해운대구,해운재,숙박업(생활),영업,202607,,"부산광역시 해운대구 구남로12번길 13, 씨에프모텔 2층 (우동)",부산광역시 해운대구 우동 541-13 씨에프모텔,129.15897,35.16221466
부산진구,아지트,숙박업(생활),영업,202607,,"부산광역시 부산진구 중앙대로 630-1, 3층 (범천동)",부산광역시 부산진구 범천동 857-7,129.059558,35.14894284
해운대구,해운대라메르스테이2,숙박업(생활),영업,202607,,"부산광역시 해운대구 구남로21번길 6, 1011호 (중동)",부산광역시 해운대구 중동 1381-5,129.1607989,35.16227696
수영구,오누아,숙박업(생활),영업,202607,,"부산광역시 수영구 민락로33번길 20, 2층 (민락동)",부산광역시 수영구 민락동 165-6,129.120717,35.15751147
동구,온나단 스테이,숙박업(생활),영업,202607,,부산광역시 동구 초량로13번길 27 (초량동),부산광역시 동구 초량동 323-2,129.0398409,35.11778275
동구,더포레스트 스테이,숙박업(생활),영업,202607,,"부산광역시 동구 대영로243번길 21, 2층 (초량동)",부산광역시 동구 초량동 606-1,129.0375345,35.11323128
동구,O'nette stay,숙박업(생활),영업,202607,,"부산광역시 동구 초량중로 15-2, 3층 (초량동)",부산광역시 동구 초량동 1057-19,129.0365118,35.11365993
부산진구,JH BLOSSOM CAPSULE&CABIN HOTEL SEOMYEON,숙박업(생활),영업,202607,,부산광역시 부산진구 서면로 37 (주)진흥빌딩 5층 (부전동),부산광역시 부산진구 부전동 521-10 (주)진흥빌딩,129.0575343,35.15400528
영도구,온정스테이 영도,숙박업(생활),영업,202607,,부산광역시 영도구 봉래길 38 (봉래동4가),부산광역시 영도구 봉래동4가 178-90,129.049608,35.09075124
동구,서라벌 스테이 676,숙박업(생활),영업,202607,,"부산광역시 동구 중앙대로180번길 16-14, 7층 (초량동)",부산광역시 동구 초량동 1213-16,129.039955,35.11178818
동구,무해온수이 부산역,숙박업(생활),영업,202607,,"부산광역시 동구 중앙대로 234, 2층 (초량동)",부산광역시 동구 초량동 1198-5,129.0414473,35.11761829
해운대구,블리스엠 해운대,숙박업(생활),영업,202607,,"부산광역시 해운대구 구남로21번길 6, 2110호 (중동)",부산광역시 해운대구 중동 1381-5,129.1607989,35.16227696
해운대구,중앙펜션,숙박업(생활),영업,202606,,부산광역시 해운대구 송정해변로 8-4 (송정동),부산광역시 해운대구 송정동 272-1,129.205007,35.18111262
중구,주식회사 커넥트호텔,일반호텔,영업,202606,,부산광역시 중구 대교로 115-1 (중앙동6가),부산광역시 중구 중앙동6가 3-2,129.0373852,35.1004423
해운대구,마리쏠스테이,숙박업 기타,영업,202606,,"부산광역시 해운대구 달맞이길62번길 38, 삼환미포씨랜드 401호 (중동)",부산광역시 해운대구 중동 957-2 삼환미포씨랜드,129.1711885,35.15849067
수영구,진스테이,숙박업(생활),영업,202606,,"부산광역시 수영구 광안해변로344번길 17-9, 마린리치2 6층 (민락동)",부산광역시 수영구 민락동 110-43 마린리치2,129.1311991,35.15522108
중구,스테이 디어문,숙박업 기타,영업,202606,,"부산광역시 중구 구덕로 41, 7,8층 701,801호 (남포동4가)",부산광역시 중구 남포동4가 11-4,129.0311206,35.09787574
해운대구,아리랑스테이A,숙박업(생활),영업,202606,,부산광역시 해운대구 구남로41번길 26-14 (중동),부산광역시 해운대구 중동 1394-210,129.1624808,35.16110048
해운대구,아리랑스테이B,숙박업(생활),영업,202606,,부산광역시 해운대구 구남로41번길 26-18 (중동),부산광역시 해운대구 중동 1394-211,129.1624003,35.16103693
동구,스테이션17,숙박업(생활),영업,202606,,"부산광역시 동구 대영로247번길 17, 1~2층 (초량동)",부산광역시 동구 초량동 616-1,129.0379469,35.11304862
동구,스테이해리,숙박업(생활),영업,202606,,"부산광역시 동구 대영로243번길 87, 3층 (초량동)",부산광역시 동구 초량동 495-1,129.0392823,35.11580672
부산진구,Maron Stay,숙박업(생활),영업,202606,,"부산광역시 부산진구 서면문화로5번길 33, 2층 (부전동)",부산광역시 부산진구 부전동 485-25,129.0557581,35.15819982
중구,호텔 얼터,일반호텔,영업,202606,,"부산광역시 중구 광복로37번길 3-1, 2~5층 (창선동2가)",부산광역시 중구 창선동2가 10-1,129.0291063,35.09956012
수영구,스테이 비사이드,숙박업(생활),영업,202606,,"부산광역시 수영구 수영로464번길 20, 2층 (남천동)",부산광역시 수영구 남천동 28-9,129.1112599,35.14694826
해운대구,BS센텀호텔,숙박업(생활),영업,202605,,"부산광역시 해운대구 센텀3로 20, 벡스코 비지니스호텔 512호 (우동)",부산광역시 해운대구 우동 1505 벡스코 비지니스호텔,129.1329128,35.16780174
해운대구,(주)에비뉴더솔리드,숙박업(생활),영업,202605,,"부산광역시 해운대구 구남로18번길 30, 308호 (우동)",부산광역시 해운대구 우동 637-2,129.1583331,35.1616111
동구,초량 홈즈(Choryang Homes),숙박업(생활),영업,202605,,"부산광역시 동구 중앙대로 243-15, 3층 (초량동)",부산광역시 동구 초량동 171-3,129.0412208,35.11936815
중구,써클스테이 남포동 부산 가족숙소,숙박업(생활),영업,202605,,"부산광역시 중구 남포길 46-1, 2층 (남포동2가)",부산광역시 중구 남포동2가 39-4,129.033625,35.09791453
해운대구,더 블라우,숙박업(생활),영업,202605,,"부산광역시 해운대구 달맞이길62번길 19, 3층 (중동)",부산광역시 해운대구 중동 1037-2,129.1705401,35.15956435
수영구,웰 게스트하우스,숙박업 기타,영업,202605,,"부산광역시 수영구 수영로702번길 7, 나동 2층 (광안동)",부산광역시 수영구 광안동 50-21,129.1164812,35.16735791
부산진구,벨도르(BELDOR) 스카이 호텔 부산,숙박업(생활),영업,202605,,부산광역시 부산진구 자유평화로 15 (범천동),부산광역시 부산진구 범천동 839-412,129.0615264,35.14160104
수영구,루미나 더 조은,숙박업(생활),영업,202605,,"부산광역시 수영구 광안해변로344번길 17-22, 나경크리스탈 타워 3층 (민락동)",부산광역시 수영구 민락동 110-28 나경크리스탈 타워,129.1319768,35.15503573
부산진구,네스트리 호텔,숙박업(생활),영업,202605,,"부산광역시 부산진구 중앙대로691번가길 18, 지하1층~지상3층 (부전동)",부산광역시 부산진구 부전동 519-56,129.0557973,35.15513003
부산진구,파인온스테이 전포(FINE ON STAY),숙박업(생활),영업,202605,,"부산광역시 부산진구 전포대로224번길 5, 5층 (전포동)",부산광역시 부산진구 전포동 207-35,129.0658204,35.1566064
중구,아문 스테이,숙박업 기타,영업,202605,,"부산광역시 중구 용미길9번길 6, 2층 (남포동1가)",부산광역시 중구 남포동1가 36-1,129.0354247,35.09684277
수영구,여기 G,숙박업(생활),영업,202605,,"부산광역시 수영구 수영로451번길 4, 2층 (남천동)",부산광역시 수영구 남천동 52-13,129.1097782,35.14642506
중구,Stay for you(스테이포유),숙박업(생활),영업,202605,,"부산광역시 중구 대청로134번길 22, 4~6층 (동광동2가)",부산광역시 중구 동광동2가 2-1,129.0350566,35.10086531
부산진구,STAY ROW (스테이 로우),숙박업(생활),영업,202605,,"부산광역시 부산진구 중앙대로691번가길 13, 4층 (부전동)",부산광역시 부산진구 부전동 515-8,129.0556007,35.15492795
부산진구,온기브릿지,숙박업(생활),영업,202605,,"부산광역시 부산진구 중앙대로680번가길 80-5, 3층 (부전동)",부산광역시 부산진구 부전동 168-438,129.061331,35.15694384
부산진구,고상 서면점,숙박업(생활),영업,202605,,"부산광역시 부산진구 새싹로 26-1, 3층 (부전동)",부산광역시 부산진구 부전동 396-11,129.0574074,35.16016395
부산진구,희재스테이,숙박업(생활),영업,202605,,"부산광역시 부산진구 서면로68번길 41, 4층 (부전동)",부산광역시 부산진구 부전동 254-23,129.0585491,35.15511999
부산진구,굿데이큐브 서면 캡슐호텔,숙박업 기타,영업,202604,,"부산광역시 부산진구 서면로 47, 빅보이타워 4층 (부전동)",부산광역시 부산진구 부전동 517-42 빅보이타워,129.0575404,35.1549379
수영구,바이비하우스,숙박업(생활),영업,202604,,"부산광역시 수영구 광남로 121, 8층 (광안동)",부산광역시 수영구 광안동 174-9,129.1160058,35.15252763
동구,더하다(THE HADA),숙박업(생활),영업,202604,,"부산광역시 동구 중앙대로214번길 3-6, 2~5층 (초량동)",부산광역시 동구 초량동 1200-7,129.0413437,35.11650771
수영구,까사올리브,숙박업(생활),영업,202604,,"부산광역시 수영구 민락로6번길 20, 3층 (민락동)",부산광역시 수영구 민락동 176-10,129.1236705,35.15642005
중구,한소스테이,숙박업(생활),영업,202604,,"부산광역시 중구 대영로 241-1, 4층 (영주동)",부산광역시 중구 영주동 30-2,129.0372371,35.11234916
수영구,광안리비치 코스모스,숙박업(생활),영업,202604,,"부산광역시 수영구 수영로554번길 10, 1~3층 (광안동)",부산광역시 수영구 광안동 165-11,129.113037,35.15488594
부산진구,코본스테이,숙박업(생활),영업,202604,,"부산광역시 부산진구 서면문화로 49-6, 1~3층 (부전동)",부산광역시 부산진구 부전동 405-6,129.0549058,35.16131346
수영구,광안리 한옥 Stay 온달,숙박업(생활),영업,202604,,"부산광역시 수영구 광남로 36, 2층 (남천동)",부산광역시 수영구 남천동 7-18,129.1114288,35.14590914
중구,임랑스테이 중앙점,숙박업(생활),영업,202604,,"부산광역시 중구 해관로 62-1, 2~3층 (중앙동4가)",부산광역시 중구 중앙동4가 30-1,129.0357151,35.10444507
중구,여운재,숙박업(생활),영업,202604,,"부산광역시 중구 해관로 17-1, 5층 (중앙동1가)",부산광역시 중구 중앙동1가 23-6,129.0356379,35.1004483
동구,쉬어가 부산,숙박업(생활),영업,202604,,"부산광역시 동구 초량로 17-1, 3,4층 (초량동)",부산광역시 동구 초량동 197-10,129.0399088,35.11927907
동구,초량중로 20-1,숙박업(생활),영업,202604,,"부산광역시 동구 초량중로 20-1, 3층 (초량동)",부산광역시 동구 초량동 597-29,129.0368888,35.11382451
중구,주식회사 굿커넥트,일반호텔,영업,202603,,부산광역시 중구 대교로 115-1 (중앙동6가),부산광역시 중구 중앙동6가 3-2,129.0373852,35.1004423
중구,집(House),숙박업(생활),영업,202603,,"부산광역시 중구 중앙대로 153-1, 2~5층 (대창동2가)",부산광역시 중구 대창동2가 11-9,129.0376126,35.11126905
해운대구,시그니처 스테이,숙박업(생활),영업,202603,,"부산광역시 해운대구 송정해변로 32, 2층 (송정동)",부산광역시 해운대구 송정동 297-22 나무늘보호텔,129.2025401,35.18083044
중구,주식회사 더크라운이앤에스 크라운하버호텔 부산,숙박업(생활),영업,202603,,"부산광역시 중구 중앙대로 114, 크라운 하버 호텔 5~9,27(일부)층 (중앙동4가)",부산광역시 중구 중앙동4가 83-1 크라운 하버 호텔,129.0368192,35.10755383
중구,주식회사 더크라운이앤에스 크라운하버호텔 부산,일반호텔,영업,202603,,"부산광역시 중구 중앙대로 114, 크라운 하버 호텔 (중앙동4가)",부산광역시 중구 중앙동4가 83-1 크라운 하버 호텔,129.0368192,35.10755383
동구,홍스테이,숙박업(생활),영업,202603,,"부산광역시 동구 중앙대로196번길 12-9, 3층 (초량동)",부산광역시 동구 초량동 1203-17,129.0404657,35.11355531
수영구,웨이브 120,숙박업(생활),영업,202603,,"부산광역시 수영구 광남로 120, 3층 (광안동)",부산광역시 수영구 광안동 198-2,129.1162142,35.15207328
동구,마티에 부산하버시티,숙박업(생활),영업,202603,,"부산광역시 동구 충장대로 190, 롯데캐슬 드메르 (초량동)",부산광역시 동구 초량동 1233 롯데캐슬 드메르,,
기장군,드림호텔,숙박업 기타,영업,202603,,부산광역시 기장군 기장읍 차성로 398,부산광역시 기장군 기장읍 교리 331-2 드림모텔,129.2143853,35.25302734
부산진구,THE SUITE STAY JEONPO,숙박업(생활),영업,202603,,"부산광역시 부산진구 전포대로190번길 3, 3층 (전포동)",부산광역시 부산진구 전포동 345-13,129.0658434,35.15360497
부산진구,JH BLOSSOM STAY JEONPO,숙박업(생활),영업,202603,,"부산광역시 부산진구 전포대로190번길 3, 2층 (전포동)",부산광역시 부산진구 전포동 345-13,129.0658434,35.15360497
부산진구,ACCOMMA STAY SEOMYEON,숙박업(생활),영업,202603,,"부산광역시 부산진구 중앙대로680번가길 74, 우목빌딩Ⅱ 4층 (부전동)",부산광역시 부산진구 부전동 168-459 우목빌딩Ⅱ,129.0610962,35.15667942
수영구,정재스테이(JUNGJAE STAY),숙박업(생활),영업,202603,,"부산광역시 수영구 민락로13번길 2, 3층 (민락동)",부산광역시 수영구 민락동 173-21,129.1223745,35.1566803
중구,플로우스테이(FLOW STAY),숙박업(생활),영업,202603,,"부산광역시 중구 대청로134번길 22, 2~3층 (동광동2가)",부산광역시 중구 동광동2가 2-1,129.0350566,35.10086531
동구,(주)글로잉스테이,숙박업(생활),폐업,202602,202606,"부산광역시 동구 충장대로 190, 롯데캐슬 드메르 (초량동)",부산광역시 동구 초량동 1233 롯데캐슬 드메르,,
동구,가람,숙박업(생활),영업,202602,,"부산광역시 동구 초량중로77번길 3, 2,4~9층 일부호 (초량동, 가람 원룸)",부산광역시 동구 초량동 291-3 가람 원룸,129.0389082,35.11881742
동구,부산 에어비앤비 써클스테이 벤티 독채 단체숙소 부산역점,숙박업(생활),영업,202602,,"부산광역시 동구 대영로243번길 40, 4층 (초량동)",부산광역시 동구 초량동 569-1,129.038239,35.11392021
동구,마레루나,숙박업(생활),영업,202602,,"부산광역시 동구 중앙대로251번길 18, 2층 (초량동)",부산광역시 동구 초량동 167-6,129.040942,35.11976002
동구,스테이이재,숙박업(생활),영업,202602,,"부산광역시 동구 중앙대로236번길 3-10, 2층 (초량동)",부산광역시 동구 초량동 1194-3,129.042393,35.11846947
수영구,로프트 부산2,숙박업(생활),영업,202602,,"부산광역시 수영구 광남로 103-3, 6층 (광안동)",부산광역시 수영구 광안동 183-16,129.1147665,35.1512226
수영구,너의계절,숙박업(생활),영업,202602,,"부산광역시 수영구 광안해변로 235, 7층 (민락동)",부산광역시 수영구 민락동 179-3,129.1197474,35.15475895
부산진구,소요스테이,숙박업(생활),영업,202602,,"부산광역시 부산진구 동천로95번길 21, 3층 (부전동)",부산광역시 부산진구 부전동 168-5,129.0610304,35.15714708
부산진구,시재료칸 부산서면점,숙박업(생활),영업,202602,,"부산광역시 부산진구 부전로 89, 3층 (부전동)",부산광역시 부산진구 부전동 466-15,129.0545642,35.15814915
부산진구,해월가,숙박업(생활),영업,202602,,"부산광역시 부산진구 새싹로 26-1, 2층 (부전동)",부산광역시 부산진구 부전동 396-11,129.0574074,35.16016395
수영구,다해,숙박업(생활),영업,202601,,"부산광역시 수영구 광안해변로344번길 17-9, 마린리치2 5층 (민락동)",부산광역시 수영구 민락동 110-43 마린리치2,129.1311991,35.15522108
해운대구,해운대 마린 캡슐호텔&스파,숙박업 기타,영업,202601,,"부산광역시 해운대구 해운대로 598, CW마린빌딩 4층 (우동)",부산광역시 해운대구 우동 639-7,129.1568056,35.16217212
동구,(주)서호재,숙박업(생활),영업,202601,,"부산광역시 동구 중앙대로251번길 18, 3층 (초량동)",부산광역시 동구 초량동 167-6,129.040942,35.11976002
동구,해온스테이,숙박업(생활),영업,202601,,"부산광역시 동구 중앙대로196번길 12-9, 4~5층 (초량동)",부산광역시 동구 초량동 1203-17,129.0404657,35.11355531
중구,네스트 오브 남포,숙박업(생활),영업,202601,,"부산광역시 중구 대청로 115, 3층 (대청동1가)",부산광역시 중구 대청동1가 36-4,129.0326548,35.10298253
중구,하우투스테이,숙박업(생활),영업,202601,,부산광역시 중구 중구로5번길 12-5 (남포동6가),부산광역시 중구 남포동6가 98-4,129.0267842,35.09823257
해운대구,아늑 시그니처 부산 해운대3,숙박업 기타,영업,202601,,부산광역시 해운대구 구남로18번길 48 (우동),부산광역시 해운대구 우동 637-11,129.1575408,35.16116737
부산진구,Stay 051,숙박업(생활),영업,202601,,"부산광역시 부산진구 서전로9번길 6, 5층 (부전동)",부산광역시 부산진구 부전동 142-13 5층,129.0607766,35.15801373
부산진구,려안 서면점,숙박업(생활),영업,202601,,"부산광역시 부산진구 가야대로784번길 15-1, 4층 (부전동)",부산광역시 부산진구 부전동 502-6 4층,129.0574204,35.15672216
부산진구,포포스테이,숙박업(생활),영업,202601,,"부산광역시 부산진구 동성로 113, 4층 (전포동)",부산광역시 부산진구 전포동 192-17,129.0665042,35.15984385
수영구,아지트,숙박업(생활),영업,202601,,"부산광역시 수영구 민락본동로19번길 59, 4층 (민락동)",부산광역시 수영구 민락동 34-7,129.1258051,35.15754961
해운대구,해운대 센텀스위트호텔,숙박업 기타,영업,202601,,"부산광역시 해운대구 센텀1로 17, 센텀프리미어호텔 A동 401호 (우동)",부산광역시 해운대구 우동 1521 센텀프리미어호텔,129.1315947,35.16693706
수영구,굿스테이,숙박업(생활),영업,202601,,"부산광역시 수영구 광안해변로295번길 4-11, 5~6층 (민락동, 주건축물제1동)",부산광역시 수영구 민락동 181-52 주건축물제1동,129.1260318,35.15712406
동구,루츠하우스,숙박업(생활),영업,202601,,"부산광역시 동구 중앙대로195번가길 21, 3,4층 (초량동, 동우빌딩)",부산광역시 동구 초량동 520-2 동우빌딩,129.0380025,35.11616913
동구,코베뉴하우스,숙박업(생활),영업,202601,,"부산광역시 동구 중앙대로 247, 2층 (초량동)",부산광역시 동구 초량동 172-17,129.0415222,35.11910733
수영구,로프트 부산,숙박업(생활),영업,202601,,"부산광역시 수영구 광남로 103-3, 7층 (광안동)",부산광역시 수영구 광안동 183-16,129.1147665,35.1512226
수영구,하나 여름(One Summer),숙박업(생활),영업,202512,,"부산광역시 수영구 광안해변로277번길 3, 2층 (민락동)",부산광역시 수영구 민락동 176-29,129.1239994,35.1560374
수영구,컨셉스테이,숙박업(생활),영업,202512,,"부산광역시 수영구 광안해변로 235, 4층 (민락동)",부산광역시 수영구 민락동 179-3,129.1197474,35.15475895
해운대구,더플레이스.H,숙박업(생활),영업,202512,,"부산광역시 해운대구 구남로21번길 6, 402호 (중동)",부산광역시 해운대구 중동 1381-5,129.1607989,35.16227696
중구,메종드노크,숙박업(생활),영업,202512,,부산광역시 중구 동광길 35 (동광동5가),부산광역시 중구 동광동5가 47-3,129.0345011,35.1043116
수영구,시안,숙박업(생활),영업,202512,,"부산광역시 수영구 민락본동로19번길 59, 3층 (민락동)",부산광역시 수영구 민락동 34-7,129.1258051,35.15754961
부산진구,이음재 서면역,숙박업(생활),영업,202512,,"부산광역시 부산진구 가야대로784번길 46-14, 11층 (부전동)",부산광역시 부산진구 부전동 516-5 11층,129.0564426,35.15553184
부산진구,소울호스텔2,숙박업(생활),영업,202512,,"부산광역시 부산진구 동성로96번길 6, 3층 (전포동)",부산광역시 부산진구 전포동 188-12,129.0682567,35.15918147
부산진구,"오늘하루, 스테이",숙박업(생활),영업,202512,,"부산광역시 부산진구 새싹로8번길 35-6, 4~5층 (부전동)",부산광역시 부산진구 부전동 265-8 4~5층,129.0596117,35.15996805
부산진구,해솔스위트,숙박업(생활),영업,202512,,"부산광역시 부산진구 서전로46번길 26, 3층 (전포동)",부산광역시 부산진구 전포동 671-13 전포동 근생및주택,129.0647232,35.15660204
수영구,루미에르,숙박업(생활),영업,202512,,"부산광역시 수영구 광안해변로 235, 11층 (민락동)",부산광역시 수영구 민락동 179-3,129.1197474,35.15475895
연제구,하얏트플레이스 부산연산,관광호텔,영업,202512,,"부산광역시 연제구 중앙대로 1121, 8~17층 (연산동)",부산광역시 연제구 연산동 1124-25 에이치엘비,129.0807461,35.18772036
영도구,주식회사 지평네오시티,숙박업(생활),영업,202512,,부산광역시 영도구 동삼오션로 58 (동삼동),부산광역시 영도구 동삼동 1180,129.0833054,35.06913555
해운대구,데이 31 송정,숙박업(생활),영업,202512,,"부산광역시 해운대구 송정광어골로 9, 2,3층 (송정동)",부산광역시 해운대구 송정동 159-13,129.1988478,35.18004112
부산진구,스테이 꼬꼬마리,숙박업(생활),영업,202512,,"부산광역시 부산진구 서전로58번길 46, 3층 (전포동)",부산광역시 부산진구 전포동 309-38,129.0660227,35.15570061
부산진구,여온 스테이,숙박업(생활),영업,202512,,"부산광역시 부산진구 중앙대로680번가길 74, 우목빌딩Ⅱ 6층 (부전동)",부산광역시 부산진구 부전동 168-459 우목빌딩Ⅱ 6층,129.0610962,35.15667942
중구,제이다움,숙박업(생활),영업,202512,,부산광역시 중구 대청로126번길 30 (동광동2가),부산광역시 중구 동광동2가 17-15,129.0343265,35.10028864
수영구,벡스코 조조하우스,숙박업(생활),영업,202512,,"부산광역시 수영구 수영성로 9, 2층 (수영동)",부산광역시 수영구 수영동 95,129.1187079,35.169864
해운대구,팔라티움 해운대 바이 소노펠리체,숙박업(생활),영업,202512,,"부산광역시 해운대구 구남로30번길 18, 힐스테이트 해운대센트럴 3층 (우동)",부산광역시 해운대구 우동 544-6 힐스테이트 해운대센트럴,129.1594338,35.16128931
수영구,연온담 광안해변점,숙박업(생활),영업,202512,,"부산광역시 수영구 민락본동로11번길 78-10, 2층 (민락동)",부산광역시 수영구 민락동 35-23,129.124613,35.15709572
중구,매그넘남포호텔,숙박업(생활),영업,202512,,부산광역시 중구 비프광장로 20 (남포동6가),부산광역시 중구 남포동6가 85,129.0276515,35.09843837
수영구,스테이리안,숙박업(생활),영업,202511,,"부산광역시 수영구 광안해변로344번길 17-17, 수변PLAZA 6층 (민락동)",부산광역시 수영구 민락동 110-45 수변PLAZA,129.1315403,35.15530006
수영구,루미나 더 리안,숙박업(생활),영업,202511,,"부산광역시 수영구 광안해변로344번길 17-17, 수변PLAZA 7층 (민락동)",부산광역시 수영구 민락동 110-45 수변PLAZA,129.1315403,35.15530006
수영구,수베니어홈,숙박업(생활),영업,202511,,"부산광역시 수영구 광안로22번길 59, 1~2층 (광안동)",부산광역시 수영구 광안동 171-36,129.114437,35.15366159
중구,(주)더베이먼트스테이,숙박업(생활),폐업,202511,202608,부산광역시 중구 중구로5번길 14 (남포동6가),부산광역시 중구 남포동6가 99,129.0265334,35.09826326
해운대구,Ciel de Mer(씨엘드메르),숙박업(생활),영업,202511,,"부산광역시 해운대구 해운대해변로298번길 29, 해운대푸르지오시티 A동 1층 112호 (중동)",부산광역시 해운대구 중동 1123 해운대푸르지오시티,129.1668175,35.16109798
수영구,아눅광안,숙박업(생활),영업,202511,,"부산광역시 수영구 광남로258번길 39, 3층 (민락동)",부산광역시 수영구 민락동 22-14,129.1278299,35.1579813
중구,르코지남포,숙박업 기타,영업,202511,,"부산광역시 중구 동광길 34, 2층 (중앙동4가)",부산광역시 중구 중앙동4가 40-2,129.0346674,35.104217
수영구,무드온 광안,숙박업(생활),영업,202511,,"부산광역시 수영구 광안해변로344번길 17-17, 수변PLAZA 9층 (민락동)",부산광역시 수영구 민락동 110-45 수변PLAZA,129.1315403,35.15530006
중구,천수빌,숙박업(생활),영업,202511,,"부산광역시 중구 동광길 119, 2~5층 (동광동5가)",부산광역시 중구 동광동5가 2-24,129.0356456,35.1080274
해운대구,스테이 달안,숙박업(생활),영업,202511,,"부산광역시 해운대구 구남로41번길 11, 2, 3층 (중동)",부산광역시 해운대구 중동 1393-52,129.1617504,35.16108562
수영구,스테이순,숙박업(생활),영업,202511,,"부산광역시 수영구 수영로554번길 11-1, 1~5층 (광안동, 흑석스카이)",부산광역시 수영구 광안동 164-3 흑석스카이,129.1132731,35.15513249
중구,뉴시즈남포호텔,숙박업(생활),영업,202511,,부산광역시 중구 비프광장로 20 (남포동6가),부산광역시 중구 남포동6가 85,129.0276515,35.09843837
중구,창선스테이,숙박업(생활),영업,202511,,"부산광역시 중구 광복로35번길 7, 서울양행 4~5층 (창선동2가)",부산광역시 중구 창선동2가 19-1 서울양행,129.0287792,35.09987988
기장군,하루연화,숙박업(생활),영업,202510,,"부산광역시 기장군 기장읍 연화2길 6, 3층",부산광역시 기장군 기장읍 연화리 220-1,129.2255256,35.21697531
동래구,하이원,숙박업(생활),영업,202510,,"부산광역시 동래구 동래로 27-19, 1,2,3,4층 (온천동)",부산광역시 동래구 온천동 473-17,129.078592,35.21332474
부산진구,부산게스트하우스 노마드인부산 서면점,숙박업(생활),영업,202510,,"부산광역시 부산진구 중앙대로691번길 48, 5층 (부전동)",부산광역시 부산진구 부전동 520-35 5층,129.0563915,35.15462825
