영업상태,점포명,업종대분류,업종중분류,업종명,행정구,인허가일,폐업일,경도,위도
영업/정상,강서하늘치과의원,서비스,치과의원,치과 의원,강서구,201501,,128.9571362,35.1773706
영업/정상,더착한치과의원,서비스,치과의원,치과 의원,강서구,201502,,128.9039249,35.08374652
영업/정상,명지본한의원,서비스,한의원,한의원,강서구,201806,,128.9198301,35.09518398
영업/정상,용마루한의원,서비스,한의원,한의원,강서구,201806,,128.926687,35.11269978
영업/정상,새서진약국,소매, ,의약품 소매업,북구,201311,,129.0080438,35.19836154
영업/정상,마음애약국,소매, ,의약품 소매업,북구,201510,,129.0367102,35.2091558
영업/정상,대림약국,소매, ,의약품 소매업,북구,201512,,129.0154951,35.23112078
영업/정상,화명새봄약국,소매, ,의약품 소매업,북구,201601,,129.0129903,35.23516895
영업/정상,동문굿모닝약국,소매, ,의약품 소매업,북구,201603,,129.0325357,35.20729785
영업/정상,새모범약국,소매, ,의약품 소매업,북구,201806,,129.0049709,35.20845623
영업/정상,청명약국,소매, ,의약품 소매업,북구,201806,,129.0041343,35.21234256
영업/정상,보은약국,소매, ,의약품 소매업,북구,200908,,129.0109954,35.21178766
영업/정상,바른약국,소매, ,의약품 소매업,북구,200910,,128.9906426,35.19765768
영업/정상,코오롱약국,소매, ,의약품 소매업,북구,201002,,129.0123729,35.234442
영업/정상,수정약국,소매, ,의약품 소매업,북구,201005,,129.0088552,35.22331458
영업/정상,모닝약국,소매, ,의약품 소매업,북구,201108,,129.0065451,35.21067968
영업/정상,온누리화목약국,소매, ,의약품 소매업,북구,201109,,129.0192425,35.2631223
영업/정상,미소약국,소매, ,의약품 소매업,북구,201201,,129.0370366,35.20965979
영업/정상,푸르미소아청소년과의원,서비스,일반의원,일반 의원,강서구,201701,,128.9208983,35.09828945
영업/정상,다사랑내과의원,서비스,일반의원,일반 의원,강서구,201702,,128.9212957,35.10484588
영업/정상,국제치과의원,서비스,치과의원,치과 의원,강서구,201702,,128.9212957,35.10484588
영업/정상,서울편한내과의원,서비스,일반의원,일반 의원,강서구,198910,,128.9801842,35.21367511
영업/정상,최치과의원,서비스,치과의원,치과 의원,강서구,199004,,128.9317019,35.1099152
영업/정상,명지침례의원,서비스,일반의원,일반 의원,강서구,199311,,128.9317019,35.1099152
영업/정상,한국미인부산배내과의원,서비스,일반의원,일반 의원,강서구,200110,,128.9831666,35.21239641
영업/정상,태안한의원,서비스,한의원,한의원,강서구,200605,,128.9820539,35.21202447
영업/정상,해바라기치과의원,서비스,치과의원,치과 의원,강서구,200912,,128.903926,35.08302553
영업/정상,한빛한의원,서비스,한의원,한의원,강서구,201002,,128.9032672,35.08350525
영업/정상,남경의원,서비스,일반의원,일반 의원,강서구,199712,,128.9546556,35.18005459
영업/정상,인제대학교부속백병원부설김해국제공항의원,서비스,일반의원,일반 의원,강서구,200105,,128.9458,35.17287281
영업/정상,이헌경소아청소년과의원,서비스,일반의원,일반 의원,강서구,201006,,128.9032676,35.08326487
영업/정상,패밀리소아청소년과의원,서비스,일반의원,일반 의원,강서구,201008,,128.8977771,35.08549131
영업/정상,(사)대한산업보건협회남부산의원,서비스,일반의원,일반 의원,강서구,201104,,128.8991796,35.08858463
영업/정상,큰나무정형외과의원,서비스,일반의원,일반 의원,강서구,201108,,128.90393,35.08224764
영업/정상,활인한의원,서비스,한의원,한의원,강서구,201110,,128.9553859,35.18004574
영업/정상,편한장의원,서비스,일반의원,일반 의원,강서구,201111,,128.9032676,35.08326487
영업/정상,명지치과의원,서비스,치과의원,치과 의원,강서구,201201,,128.9039253,35.0835062
영업/정상,경희청담한의원,서비스,한의원,한의원,강서구,201204,,128.9039253,35.0835062
영업/정상,위앤대우리큰내과의원,서비스,일반의원,일반 의원,강서구,201312,,128.9031557,35.08404266
영업/정상,정이비인후과의원,서비스,일반의원,일반 의원,강서구,201312,,128.9031557,35.08404266
폐업,새문약국,소매, ,의약품 소매업,북구,200011,202305,129.0038589,35.20573476
영업/정상,윤혜리한의원,서비스,한의원,한의원,강서구,201402,,128.9040353,35.0840436
영업/정상,서울시온치과의원,서비스,치과의원,치과 의원,강서구,201404,,128.9040353,35.0840436
영업/정상,신호내과의원,서비스,일반의원,일반 의원,강서구,201405,,128.8777269,35.08522485
영업/정상,명지한의원,서비스,한의원,한의원,강서구,201301,,128.9031557,35.08404266
영업/정상,이치과의원,서비스,치과의원,치과 의원,강서구,201804,,128.9373214,35.21777979
영업/정상,가덕한의원,서비스,한의원,한의원,강서구,201805,,128.8327729,35.05563782
영업/정상,대저치과의원,서비스,치과의원,치과 의원,강서구,200711,,128.9820734,35.21250365
영업/정상,다온치과의원,서비스,치과의원,치과 의원,강서구,200803,,128.881586,35.14729648
영업/정상,부산광역시강서구보건소,서비스,일반의원,일반 의원,강서구,198902,,128.9565721,35.17817948
영업/정상,애플민트치과의원,서비스,치과의원,치과 의원,강서구,201102,,128.9032676,35.08326487
영업/정상,엘림피부과의원,서비스,일반의원,일반 의원,강서구,201311,,128.9032676,35.08326487
영업/정상,명지일신산부인과의원,서비스,일반의원,일반 의원,강서구,201410,,128.9032676,35.08326487
영업/정상,명지365다나슬한의원,서비스,한의원,한의원,강서구,201805,,128.9178887,35.09790614
영업/정상,기분좋은치과의원,서비스,치과의원,치과 의원,강서구,201207,,128.9032672,35.08350525
영업/정상,신호원치과의원,서비스,치과의원,치과 의원,강서구,201410,,128.8778232,35.08707645
영업/정상,보리한의원,서비스,한의원,한의원,강서구,201412,,128.878435,35.08444665
영업/정상,박관식내과의원,서비스,일반의원,일반 의원,강서구,201705,,128.8778232,35.08707645
영업/정상,편한몸의원,서비스,일반의원,일반 의원,강서구,201706,,128.8778255,35.085967
영업/정상,마음에청진기가정의학과의원,서비스,일반의원,일반 의원,강서구,201707,,128.9195206,35.09843962
영업/정상,늘편한치과의원,서비스,치과의원,치과 의원,강서구,201707,,128.9180051,35.09859624
영업/정상,부산광역시강서구가락보건지소,서비스,일반의원,일반 의원,강서구,198903,,128.9017909,35.19627165
영업/정상,부산광역시강서구강동보건지소,서비스,일반의원,일반 의원,강서구,198903,,128.9375955,35.21613455
영업/정상,부산광역시강서구녹산보건지소,서비스,일반의원,일반 의원,강서구,198903,,128.8955214,35.12346476
영업/정상,부산광역시강서구대항보건진료소,서비스,일반의원,일반 의원,강서구,198903,,128.8276526,35.01256781
폐업,금정산 약국,소매, ,의약품 소매업,북구,202112,202303,129.0366206,35.21427096
영업/정상,새빛약국,소매, ,의약품 소매업,남구,202207,,129.0844397,35.134952
영업/정상,포미약국,소매, ,의약품 소매업,남구,202102,,129.1009626,35.13593113
영업/정상,모닝약국,소매, ,의약품 소매업,남구,202206,,129.1099663,35.12605529
영업/정상,남천제일약국,소매, ,의약품 소매업,남구,202206,,129.0952211,35.13510833
영업/정상,부산광역시강서구지사보건진료소,서비스,일반의원,일반 의원,강서구,198903,,128.8311284,35.15160797
영업/정상,시온치과의원,서비스,치과의원,치과 의원,금정구,201804,,129.1035136,35.21468016
영업/정상,미의원,서비스,일반의원,일반 의원,금정구,201805,,129.0865707,35.23213616
영업/정상,서울건치과의원,서비스,치과의원,치과 의원,금정구,201806,,129.0923495,35.27115362
영업/정상,금정성모안과의원,서비스,일반의원,일반 의원,금정구,201806,,129.0900655,35.24684978
영업/정상,류마통내과의원,서비스,일반의원,일반 의원,금정구,202010,,129.092102,35.26545051
영업/정상,우리산부인과의원,서비스,일반의원,일반 의원,금정구,202104,,129.1047732,35.21443325
영업/정상,포심정신건강의학과의원,서비스,일반의원,일반 의원,금정구,202103,,129.0865225,35.21945175
영업/정상,조은치과의원,서비스,치과의원,치과 의원,금정구,202102,,129.1037919,35.21460092
영업/정상,금정소아청소년과의원,서비스,일반의원,일반 의원,금정구,202103,,129.0922149,35.24512534
영업/정상,온마음치과의원,서비스,치과의원,치과 의원,금정구,202103,,129.0921277,35.26556902
영업/정상,권마취통증의학과의원,서비스,일반의원,일반 의원,금정구,202207,,129.091299,35.23794087
영업/정상,돌고래마취통증의학과의원,서비스,일반의원,일반 의원,금정구,201811,,129.0909769,35.25758348
영업/정상,속속드리내과의원,서비스,일반의원,일반 의원,금정구,201812,,129.0865225,35.21945175
영업/정상,조은어깨동무정형외과의원,서비스,일반의원,일반 의원,금정구,202012,,129.0849813,35.22234029
영업/정상,정성다한의원,서비스,한의원,한의원,금정구,202206,,129.0906229,35.25019424
폐업,래안연세치과의원,서비스,치과의원,치과 의원,강서구,201203,202303,128.9031557,35.08404266
영업/정상,동빈한의원,서비스,한의원,한의원,연제구,202111,,129.1068664,35.18378936
영업/정상,고운세상피부과의원 서부산점,서비스,일반의원,일반 의원,강서구,201901,,128.9202497,35.09766555
영업/정상,명지엘치과의원,서비스,치과의원,치과 의원,강서구,201903,,128.9178887,35.09790614
영업/정상,명지정내과의원,서비스,일반의원,일반 의원,강서구,201903,,128.9178887,35.09790614
영업/정상,365텐텐이비인후과의원,서비스,일반의원,일반 의원,강서구,201904,,128.9183024,35.09856317
영업/정상,명지튼튼한의원,서비스,한의원,한의원,강서구,200006,,128.9032682,35.08278411
영업/정상,명지튼튼정형외과의원,서비스,일반의원,일반 의원,강서구,201909,,128.9198356,35.09840734
영업/정상,연세이편한치과의원,서비스,치과의원,치과 의원,강서구,201911,,128.9182346,35.09317335
영업/정상,맑은샘이비인후과의원,서비스,일반의원,일반 의원,강서구,201608,,128.9178887,35.09790614
영업/정상,더퍼스트성모안과의원,서비스,일반의원,일반 의원,강서구,202202,,128.9060482,35.09556998
영업/정상,명지내과의원,서비스,일반의원,일반 의원,강서구,202203,,128.9068213,35.09412179
영업/정상,더예쁜 의원,서비스,일반의원,일반 의원,강서구,202004,,128.9102608,35.09356177
영업/정상,늘편한 이비인후과의원,서비스,일반의원,일반 의원,강서구,202004,,128.903926,35.08302553
영업/정상,명지웰마취통증의학과의원,서비스,일반의원,일반 의원,강서구,202302,,128.9076488,35.09404748
영업/정상,명지화이트치과의원,서비스,치과의원,치과 의원,강서구,202302,,128.9068213,35.09412179
영업/정상,정지훈치과의원,서비스,치과의원,치과 의원,강서구,201501,,128.8778255,35.085967
영업/정상,주치과의원,서비스,치과의원,치과 의원,금정구,199108,,129.0932974,35.2408616
영업/정상,패밀리치과의원,서비스,치과의원,치과 의원,금정구,199110,,129.0909665,35.26009036
영업/정상,조기종치과의원,서비스,치과의원,치과 의원,금정구,199204,,129.0906579,35.22287425
영업/정상,한독외과의원,서비스,일반의원,일반 의원,금정구,199205,,129.0955701,35.21786332
영업/정상,송지한의원,서비스,한의원,한의원,금정구,199205,,129.089476,35.27100157
영업/정상,초하한의원,서비스,한의원,한의원,금정구,199208,,129.087993,35.25809676
영업/정상,이성한한의원,서비스,한의원,한의원,금정구,199209,,129.1039684,35.21503286
영업/정상,김앤박치과의원,서비스,치과의원,치과 의원,금정구,199209,,129.1033489,35.21466745
영업/정상,리더스차치과의원,서비스,치과의원,치과 의원,금정구,199410,,129.0921317,35.23859196
영업/정상,심홍택치과의원,서비스,치과의원,치과 의원,금정구,199505,,129.0875607,35.25785708
영업/정상,디킴스피부과의원,서비스,일반의원,일반 의원,금정구,199704,,129.0910621,35.25731518
영업/정상,삼성치과의원,서비스,치과의원,치과 의원,금정구,199705,,129.0924058,35.27140496
영업/정상,프라임치과보철과치과의원,서비스,치과의원,치과 의원,금정구,199706,,129.0909703,35.24844436
영업/정상,베스트의원,서비스,일반의원,일반 의원,금정구,199707,,129.0818583,35.22521258
영업/정상,이상목이비인후과의원,서비스,일반의원,일반 의원,금정구,199707,,129.1045877,35.21475757
영업/정상,명성치과의원,서비스,치과의원,치과 의원,금정구,199711,,129.0920991,35.22656937
영업/정상,우리의원,서비스,일반의원,일반 의원,금정구,199712,,129.112223,35.22103427
영업/정상,범어연합치과의원,서비스,치과의원,치과 의원,금정구,201603,,129.0929735,35.27200021
영업/정상,다스림한의원,서비스,한의원,한의원,금정구,201603,,129.0824779,35.22424114
영업/정상,플러스온누리약국,소매, ,의약품 소매업,남구,201302,,129.1029643,35.13844587
영업/정상,올리브약국,소매, ,의약품 소매업,남구,201303,,129.1192664,35.10290862
영업/정상,대연약국,소매, ,의약품 소매업,남구,201307,,129.0927736,35.13538225
영업/정상,현대메디칼약국,소매, ,의약품 소매업,남구,201308,,129.0720271,35.14376017
영업/정상,참좋은약국,소매, ,의약품 소매업,남구,201011,,129.1111128,35.12397676
영업/정상,유림약국,소매, ,의약품 소매업,남구,201101,,129.0663972,35.14302333
영업/정상,금호약국,소매, ,의약품 소매업,남구,199102,,129.1123128,35.11973529
영업/정상,온누리대광당약국,소매, ,의약품 소매업,남구,199603,,129.0909218,35.12829739
영업/정상,시민약국,소매, ,의약품 소매업,남구,199704,,129.1117856,35.11979805
영업/정상,현대약국,소매, ,의약품 소매업,남구,199003,,129.1122905,35.12416863
영업/정상,은성약국,소매, ,의약품 소매업,남구,199004,,129.1137079,35.11461587
영업/정상,명륜당약국,소매, ,의약품 소매업,남구,202209,,129.0714047,35.13640145
영업/정상,행복한약국,소매, ,의약품 소매업,남구,200102,,129.0706065,35.13720855
영업/정상,재민약국,소매, ,의약품 소매업,남구,200205,,129.0710783,35.13604396
영업/정상,자유약국,소매, ,의약품 소매업,남구,200301,,129.0801244,35.12440339
영업/정상,한마음약국,소매, ,의약품 소매업,남구,200304,,129.0712664,35.13841754
영업/정상,LG참약국,소매, ,의약품 소매업,남구,200304,,129.1123627,35.12821526
영업/정상,성심약국,소매, ,의약품 소매업,남구,201506,,129.1118346,35.11820533
영업/정상,새론약국,소매, ,의약품 소매업,남구,201508,,129.1010539,35.14194223
영업/정상,소나무약국,소매, ,의약품 소매업,남구,201508,,129.0906194,35.13822122
영업/정상,늘봄약국,소매, ,의약품 소매업,남구,201604,,129.0995195,35.13679543
영업/정상,미모약국,소매, ,의약품 소매업,남구,201608,,129.0875796,35.12357975
영업/정상,메트로3층약국,소매, ,의약품 소매업,남구,201609,,129.1123627,35.12821526
영업/정상,대학온누리약국,소매, ,의약품 소매업,남구,201410,,129.098877,35.13715875
영업/정상,보은약국,소매, ,의약품 소매업,남구,201502,,129.0711065,35.12587716
영업/정상,우암약국,소매, ,의약품 소매업,남구,201502,,129.078715,35.12461813
영업/정상,새경대약국,소매, ,의약품 소매업,남구,201503,,129.0986792,35.13706551
영업/정상,바른정치과의원,서비스,치과의원,치과 의원,금정구,201509,,129.0923739,35.27395289
영업/정상,온정신건강의학과의원,서비스,일반의원,일반 의원,금정구,201510,,129.0849813,35.22234029
영업/정상,맨하탄치과의원,서비스,치과의원,치과 의원,금정구,201511,,129.0919637,35.23774491
영업/정상,이경일내과의원,서비스,일반의원,일반 의원,금정구,201601,,129.0921277,35.26556902
영업/정상,제이케이(JK)맑은피부과의원,서비스,일반의원,일반 의원,금정구,201602,,129.0909703,35.24844436
영업/정상,엘린의원,서비스,일반의원,일반 의원,금정구,201605,,129.0917606,35.24888315
영업/정상,경희상훈한의원,서비스,한의원,한의원,금정구,201606,,129.0858315,35.23287036
영업/정상,제제한의원,서비스,한의원,한의원,금정구,201609,,129.0891959,35.27026515
영업/정상,김태균마취통증의학과의원,서비스,일반의원,일반 의원,금정구,201702,,129.0923508,35.2710091
영업/정상,부산휴내과의원,서비스,일반의원,일반 의원,금정구,201611,,129.0853102,35.22843944
영업/정상,센텀린의원,서비스,일반의원,일반 의원,금정구,201701,,129.0856407,35.23112164
영업/정상,윤정신건강의학과의원,서비스,일반의원,일반 의원,금정구,201702,,129.091076,35.25788208
영업/정상,디이엔치과의원,서비스,치과의원,치과 의원,금정구,201706,,129.092288,35.26295999
영업/정상,바로나치과의원,서비스,치과의원,치과 의원,금정구,201703,,129.0849813,35.22234029
영업/정상,보광한의원,서비스,한의원,한의원,금정구,201506,,129.0848046,35.27470773
영업/정상,"행복의원,한의원",서비스,한의원,한의원,금정구,201203,,129.1017723,35.21541432
영업/정상,김태균내과의원,서비스,일반의원,일반 의원,금정구,201507,,129.091299,35.23794087
영업/정상,민들레내과의원,서비스,일반의원,일반 의원,금정구,201508,,129.0923495,35.27115362
영업/정상,구서한의원,서비스,한의원,한의원,금정구,201509,,129.0898865,35.24792941
영업/정상,안치과의원,서비스,치과의원,치과 의원,금정구,200605,,129.0879993,35.25141317
영업/정상,미로한의원,서비스,한의원,한의원,금정구,200605,,129.0872282,35.24926658
영업/정상,새로운정형외과의원,서비스,일반의원,일반 의원,금정구,200605,,129.0905103,35.2485946
영업/정상,캐슬치과의원,서비스,치과의원,치과 의원,금정구,200607,,129.086154,35.25136474
영업/정상,백두한의원,서비스,한의원,한의원,금정구,202007,,129.0883002,35.24446318
영업/정상,예스약국,소매, ,의약품 소매업,남구,201207,,129.1107916,35.11460835
영업/정상,세계약국,소매, ,의약품 소매업,남구,201210,,129.1123627,35.12821526
영업/정상,마트약국,소매, ,의약품 소매업,남구,201210,,129.0716099,35.13720165
영업/정상,행복약국,소매, ,의약품 소매업,남구,201401,,129.0849446,35.12260098
영업/정상,고은약국,소매, ,의약품 소매업,남구,201403,,129.0886609,35.12442696
영업/정상,경희소망한약국,소매, ,의약품 소매업,남구,201408,,129.107485,35.12725272
영업/정상,성모약국,소매, ,의약품 소매업,남구,201511,,129.1112157,35.11166966
영업/정상,튼튼약국,소매, ,의약품 소매업,남구,201511,,129.1123627,35.12821526
영업/정상,다솜약국,소매, ,의약품 소매업,남구,201512,,129.0700694,35.13726187
영업/정상,일층약국,소매, ,의약품 소매업,남구,201602,,129.1011243,35.13832317
영업/정상,신용호대형약국,소매, ,의약품 소매업,남구,201603,,129.1122439,35.1194585
영업/정상,LG약국,소매, ,의약품 소매업,남구,201603,,129.1123627,35.12821526
영업/정상,고은약국,소매, ,의약품 소매업,남구,201806,,129.0785565,35.12461572
영업/정상,우리약국,소매, ,의약품 소매업,남구,201702,,129.1115147,35.11853902
영업/정상,조은약국,소매, ,의약품 소매업,남구,201705,,129.0871946,35.13513344
영업/정상,웰빙약국,소매, ,의약품 소매업,남구,201706,,129.0889154,35.13518474
영업/정상,수약국,소매, ,의약품 소매업,남구,202005,,129.0923837,35.13469414
영업/정상,마음애약국,소매, ,의약품 소매업,남구,202111,,129.1106044,35.12549378
영업/정상,성모정문약국,소매, ,의약품 소매업,남구,202111,,129.1122759,35.10855842
영업/정상,참약사 평화약국,소매, ,의약품 소매업,남구,202303,,129.0843788,35.11920537
영업/정상,유진약국,소매, ,의약품 소매업,남구,201808,,129.0808486,35.13855961
영업/정상,신성약국,소매, ,의약품 소매업,남구,202301,,129.1099622,35.12351632
영업/정상,우리들약국,소매, ,의약품 소매업,남구,202107,,129.1112911,35.11375393
영업/정상,신세명약국,소매, ,의약품 소매업,남구,202210,,129.1093445,35.12631831
영업/정상,건강약국,소매, ,의약품 소매업,남구,202209,,129.1123749,35.1206346
영업/정상,사거리약국,소매, ,의약품 소매업,남구,202210,,129.0920107,35.13535219
영업/정상,단디치과의원,서비스,치과의원,치과 의원,금정구,202108,,129.1032571,35.21495672
영업/정상,뉴티스치과교정과치과의원,서비스,치과의원,치과 의원,금정구,202109,,129.0890408,35.24661556
영업/정상,이주원내과의원,서비스,일반의원,일반 의원,금정구,202109,,129.0926652,35.27269522
영업/정상,서울 당신을 위한 정형외과의원,서비스,일반의원,일반 의원,금정구,202105,,129.0876432,35.22786093
영업/정상,더힘찬한의원,서비스,한의원,한의원,금정구,202106,,129.0894478,35.24686243
영업/정상,오윤한의원,서비스,한의원,한의원,금정구,202105,,129.091076,35.25788208
영업/정상,서울신세계치과의원,서비스,치과의원,치과 의원,금정구,202106,,129.0887103,35.24701559
영업/정상,올바른정형외과의원,서비스,일반의원,일반 의원,금정구,202106,,129.0887103,35.24701559
영업/정상,한결치과의원,서비스,치과의원,치과 의원,금정구,200902,,129.0876421,35.23790894
영업/정상,동비한의원,서비스,한의원,한의원,금정구,201502,,129.0832799,35.22640789
영업/정상,주안치과의원,서비스,치과의원,치과 의원,금정구,201503,,129.0862647,35.23970029
영업/정상,바른몸청담한의원,서비스,한의원,한의원,금정구,201505,,129.0905103,35.2485946
영업/정상,다나마취통증의학과의원,서비스,일반의원,일반 의원,금정구,201203,,129.0849813,35.22234029
영업/정상,손동훈정형외과의원,서비스,일반의원,일반 의원,금정구,201203,,129.0923592,35.27187217
영업/정상,하이얀치과의원,서비스,치과의원,치과 의원,금정구,201305,,129.0910913,35.24843743
영업/정상,하나가정의학과의원,서비스,일반의원,일반 의원,금정구,201305,,129.0827457,35.22715695
영업/정상,남산치과의원,서비스,치과의원,치과 의원,금정구,199307,,129.0886246,35.27220973
영업/정상,박지태치과의원,서비스,치과의원,치과 의원,금정구,199311,,129.089087,35.24701244
영업/정상,동래미치과의원,서비스,치과의원,치과 의원,금정구,199402,,129.0884084,35.22016637
영업/정상,남산제일내과의원,서비스,일반의원,일반 의원,금정구,199403,,129.0888007,35.27120003
영업/정상,김성재한의원,서비스,한의원,한의원,금정구,199404,,129.0889946,35.24632826
영업/정상,정영기내과의원,서비스,일반의원,일반 의원,금정구,199405,,129.0913507,35.2614896
영업/정상,김비뇨기과의원,서비스,일반의원,일반 의원,금정구,199406,,129.091728,35.26329966
영업/정상,최양숙소아청소년과의원,서비스,일반의원,일반 의원,금정구,199510,,129.089087,35.24701244
영업/정상,박종성내과의원,서비스,일반의원,일반 의원,금정구,198312,,129.1045877,35.21475757
영업/정상,다올약국,소매, ,의약품 소매업,남구,202210,,129.0901153,35.13476542
영업/정상,성신약국,소매, ,의약품 소매업,남구,202211,,129.1096759,35.11130003
영업/정상,이룸약국,소매, ,의약품 소매업,남구,202209,,129.0903303,35.13481955
영업/정상,중앙약국,소매, ,의약품 소매업,남구,202209,,129.1123627,35.12821526
영업/정상,대연시장약국,소매, ,의약품 소매업,남구,202103,,129.0971103,35.13456665
영업/정상,못골약국,소매, ,의약품 소매업,남구,202207,,129.0920575,35.13614119
폐업,미소약국,소매, ,의약품 소매업,남구,202212,202304,129.1053494,35.13941911
폐업,시장약국,소매, ,의약품 소매업,남구,202209,202305,129.1122815,35.1150749
영업/정상,정성약국,소매, ,의약품 소매업,남구,202004,,129.0928731,35.13491789
영업/정상,오복당건재약국,소매, ,의약품 소매업,남구,201908,,129.1192664,35.10290862
영업/정상,다온약국,소매, ,의약품 소매업,남구,202001,,129.0865632,35.13457904
영업/정상,봄봄약국,소매, ,의약품 소매업,남구,202003,,129.0832737,35.13490161
영업/정상,곰약국,소매, ,의약품 소매업,남구,202112,,129.088542,35.1243238
영업/정상,21세기우리네약국,소매, ,의약품 소매업,남구,200306,,129.0726973,35.13670505
영업/정상,대지약국,소매, ,의약품 소매업,남구,200406,,129.1112207,35.11530784
영업/정상,싱싱약국,소매, ,의약품 소매업,남구,200408,,129.0906243,35.13525361
영업/정상,명진약국,소매, ,의약품 소매업,남구,197010,,129.1039272,35.13844631
영업/정상,사상오체사성당약국,소매, ,의약품 소매업,남구,197405,,129.0947107,35.11565262
영업/정상,신중앙약국,소매, ,의약품 소매업,남구,197408,,129.1118529,35.11952088
영업/정상,라파온누리약국,소매, ,의약품 소매업,남구,200502,,129.0708542,35.13722341
영업/정상,오륙도약국,소매, ,의약품 소매업,남구,200505,,129.1114723,35.11684494
영업/정상,대흥천보약국,소매, ,의약품 소매업,남구,197708,,129.0716712,35.1440975
영업/정상,이루미치과의원,서비스,치과의원,치과 의원,금정구,199603,,129.0906801,35.23928862
영업/정상,손한의원,서비스,한의원,한의원,금정구,199605,,129.0918314,35.26390813
영업/정상,나치과의원,서비스,치과의원,치과 의원,금정구,201702,,129.0923508,35.2710091
영업/정상,더고운피부과의원,서비스,일반의원,일반 의원,금정구,201703,,129.0849813,35.22234029
영업/정상,라온치과의원,서비스,치과의원,치과 의원,금정구,201704,,129.0886297,35.2459265
영업/정상,윤이비인후과의원,서비스,일반의원,일반 의원,금정구,201705,,129.1041049,35.21484262
영업/정상,서승진정신건강의학과의원,서비스,일반의원,일반 의원,금정구,201708,,129.0900655,35.24684978
영업/정상,신공한의원,서비스,한의원,한의원,금정구,199610,,129.0844087,35.22541489
영업/정상,해산한의원,서비스,한의원,한의원,금정구,199611,,129.0885132,35.26574317
영업/정상,김철수이비인후과의원,서비스,일반의원,일반 의원,금정구,199611,,129.0876264,35.23770233
영업/정상,차병철치과의원,서비스,치과의원,치과 의원,금정구,199612,,129.1033331,35.21428076
영업/정상,광명한의원,서비스,한의원,한의원,금정구,199703,,129.1137483,35.22273575
영업/정상,두실한의원,서비스,한의원,한의원,금정구,199704,,129.0909769,35.25758348
영업/정상,정성모한의원,서비스,한의원,한의원,금정구,199704,,129.0923592,35.27187217
영업/정상,해인한의원,서비스,한의원,한의원,금정구,201807,,129.0918441,35.22766149
영업/정상,김봉겸치과의원,서비스,치과의원,치과 의원,금정구,197906,,129.0860391,35.234119
영업/정상,태명산내과의원,서비스,일반의원,일반 의원,금정구,198002,,129.0916662,35.2261689
영업/정상,한독의원,서비스,일반의원,일반 의원,금정구,198005,,129.0880465,35.24465778
영업/정상,김상천치과의원,서비스,치과의원,치과 의원,금정구,197801,,129.1026007,35.21510591
영업/정상,구서치과의원,서비스,치과의원,치과 의원,금정구,198007,,129.0890804,35.24688665
영업/정상,김종주의 행복의원,서비스,일반의원,일반 의원,금정구,198103,,129.0866918,35.23982252
영업/정상,정성일의원,서비스,일반의원,일반 의원,금정구,198512,,129.0985084,35.21669214
영업/정상,든든한덕모신경외과의원,서비스,일반의원,일반 의원,금정구,198605,,129.0913789,35.22485399
영업/정상,권미경치과의원,서비스,치과의원,치과 의원,금정구,198608,,129.1044533,35.21454662
영업/정상,세종외과의원,서비스,일반의원,일반 의원,금정구,198612,,129.1096178,35.21812593
영업/정상,우정약국,소매, ,의약품 소매업,남구,197905,,129.088129,35.13473679
영업/정상,우리약국,소매, ,의약품 소매업,남구,200603,,129.081689,35.11592389
영업/정상,하나약국,소매, ,의약품 소매업,남구,200605,,129.1108051,35.11481154
영업/정상,메디칼천사약국,소매, ,의약품 소매업,남구,200606,,129.1097035,35.11122594
영업/정상,평화약국,소매, ,의약품 소매업,남구,200606,,129.109754,35.11108644
영업/정상,일광약국,소매, ,의약품 소매업,남구,198004,,129.0820209,35.11599739
영업/정상,건민약국,소매, ,의약품 소매업,남구,198006,,129.0812278,35.11689993
영업/정상,문화약국,소매, ,의약품 소매업,남구,198205,,129.0915923,35.12852421
영업/정상,건강한약국,소매, ,의약품 소매업,남구,198211,,129.0880721,35.13512988
영업/정상,우석약국,소매, ,의약품 소매업,남구,198301,,129.0767185,35.14435814
영업/정상,배정약국,소매, ,의약품 소매업,남구,198503,,129.0693926,35.13556983
영업/정상,온누리우당약국,소매, ,의약품 소매업,남구,198607,,129.1111734,35.11321067
영업/정상,유명약국,소매, ,의약품 소매업,남구,198811,,129.085051,35.13549832
영업/정상,수아약국,소매, ,의약품 소매업,남구,198906,,129.113351,35.11459028
영업/정상,성모메디칼약국,소매, ,의약품 소매업,남구,200606,,129.109754,35.11108644
영업/정상,메디팜한신약국,소매, ,의약품 소매업,남구,199708,,129.0963382,35.12304128
영업/정상,우리약국,소매, ,의약품 소매업,남구,199805,,129.0969356,35.13510042
영업/정상,온누리한빛약국,소매, ,의약품 소매업,남구,200007,,129.0884883,35.1352418
영업/정상,나라약국,소매, ,의약품 소매업,남구,200008,,129.0942125,35.13506637
영업/정상,백세약국,소매, ,의약품 소매업,남구,200105,,129.0852129,35.13551443
영업/정상,한사랑약국,소매, ,의약품 소매업,남구,200108,,129.0879174,35.12437584
영업/정상,한마음약국,소매, ,의약품 소매업,남구,200201,,129.0990011,35.13664525
영업/정상,일동약국,소매, ,의약품 소매업,남구,200612,,129.0894493,35.13536398
영업/정상,소정약국,소매, ,의약품 소매업,남구,200701,,129.0673377,35.1448509
