영업상태,점포명,업종대분류,업종중분류,업종명,행정구,인허가일,폐업일,경도,위도
영업/정상,포차소소,외식,한식음식점,한식 일반 음식점업,동래구,199711,,129.100306,35.20096608
영업/정상,대성식당,외식,한식음식점,한식 일반 음식점업,강서구,201202,,128.9510667,35.14920908
영업/정상,바로튀김,외식,분식전문점,기타 간이 음식점업,수영구,200402,,129.111497,35.14686844
영업/정상,실비식당,외식,한식음식점,한식 일반 음식점업,중구,198109,,129.0375521,35.1003801
영업/정상,해바라기,외식,한식음식점,한식 일반 음식점업,중구,198109,,129.0356071,35.10516398
영업/정상,해동아구찜,외식,한식음식점,한식 일반 음식점업,영도구,199512,,129.0682479,35.07086512
영업/정상,마당쇠껍데기와 소금구이,외식,한식음식점,한식 일반 음식점업,중구,198109,,129.0353058,35.10106242
영업/정상,영도 녹두집,외식,한식음식점,한식 일반 음식점업,영도구,199512,,129.038018,35.08949022
영업/정상,우정레스토랑,외식,양식음식점,서양식 음식점업,서구,201104,,129.0246574,35.09701801
영업/정상,남이네식당,외식,한식음식점,한식 일반 음식점업,서구,201104,,129.0235159,35.0947757
영업/정상,새부평양곱창,외식,한식음식점,한식 일반 음식점업,중구,198109,,129.0260425,35.10057761
영업/정상,동해생태탕,외식,한식음식점,한식 일반 음식점업,중구,198109,,129.0352684,35.105997
영업/정상,우리동네 큰닭,외식,호프·간이주점,기타 주점업,영도구,199602,,129.039208,35.08985165
영업/정상,녹산집,외식,한식음식점,한식 일반 음식점업,중구,198109,,129.0370275,35.11096651
영업/정상,리안돈카츠,외식,호프·간이주점,기타 주점업,동래구,199709,,129.1044497,35.19734803
영업/정상,유황오리,외식,한식음식점,한식 일반 음식점업,동래구,199709,,129.08725,35.2019648
영업/정상,스몰굿커피 금정구청점,외식,양식음식점,서양식 음식점업,금정구,198208,,129.0936807,35.24286939
영업/정상,화인,외식,한식음식점,한식 일반 음식점업,금정구,198210,,129.1103024,35.21574638
영업/정상,가쯔렛,외식,양식음식점,서양식 음식점업,북구,200407,,129.0113314,35.23590904
영업/정상,재진이네,외식,한식음식점,한식 일반 음식점업,동래구,199710,,129.0869414,35.20268688
영업/정상,명장숯불뒷고기,외식,한식음식점,한식 일반 음식점업,동래구,199710,,129.1019777,35.20438752
영업/정상,우신아구찜,외식,한식음식점,한식 일반 음식점업,북구,200407,,129.0151618,35.23701785
영업/정상,꼼장어가 숨을 쉬다,외식,분식전문점,기타 간이 음식점업,영도구,200710,,129.0384022,35.09298711
영업/정상,아지트,외식,양식음식점,서양식 음식점업,서구,200309,,129.0256704,35.09606395
영업/정상,배떡 명지오션시티점,외식,분식전문점,기타 간이 음식점업,강서구,200703,,128.9096194,35.08478845
영업/정상,아몬드치킨,외식,치킨전문점,치킨 전문점,동래구,199710,,129.0646261,35.21089735
영업/정상,바보주막,외식,한식음식점,한식 일반 음식점업,서구,200301,,129.0234993,35.09462392
영업/정상,푸른성,외식,중식음식점,중식 음식점업,북구,199704,,129.0073472,35.20593535
영업/정상,전국구치킨,외식,호프·간이주점,기타 주점업,동래구,199710,,129.0670889,35.20570368
영업/정상,육교집,외식,한식음식점,한식 일반 음식점업,서구,199110,,129.0137643,35.11316196
영업/정상,또래오래 영도구 대교동점,외식,호프·간이주점,기타 주점업,영도구,201805,,129.0373073,35.09380994
영업/정상,더뷰,외식,양식음식점,서양식 음식점업,영도구,200711,,129.0708149,35.078454
영업/정상,진도야족발,외식,한식음식점,한식 일반 음식점업,영도구,200711,,129.0432594,35.09149141
영업/정상,목구멍 영도점,외식,한식음식점,한식 일반 음식점업,영도구,200711,,129.0406437,35.09066073
영업/정상,비비큐,외식,치킨전문점,치킨 전문점,영도구,200711,,129.0720182,35.07667698
영업/정상,카페드220볼트 (cafe de 220volt),외식,양식음식점,서양식 음식점업,영도구,201805,,129.0561354,35.09399561
영업/정상,청기와,외식,한식음식점,한식 일반 음식점업,강서구,201107,,128.8722058,35.10567131
영업/정상,잘말린누나들,외식,호프·간이주점,기타 주점업,영도구,201702,,129.0807968,35.06863197
영업/정상,"동궁찜닭(화명,금곡점)",외식,한식음식점,한식 일반 음식점업,북구,200312,,129.0113148,35.23550046
영업/정상,동네음식점,외식,한식음식점,한식 일반 음식점업,강서구,201104,,128.9137989,35.2148737
영업/정상,다유,외식,호프·간이주점,기타 주점업,북구,199911,,129.0302286,35.21118782
영업/정상,명지가야밀면,외식,분식전문점,기타 간이 음식점업,강서구,201105,,128.9117237,35.08776436
영업/정상,사계절삼계탕,외식,한식음식점,한식 일반 음식점업,북구,199911,,129.0261938,35.2118419
영업/정상,일성관,외식,중식음식점,중식 음식점업,중구,199802,,129.0254393,35.10018882
영업/정상,아웃닭,외식,치킨전문점,치킨 전문점,수영구,200308,,129.1182809,35.15473902
영업/정상,소밤,외식,한식음식점,한식 일반 음식점업,금정구,202108,,129.0854186,35.23077523
영업/정상,푸르릇,외식,양식음식점,서양식 음식점업,금정구,202108,,129.085929,35.24111344
영업/정상,해산물전복죽,외식,분식전문점,기타 간이 음식점업,북구,202108,,128.9951776,35.19551863
영업/정상,쿨키즈네버다이,외식,분식전문점,기타 간이 음식점업,금정구,202109,,129.0863949,35.23685679
영업/정상,오티티프라이빗(OTT PRIVATE),외식,분식전문점,기타 간이 음식점업,남구,202109,,129.0989567,35.13626411
영업/정상,시안에프앤비(F&B),외식,분식전문점,기타 간이 음식점업,부산진구,202104,,129.0635504,35.16519514
영업/정상,삼양분식,외식,한식음식점,한식 일반 음식점업,부산진구,202108,,129.0344022,35.14926913
영업/정상,옥희상회,외식,분식전문점,기타 간이 음식점업,사하구,202109,,128.9673177,35.08044543
영업/정상,만타스시31괴정점,외식,일식음식점,일식 음식점업,사하구,202109,,128.9934618,35.09846706
영업/정상,삼미분식,외식,분식전문점,기타 간이 음식점업,사하구,202108,,128.9692505,35.04532651
영업/정상,백덮밥,외식,한식음식점,한식 일반 음식점업,사하구,202108,,128.9655514,35.10272417
영업/정상,몽키,외식,분식전문점,기타 간이 음식점업,사하구,202108,,128.9586018,35.1043182
영업/정상,알통떡강정 시청점,외식,한식음식점,한식 일반 음식점업,연제구,202108,,129.0728188,35.18190505
영업/정상,알통떡강정 시청점,외식,한식음식점,한식 일반 음식점업,연제구,202108,,129.0728188,35.18190505
영업/정상,황생가칼국수 NC백화점해운대점,외식,한식음식점,한식 일반 음식점업,해운대구,202109,,129.1770474,35.17052884
영업/정상,샌딜리버블 해운대점,외식,한식음식점,한식 일반 음식점업,해운대구,202109,,129.1733987,35.16050522
영업/정상,짬뽕관 연제점,외식,한식음식점,한식 일반 음식점업,연제구,202109,,129.0736656,35.19044429
영업/정상,최고당돈가스 용호점,외식,양식음식점,서양식 음식점업,남구,202109,,129.1107831,35.11161682
영업/정상,참치무라,외식,일식음식점,일식 음식점업,금정구,202109,,129.1036848,35.21565518
영업/정상,하프와인,외식,호프·간이주점,기타 주점업,중구,202108,,129.0252296,35.09924968
영업/정상,비비큐(BBQ) 부산센텀비스타점,외식,호프·간이주점,기타 주점업,수영구,202108,,129.1209765,35.16614301
영업/정상,마이웨이,외식,호프·간이주점,기타 주점업,북구,202107,,129.0045776,35.20688396
영업/정상,라면플레이스,외식,분식전문점,기타 간이 음식점업,북구,202107,,129.0081631,35.22392238
영업/정상,환수림식당 서면점,외식,한식음식점,한식 일반 음식점업,부산진구,202107,,129.0553672,35.15577313
영업/정상,멕시카나 양정점,외식,한식음식점,한식 일반 음식점업,부산진구,202107,,129.0697464,35.16973953
영업/정상,더퀸(The Queen),외식,한식음식점,한식 일반 음식점업,부산진구,202107,,129.0681319,35.17186659
영업/정상,챔치,외식,일식음식점,일식 음식점업,부산진구,202107,,129.0614528,35.15668556
영업/정상,전포명지,외식,한식음식점,한식 일반 음식점업,부산진구,202107,,129.0665267,35.1529948
영업/정상,NALO,외식,일식음식점,일식 음식점업,부산진구,202107,,129.06759,35.15295462
영업/정상,손정순찜닭 사상점,외식,한식음식점,한식 일반 음식점업,사상구,202108,,128.9890161,35.16782662
영업/정상,떳쭝가게,외식,양식음식점,기타 외국식 음식점업,사상구,202108,,128.9806539,35.17246617
영업/정상,불난포차,외식,한식음식점,한식 일반 음식점업,사상구,202108,,129.0000969,35.14806518
영업/정상,무야,외식,일식음식점,일식 음식점업,부산진구,202109,,129.0668096,35.15316628
영업/정상,방곡호프,외식,호프·간이주점,기타 주점업,기장군,202109,,129.1895942,35.32615061
영업/정상,돌담,외식,한식음식점,한식 일반 음식점업,사하구,202107,,128.9651896,35.11305743
영업/정상,낙지발이 몇개고,외식,분식전문점,기타 간이 음식점업,사하구,202107,,128.9655963,35.04853638
영업/정상,닭가대표 대연1호점,외식,호프·간이주점,기타 주점업,남구,202107,,129.0997534,35.14057146
영업/정상,대보름오시리아카페앤그라운드,외식,분식전문점,기타 간이 음식점업,기장군,202109,,129.212665,35.18768914
영업/정상,대영식당,외식,한식음식점,한식 일반 음식점업,영도구,202108,,129.0474171,35.08900563
영업/정상,샐리드랍 사직점,외식,분식전문점,기타 간이 음식점업,동래구,202108,,129.0743833,35.20033444
영업/정상,88양곱창센터 3호,외식,한식음식점,한식 일반 음식점업,사하구,202102,,128.9640023,35.10680631
영업/정상,한근두루치기&제육볶음,외식,분식전문점,기타 간이 음식점업,북구,202108,,129.0185475,35.21242258
영업/정상,향기,외식,한식음식점,한식 일반 음식점업,금정구,202108,,129.1034425,35.21494075
영업/정상,육회소,외식,한식음식점,한식 일반 음식점업,금정구,202108,,129.0881951,35.26213577
영업/정상,대게랑스시랑,외식,일식음식점,일식 음식점업,강서구,202109,,128.9068213,35.09412179
영업/정상,CS food&kitchen(씨에스 푸드앤키친),외식,한식음식점,한식 일반 음식점업,영도구,202109,,129.043422,35.08426822
영업/정상,빅스타피자 부산영도점,외식,양식음식점,서양식 음식점업,영도구,202109,,129.0628057,35.09093436
영업/정상,60계치킨 부산초량점,외식,호프·간이주점,기타 주점업,동구,202109,,129.039836,35.12279842
영업/정상,브라운돈까스 부산 범방점,외식,호프·간이주점,기타 주점업,강서구,202108,,128.8818371,35.14930625
영업/정상,신마녀떡볶이,외식,분식전문점,기타 간이 음식점업,강서구,202108,,128.9213687,35.1054094
영업/정상,치킨버거클럽,외식,한식음식점,한식 일반 음식점업,수영구,202109,,129.1227653,35.15867088
영업/정상,세컨디포레스트 광안리점,외식,양식음식점,서양식 음식점업,수영구,202109,,129.1260939,35.15425478
영업/정상,바흐르,외식,한식음식점,한식 일반 음식점업,수영구,202109,,129.1124919,35.1497081
영업/정상,우리할매떡볶이 개금점,외식,분식전문점,기타 간이 음식점업,부산진구,202109,,129.0209734,35.15252146
영업/정상,원제면소,외식,한식음식점,한식 일반 음식점업,동구,202108,,129.0487042,35.13021935
영업/정상,한끼닭칼국수,외식,한식음식점,한식 일반 음식점업,동구,202108,,129.0585626,35.14131315
영업/정상,월하독작,외식,한식음식점,한식 일반 음식점업,남구,202108,,129.1044911,35.13784053
영업/정상,힘내시게,외식,한식음식점,한식 일반 음식점업,강서구,202107,,128.9076488,35.09404748
영업/정상,우리동네참치정육점 부산직영점,외식,일식음식점,일식 음식점업,해운대구,202108,,129.1591698,35.16035712
영업/정상,유빈이네,외식,한식음식점,한식 일반 음식점업,서구,202108,,129.0169866,35.08366644
영업/정상,마포 숯불 갈비,외식,한식음식점,한식 일반 음식점업,연제구,202108,,129.0745749,35.18329666
영업/정상,동래면옥,외식,한식음식점,한식 일반 음식점업,동래구,201703,,129.0798798,35.21104716
영업/정상,미미샤브,외식,한식음식점,한식 일반 음식점업,북구,202109,,129.0040495,35.20708459
영업/정상,동래김치찜,외식,한식음식점,한식 일반 음식점업,동래구,202109,,129.0720658,35.20911702
영업/정상,샤브랑 나베랑,외식,한식음식점,한식 일반 음식점업,사하구,202109,,128.9779135,35.1021938
영업/정상,대수정 현대부산점,외식,한식음식점,한식 일반 음식점업,동구,202108,,129.0585626,35.14131315
영업/정상,후라이드참맛있는집,외식,분식전문점,기타 간이 음식점업,동구,202108,,129.0349497,35.12564242
영업/정상,스크러피,외식,양식음식점,서양식 음식점업,수영구,202107,,129.1114842,35.14669516
영업/정상,찬스컴퍼니(태종도원),외식,분식전문점,기타 간이 음식점업,영도구,202108,,129.0877108,35.0562806
영업/정상,찬스컴퍼니(태종대분식),외식,분식전문점,기타 간이 음식점업,영도구,202108,,129.0877108,35.0562806
영업/정상,만타스시31 문현점,외식,일식음식점,일식 음식점업,남구,202108,,129.0704534,35.14001433
영업/정상,모이(MOEI),외식,분식전문점,기타 간이 음식점업,남구,202108,,129.0999025,35.13422328
영업/정상,용문족발,외식,한식음식점,한식 일반 음식점업,서구,202108,,129.0240566,35.09706604
영업/정상,포세이돈,외식,한식음식점,한식 일반 음식점업,남구,202108,,129.0673997,35.14623705
영업/정상,먹꼬만닭,외식,호프·간이주점,기타 주점업,부산진구,202108,,129.0727667,35.17771038
영업/정상,모라꼬리,외식,한식음식점,한식 일반 음식점업,사상구,202108,,128.9884786,35.19102641
영업/정상,수라상,외식,한식음식점,한식 일반 음식점업,부산진구,202109,,129.0607061,35.15366156
영업/정상,롱쓰 수영점,외식,한식음식점,한식 일반 음식점업,수영구,202108,,129.1179486,35.17277382
영업/정상,마마초밥서대신점,외식,일식음식점,일식 음식점업,서구,202108,,129.0119315,35.10896259
영업/정상,냠냠 무카타,외식,양식음식점,기타 외국식 음식점업,수영구,202108,,129.114788,35.16425372
영업/정상,금련,외식,한식음식점,한식 일반 음식점업,수영구,202108,,129.1172291,35.1525988
영업/정상,미꼼푸드,외식,한식음식점,한식 일반 음식점업,연제구,202109,,129.0533544,35.18817757
영업/정상,투고샐러드 부산정관점,외식,분식전문점,기타 간이 음식점업,기장군,202107,,129.1771865,35.32137097
영업/정상,수라술아,외식,분식전문점,기타 간이 음식점업,동래구,202301,,129.0854569,35.2045289
영업/정상,덮밥집&파스타비,외식,한식음식점,한식 일반 음식점업,북구,202211,,129.0111635,35.20932977
영업/정상,이부자,외식,한식음식점,한식 일반 음식점업,북구,202211,,128.9958377,35.20289055
영업/정상,엘포스트레(EL POSTRE),외식,분식전문점,기타 간이 음식점업,수영구,202212,,129.1123683,35.1504281
영업/정상,웨이브263,외식,분식전문점,기타 간이 음식점업,수영구,202212,,129.1225629,35.15570174
영업/정상,치보,외식,분식전문점,기타 간이 음식점업,부산진구,202212,,129.0669696,35.15908304
영업/정상,코쿠씨(kokku.c),외식,분식전문점,기타 간이 음식점업,부산진구,202212,,129.0646111,35.1565972
영업/정상,완판멘,외식,분식전문점,기타 간이 음식점업,수영구,202212,,129.1254055,35.15768525
영업/정상,육회보스,외식,한식음식점,한식 일반 음식점업,해운대구,202212,,129.1769437,35.16845283
영업/정상,퐁테이토,외식,분식전문점,기타 간이 음식점업,해운대구,202212,,129.1621312,35.16271905
영업/정상,구프 레코드,외식,한식음식점,한식 일반 음식점업,수영구,202211,,129.1180866,35.16370742
영업/정상,(비엘)BL 푸드,외식,한식음식점,한식 일반 음식점업,해운대구,202301,,129.1263078,35.19474023
영업/정상,플로레스타,외식,분식전문점,기타 간이 음식점업,부산진구,202211,,129.0674307,35.15409652
영업/정상,보선각2,외식,중식음식점,중식 음식점업,부산진구,202211,,129.0573092,35.16059435
영업/정상,투다리 개금점,외식,분식전문점,기타 간이 음식점업,부산진구,202212,,129.0257881,35.15109633
영업/정상,전주식당,외식,한식음식점,한식 일반 음식점업,부산진구,202212,,129.0663785,35.15987354
영업/정상,해운대 연탄 생갈비,외식,한식음식점,한식 일반 음식점업,기장군,202212,,129.1763809,35.32005565
영업/정상,화로궁,외식,분식전문점,기타 간이 음식점업,강서구,202212,,128.8783502,35.08492896
영업/정상,마부마라탕,외식,중식음식점,중식 음식점업,해운대구,202211,,129.1747404,35.17388964
영업/정상,한양,외식,한식음식점,한식 일반 음식점업,강서구,202211,,128.9032711,35.08044056
영업/정상,옥탑청년,외식,호프·간이주점,기타 주점업,사상구,202105,,128.9900595,35.18616361
영업/정상,씨오케이(COK) 범일점,외식,분식전문점,기타 간이 음식점업,동구,202212,,129.0599322,35.13934164
영업/정상,올빼미라이브,외식,호프·간이주점,기타 주점업,동래구,202212,,129.0601603,35.19587039
영업/정상,오유미당동래점,외식,양식음식점,서양식 음식점업,동래구,202212,,129.077067,35.20586251
영업/정상,부산축산농협 한우프라자 하단점,외식,한식음식점,한식 일반 음식점업,사하구,202301,,128.9604004,35.11505493
영업/정상,Im 퐝,외식,분식전문점,기타 간이 음식점업,사하구,202211,,128.9575592,35.0977209
영업/정상,빨간 염소,외식,한식음식점,한식 일반 음식점업,사하구,202211,,128.9729594,35.1029288
영업/정상,푸드시스템연구소,외식,분식전문점,기타 간이 음식점업,사하구,202211,,128.9756046,35.09137189
영업/정상,휴락당까페,외식,분식전문점,기타 간이 음식점업,영도구,202211,,129.0421243,35.09097527
영업/정상,세호푸드,외식,양식음식점,서양식 음식점업,해운대구,202211,,129.175563,35.17045925
영업/정상,동방축산온천장점,외식,한식음식점,한식 일반 음식점업,동래구,202212,,129.0820959,35.21844933
영업/정상,차밭골 풍경,외식,한식음식점,한식 일반 음식점업,동래구,202212,,129.0781556,35.21843515
영업/정상,하단골목포차,외식,분식전문점,기타 간이 음식점업,사하구,202211,,128.9632166,35.11209489
영업/정상,건뚱네 김치속돼지,외식,한식음식점,한식 일반 음식점업,금정구,202211,,129.0854805,35.23223836
영업/정상,바른국밥&도리도리 닭도리탕,외식,한식음식점,한식 일반 음식점업,사하구,202212,,128.9743761,35.0944176
영업/정상,흙시루,외식,한식음식점,한식 일반 음식점업,기장군,202105,,129.2168005,35.25696749
영업/정상,Real 닭꼬치,외식,분식전문점,기타 간이 음식점업,사하구,202212,,128.9775111,35.09022113
영업/정상,푸줏간 동구수정점,외식,한식음식점,한식 일반 음식점업,동구,202301,,129.046699,35.12939538
영업/정상,태종대 암소한마당,외식,한식음식점,한식 일반 음식점업,영도구,202301,,129.0820363,35.06232318
영업/정상,청년피자 기장일광점,외식,분식전문점,기타 간이 음식점업,기장군,202301,,129.2198037,35.25314655
영업/정상,레빗홀인오아시스,외식,한식음식점,한식 일반 음식점업,동래구,202211,,129.0790076,35.20359134
영업/정상,바로덮밥&바로파스타,외식,분식전문점,기타 간이 음식점업,사하구,202211,,128.9588338,35.09667975
영업/정상,명가커피&베이커리 브런치,외식,분식전문점,기타 간이 음식점업,사하구,202211,,128.9983264,35.10202102
영업/정상,아라치,외식,분식전문점,기타 간이 음식점업,사하구,202211,,128.9791396,35.07727374
영업/정상,천라쿵푸 마라탕,외식,중식음식점,중식 음식점업,연제구,202211,,129.0836445,35.18707881
영업/정상,도야족발보쌈 토곡점,외식,한식음식점,한식 일반 음식점업,연제구,202211,,129.1080971,35.18419064
영업/정상,엔자임 동백,외식,분식전문점,기타 간이 음식점업,해운대구,202211,,129.1509469,35.15971322
영업/정상,엔그램커피(NGRAM COFFEE),외식,분식전문점,기타 간이 음식점업,남구,202211,,129.0718017,35.1420802
영업/정상,이디피,외식,한식음식점,한식 일반 음식점업,해운대구,202212,,129.1751146,35.17377632
영업/정상,비슈뿌라나(vishu purana),외식,양식음식점,서양식 음식점업,동래구,202301,,129.0649385,35.19435089
영업/정상,타임슬래시,외식,양식음식점,서양식 음식점업,부산진구,202105,,129.0672348,35.14848406
영업/정상,정포차,외식,한식음식점,한식 일반 음식점업,동래구,202301,,129.0711491,35.20090388
영업/정상,재송92돼지,외식,한식음식점,한식 일반 음식점업,해운대구,201811,,129.1232125,35.1850208
영업/정상,소불,외식,분식전문점,기타 간이 음식점업,해운대구,202212,,129.1220843,35.18534586
영업/정상,두안식당,외식,양식음식점,기타 외국식 음식점업,사상구,202301,,128.9802939,35.17283505
영업/정상,우리동네전집,외식,분식전문점,기타 간이 음식점업,북구,202211,,129.0045345,35.20785414
영업/정상,원할머니보쌈족발부산안락점,외식,한식음식점,한식 일반 음식점업,동래구,202211,,129.1033304,35.1914553
영업/정상,WAKEY(웨이키),외식,분식전문점,기타 간이 음식점업,영도구,202212,,129.0370145,35.09014211
영업/정상,가야블루스,외식,분식전문점,기타 간이 음식점업,부산진구,202211,,129.0313257,35.15019689
영업/정상,프랭크버거 부산괘법점,외식,양식음식점,서양식 음식점업,사상구,202211,,128.9864061,35.16154212
영업/정상,유브유부,외식,한식음식점,한식 일반 음식점업,강서구,202212,,128.9182346,35.09317335
영업/정상,마라는 사랑입니다 사상점,외식,중식음식점,중식 음식점업,사상구,202212,,128.9847832,35.16488905
영업/정상,김복남맥주 괘법점,외식,호프·간이주점,기타 주점업,사상구,202212,,128.98103,35.16959565
영업/정상,구포어매국수,외식,분식전문점,기타 간이 음식점업,북구,202301,,129.0045915,35.20927703
영업/정상,크라운호프 부산초량점,외식,분식전문점,기타 간이 음식점업,동구,202211,,129.0438603,35.12210953
영업/정상,후타츠 부산점,외식,한식음식점,한식 일반 음식점업,부산진구,202211,,129.0646111,35.1565972
영업/정상,달인복국,외식,한식음식점,한식 일반 음식점업,서구,202211,,129.0252311,35.09567086
영업/정상,양푼갈비신&제육천하 명지점,외식,한식음식점,한식 일반 음식점업,강서구,202212,,128.9102608,35.09356177
영업/정상,샌딜리버블(연산점),외식,분식전문점,기타 간이 음식점업,연제구,202301,,129.0747318,35.18580421
영업/정상,동백국수집,외식,한식음식점,한식 일반 음식점업,동구,202211,,129.039375,35.12556399
영업/정상,시민애,외식,양식음식점,서양식 음식점업,남구,202211,,129.1052152,35.13874457
영업/정상,김복남맥주,외식,분식전문점,기타 간이 음식점업,남구,202211,,129.0811986,35.12479375
영업/정상,수프올샐러드,외식,양식음식점,서양식 음식점업,부산진구,202211,,129.0680082,35.15396777
영업/정상,제이엠티카페 서면로점,외식,분식전문점,기타 간이 음식점업,부산진구,202211,,129.0575634,35.15541196
영업/정상,귀한족발 부산대연점,외식,한식음식점,한식 일반 음식점업,남구,202211,,129.0904,35.13540189
영업/정상,페이퍼가든,외식,양식음식점,서양식 음식점업,부산진구,202211,,129.0659901,35.15531417
영업/정상,미강,외식,한식음식점,한식 일반 음식점업,강서구,202211,,128.8997563,35.09521311
영업/정상,엔브릿지,외식,분식전문점,기타 간이 음식점업,강서구,202211,,128.8891046,35.1174941
영업/정상,플레이팅 김해공항 국제선점,외식,분식전문점,기타 간이 음식점업,강서구,202211,,128.9458,35.17287281
영업/정상,이모면빨,외식,한식음식점,한식 일반 음식점업,사하구,202212,,128.9754493,35.06898004
영업/정상,오케오 케이크,외식,분식전문점,기타 간이 음식점업,연제구,202212,,129.0883499,35.17203752
영업/정상,호지면,외식,분식전문점,기타 간이 음식점업,영도구,202212,,129.0833058,35.06913495
영업/정상,알토15,외식,양식음식점,서양식 음식점업,사상구,202212,,128.9843722,35.16365743
영업/정상,혜성식당,외식,한식음식점,한식 일반 음식점업,사상구,202212,,128.9786948,35.17816681
영업/정상,김빠클럽,외식,호프·간이주점,기타 주점업,남구,202211,,129.1107916,35.11460835
영업/정상,고기덮밥,외식,한식음식점,한식 일반 음식점업,사상구,202211,,128.9819713,35.16332646
영업/정상,제주토종돼지국밥,외식,한식음식점,한식 일반 음식점업,강서구,202211,,128.9249355,35.10485858
영업/정상,에르고,외식,한식음식점,한식 일반 음식점업,연제구,202212,,129.0830721,35.17461898
영업/정상,(주)엔제리너스 주례점,외식,분식전문점,기타 간이 음식점업,사상구,202301,,129.0055201,35.14996807
영업/정상,더닭발,외식,한식음식점,한식 일반 음식점업,연제구,202211,,129.0883499,35.17203752
영업/정상,오케이마트,외식,일식음식점,일식 음식점업,연제구,202211,,129.1073626,35.18053935
영업/정상,아지트,외식,한식음식점,한식 일반 음식점업,기장군,202211,,129.2263769,35.31926818
영업/정상,냠냠 숯불두마리치킨(부산정관점),외식,분식전문점,기타 간이 음식점업,기장군,202211,,129.1747916,35.32099219
영업/정상,돌섬 조개구이,외식,분식전문점,기타 간이 음식점업,기장군,202211,,129.1792704,35.32109439
영업/정상,레드테일커피,외식,분식전문점,기타 간이 음식점업,기장군,202211,,129.2166311,35.19157803
영업/정상,KEEP AWAKE(킵어웨이크),외식,분식전문점,기타 간이 음식점업,기장군,202211,,129.226062,35.26553227
영업/정상,구일비 시청점,외식,한식음식점,한식 일반 음식점업,연제구,202211,,129.074259,35.18204136
영업/정상,대구횟집,외식,일식음식점,일식 음식점업,중구,202211,,129.0312756,35.09715046
영업/정상,백이 낙곱새,외식,한식음식점,한식 일반 음식점업,중구,202211,,129.0296548,35.1033371
영업/정상,반올림피자 부산연산점,외식,분식전문점,기타 간이 음식점업,연제구,202212,,129.0876698,35.1806287
영업/정상,유외숙 김밥 연어집,외식,한식음식점,한식 일반 음식점업,연제구,202212,,129.0841585,35.18839498
영업/정상,요고양식,외식,양식음식점,서양식 음식점업,부산진구,202301,,129.0249063,35.1516265
영업/정상,통통회,외식,일식음식점,일식 음식점업,부산진구,202301,,129.0551437,35.17430783
영업/정상,사계식,외식,분식전문점,기타 간이 음식점업,부산진구,202301,,129.0666637,35.15533042
영업/정상,나는홍게다,외식,한식음식점,한식 일반 음식점업,부산진구,202301,,129.0378182,35.16429939
영업/정상,빗센,외식,분식전문점,기타 간이 음식점업,부산진구,202301,,129.0669079,35.15550773
영업/정상,홍대쌀국수(E마트연제점),외식,한식음식점,한식 일반 음식점업,연제구,202301,,129.0813108,35.17612816
영업/정상,BBQ 부산정관신도시점,외식,분식전문점,기타 간이 음식점업,기장군,202301,,129.1875776,35.32445077
영업/정상,타츠타츠,외식,양식음식점,서양식 음식점업,해운대구,202105,,129.163829,35.16175647
영업/정상,갈매기타운본점,외식,한식음식점,한식 일반 음식점업,수영구,202212,,129.1311106,35.15546361
영업/정상,소예당,외식,분식전문점,기타 간이 음식점업,수영구,202301,,129.1121186,35.16041154
영업/정상,사돈국수,외식,분식전문점,기타 간이 음식점업,해운대구,202211,,129.2026896,35.18342166
영업/정상,어반플랜트 수영,외식,분식전문점,기타 간이 음식점업,수영구,202212,,129.1146161,35.17136777
영업/정상,시온상사, , , ,강서구,201412,,128.9364402,35.21859333
영업/정상,쑈진즈마라탕(기장점),외식,분식전문점,기타 간이 음식점업,기장군,202212,,129.2170886,35.24733513
영업/정상,룩스피자(Looks pizza),외식,분식전문점,기타 간이 음식점업,해운대구,202211,,129.1196403,35.19502561
영업/정상,요시라멘(yoshi ramen),외식,분식전문점,기타 간이 음식점업,해운대구,202211,,129.1624317,35.16994767
영업/정상,맘스터치 피자앤치킨,외식,분식전문점,기타 간이 음식점업,해운대구,202212,,129.1621907,35.1659107
영업/정상,너와인연,외식,분식전문점,기타 간이 음식점업,기장군,202212,,129.214258,35.18902833
영업/정상,타코파파,외식,양식음식점,기타 외국식 음식점업,사상구,202301,,128.9817489,35.16722483
영업/정상,호맥 초량점,외식,호프·간이주점,기타 주점업,동구,202301,,129.0397958,35.11910145
영업/정상,인생마라,외식,중식음식점,중식 음식점업,동구,202301,,129.046699,35.12939538
영업/정상,심야식당 꾼,외식,분식전문점,기타 간이 음식점업,기장군,202212,,129.1823335,35.32109483
영업/정상,보리먹인우리소,외식,한식음식점,한식 일반 음식점업,기장군,202212,,129.217349,35.19150797
영업/정상,"오늘, 또",외식,분식전문점,기타 간이 음식점업,기장군,202212,,129.1747916,35.32099219
영업/정상,Cafe hill(카페힐),외식,분식전문점,기타 간이 음식점업,영도구,202211,,129.0519111,35.09240108
영업/정상,현장식당,외식,한식음식점,한식 일반 음식점업,동래구,202212,,129.1081539,35.19645215
영업/정상,스시앙,외식,일식음식점,일식 음식점업,북구,202212,,129.0053895,35.19958081
영업/정상,고반식당 명지점,외식,한식음식점,한식 일반 음식점업,강서구,202301,,128.9255323,35.10249394
영업/정상,미아리우동집 명지법원점,외식,한식음식점,한식 일반 음식점업,강서구,202301,,128.9060482,35.09556998
