기준연월,기초지자체,방문자 수,구분
202411,남구,2504750,외지인 방문자
202411,동구,3090255,외지인 방문자
202411,동래구,3147190,외지인 방문자
202411,부산진구,5855224,외지인 방문자
202411,북구,1980286,외지인 방문자
202411,사상구,2279291,외지인 방문자
202411,사하구,1974668,외지인 방문자
202411,서구,1642095,외지인 방문자
202411,수영구,3269830,외지인 방문자
202411,연제구,2536961,외지인 방문자
202411,영도구,1437874,외지인 방문자
202411,중구,3240800,외지인 방문자
202411,해운대구,5624714,외지인 방문자
202412,강서구,3367718,외지인 방문자
202412,금정구,2413190,외지인 방문자
202412,기장군,3394769,외지인 방문자
202412,남구,2597634,외지인 방문자
202412,동구,3067561,외지인 방문자
202412,동래구,3349220,외지인 방문자
202412,부산진구,6312614,외지인 방문자
202412,북구,1999210,외지인 방문자
202412,사상구,2316304,외지인 방문자
202412,사하구,2001573,외지인 방문자
202412,서구,1692068,외지인 방문자
202412,수영구,3290861,외지인 방문자
202412,연제구,2720172,외지인 방문자
202412,영도구,1543406,외지인 방문자
202412,중구,3532680,외지인 방문자
202412,해운대구,5872240,외지인 방문자
202501,강서구,3570074,외지인 방문자
202501,금정구,2487446,외지인 방문자
202501,기장군,3685672,외지인 방문자
202501,남구,2584502,외지인 방문자
202501,동구,3119403,외지인 방문자
202501,동래구,3497193,외지인 방문자
202501,부산진구,6238068,외지인 방문자
202501,북구,2180150,외지인 방문자
202501,사상구,2386170,외지인 방문자
202501,사하구,2133596,외지인 방문자
202501,서구,1717916,외지인 방문자
202501,수영구,3373601,외지인 방문자
202501,연제구,2738799,외지인 방문자
202501,영도구,1584202,외지인 방문자
202501,중구,3351257,외지인 방문자
202501,해운대구,5993704,외지인 방문자
202502,강서구,3255700,외지인 방문자
202502,금정구,2175638,외지인 방문자
202502,기장군,2933371,외지인 방문자
202502,남구,2321812,외지인 방문자
202502,동구,3023310,외지인 방문자
202502,동래구,3080623,외지인 방문자
202502,부산진구,5613251,외지인 방문자
202502,북구,1788871,외지인 방문자
202502,사상구,2121343,외지인 방문자
202502,사하구,1789890,외지인 방문자
202502,서구,1504898,외지인 방문자
202502,수영구,2884980,외지인 방문자
202502,연제구,2389555,외지인 방문자
202502,영도구,1311930,외지인 방문자
202502,중구,2985311,외지인 방문자
202502,해운대구,5217009,외지인 방문자
202503,강서구,3592029,외지인 방문자
202503,금정구,2967391,외지인 방문자
202503,기장군,3392484,외지인 방문자
202503,남구,3033184,외지인 방문자
202503,동구,3089975,외지인 방문자
202503,동래구,3642174,외지인 방문자
