연월,행정구,신설법인수,부산전체신설법인수,부산전체대비비중_pct,원문비중_pct,월내순위,전월대비증감수,전월대비증감률_pct,전년동월대비증감수,전년동월대비증감률_pct,3개월이동평균,6개월이동평균,데이터상태,수치생성방식,출처파일,검증_주의
202407,수영구,24,397,6.05,6.0,6,12,100.0,,,18.0,17.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,연제구,21,397,5.29,5.3,9,2,10.53,,,21.0,21.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,사상구,9,397,2.27,2.3,14,-6,-40.0,,,13.33,14.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,금정구,23,397,5.79,5.8,7,8,53.33,,,21.0,20.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,동구,21,397,5.29,5.3,9,7,50.0,,,19.0,19.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,사하구,23,397,5.79,5.8,7,13,130.0,,,16.33,17.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,북구,13,397,3.27,3.3,13,6,85.71,,,10.33,11.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,중구,14,397,3.53,3.5,12,1,7.69,,,12.33,11.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,서구,4,397,1.01,1.0,16,3,300.0,,,3.67,5.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,영도구,5,397,1.26,1.3,15,-6,-54.55,,,7.0,7.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,강서구,32,310,10.32,10.3,3,-24,-42.86,,,41.33,42.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,해운대구,52,310,16.77,16.8,1,-16,-23.53,,,60.33,62.33,비중역산_합계검증,원문 직접 기재 개체수,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,부산진구,33,310,10.65,10.6,2,-4,-10.81,,,32.33,37.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,기장군,17,310,5.48,5.5,8,-10,-37.04,,,22.33,19.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,남구,21,310,6.77,6.8,4,1,5.0,,,24.0,23.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,동래구,18,310,5.81,5.8,7,-14,-43.75,,,24.0,21.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,수영구,14,310,4.52,4.5,12,-10,-41.67,,,16.67,17.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,연제구,15,310,4.84,4.8,10,-6,-28.57,,,18.33,19.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,사상구,15,310,4.84,4.8,10,6,66.67,,,13.0,15.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,금정구,20,310,6.45,6.5,5,-3,-13.04,,,19.33,20.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,동구,17,310,5.48,5.5,8,-4,-19.05,,,17.33,19.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,사하구,19,310,6.13,6.1,6,-4,-17.39,,,17.33,18.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,북구,11,310,3.55,3.5,14,-2,-15.38,,,10.33,11.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,중구,13,310,4.19,4.2,13,-1,-7.14,,,13.33,12.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,서구,6,310,1.94,1.9,16,2,50.0,,,3.67,5.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,영도구,7,310,2.26,2.3,15,2,40.0,,,7.67,7.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202409,강서구,32,289,11.07,11.1,2,0,0.0,,,40.0,41.5,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,해운대구,48,289,16.61,16.6,1,-4,-7.69,,,56.0,57.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,부산진구,16,289,5.54,5.5,9,-17,-51.52,,,28.67,33.5,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,기장군,17,289,5.88,5.9,7,0,0.0,,,20.33,19.67,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,남구,30,289,10.38,10.4,3,9,42.86,,,23.67,24.67,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,동래구,23,289,7.96,8.0,4,5,27.78,,,24.33,21.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,수영구,17,289,5.88,5.9,7,3,21.43,,,18.33,18.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,연제구,16,289,5.54,5.5,9,1,6.67,,,17.33,18.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,사상구,21,289,7.27,7.3,6,6,40.0,,,15.0,15.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,금정구,8,289,2.77,2.8,13,-12,-60.0,,,17.0,19.33,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,동구,7,289,2.42,2.4,14,-10,-58.82,,,15.0,17.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,사하구,23,289,7.96,8.0,4,4,21.05,,,21.67,18.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,북구,11,289,3.81,3.8,11,0,0.0,,,11.67,11.17,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,중구,5,289,1.73,1.7,15,-8,-61.54,,,10.67,11.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,서구,4,289,1.38,1.4,16,-2,-33.33,,,4.67,3.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,영도구,11,289,3.81,3.8,11,4,57.14,,,7.67,8.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202410,강서구,40,371,10.78,10.8,2,8,25.0,,,34.67,40.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,해운대구,51,371,13.75,13.7,1,3,6.25,,,50.33,58.17,비중역산_합계검증,원문 직접 기재 개체수,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,부산진구,34,371,9.16,9.2,3,18,112.5,,,27.67,30.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,기장군,32,371,8.63,8.6,4,15,88.24,,,22.0,21.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,남구,32,371,8.63,8.6,4,2,6.67,,,27.67,25.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,동래구,26,371,7.01,7.0,6,3,13.04,,,22.33,23.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,수영구,25,371,6.74,6.7,8,8,47.06,,,18.67,18.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,연제구,26,371,7.01,7.0,6,10,62.5,,,19.0,20.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,사상구,17,371,4.58,4.6,10,-4,-19.05,,,17.67,15.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,금정구,15,371,4.04,4.0,12,7,87.5,,,14.33,17.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,동구,18,371,4.85,4.9,9,11,157.14,,,14.0,16.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,사하구,17,371,4.58,4.6,10,-6,-26.09,,,19.67,18.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,북구,10,371,2.7,2.7,14,-1,-9.09,,,10.67,10.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,중구,10,371,2.7,2.7,14,5,100.0,,,9.33,10.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,서구,11,371,2.96,3.0,13,7,175.0,,,7.0,5.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202410,영도구,7,371,1.89,1.9,16,-4,-36.36,,,8.33,7.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_10월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,강서구,37,369,10.03,10.0,2,-3,-7.5,,,36.33,38.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,해운대구,55,369,14.91,14.9,1,4,7.84,,,51.33,55.83,비중역산_합계검증,원문 직접 기재 개체수,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,부산진구,34,369,9.21,9.2,3,0,0.0,,,28.0,30.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,기장군,18,369,4.88,4.9,10,-14,-43.75,,,22.33,22.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,남구,28,369,7.59,7.6,6,-4,-12.5,,,30.0,27.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,동래구,19,369,5.15,5.1,9,-7,-26.92,,,22.67,23.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,수영구,14,369,3.79,3.8,12,-11,-44.0,,,18.67,17.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,연제구,24,369,6.5,6.5,8,-2,-7.69,,,22.0,20.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,사상구,29,369,7.86,7.9,5,12,70.59,,,22.33,17.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,금정구,14,369,3.79,3.8,12,-1,-6.67,,,12.33,15.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,동구,27,369,7.32,7.3,7,9,50.0,,,17.33,17.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,사하구,33,369,8.94,8.9,4,16,94.12,,,24.33,20.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,북구,8,369,2.17,2.2,15,-2,-20.0,,,9.67,10.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,중구,17,369,4.61,4.6,11,7,70.0,,,10.67,12.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,서구,3,369,0.81,0.8,16,-8,-72.73,,,6.0,4.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202411,영도구,9,369,2.44,2.4,14,2,28.57,,,9.0,8.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_11월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,강서구,58,364,15.93,15.9,1,21,56.76,,,45.0,42.5,비중역산_합계검증,원문 직접 기재 개체수,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,해운대구,52,364,14.29,14.3,2,-3,-5.45,,,52.67,54.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,부산진구,35,364,9.62,9.6,3,1,2.94,,,34.33,31.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,기장군,20,364,5.49,5.5,8,2,11.11,,,23.33,21.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,남구,28,364,7.69,7.7,4,0,0.0,,,29.33,26.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,동래구,24,364,6.59,6.6,6,5,26.32,,,23.0,23.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,수영구,14,364,3.85,3.8,10,0,0.0,,,17.67,18.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,연제구,14,364,3.85,3.8,10,-10,-41.67,,,21.33,19.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,사상구,26,364,7.14,7.1,5,-3,-10.34,,,24.0,19.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,금정구,20,364,5.49,5.5,8,6,42.86,,,16.33,16.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,동구,10,364,2.75,2.7,14,-17,-62.96,,,18.33,16.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,사하구,23,364,6.32,6.3,7,-10,-30.3,,,24.33,23.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,북구,11,364,3.02,3.0,13,3,37.5,,,9.67,10.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
