연월,행정구,신설법인수,부산전체신설법인수,부산전체대비비중_pct,원문비중_pct,월내순위,전월대비증감수,전월대비증감률_pct,전년동월대비증감수,전년동월대비증감률_pct,3개월이동평균,6개월이동평균,데이터상태,수치생성방식,출처파일,검증_주의
202412,중구,13,364,3.57,3.6,12,-4,-23.53,,,13.33,12.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,서구,8,364,2.2,2.2,15,5,166.67,,,7.33,6.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202412,영도구,8,364,2.2,2.2,15,-1,-11.11,,,8.0,7.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2024년_12월_및_2024년도_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202501,강서구,51,354,14.41,14.4,2,-7,-12.07,-18,-26.09,48.67,41.67,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,해운대구,45,354,12.71,12.7,3,-7,-13.46,-21,-31.82,50.67,50.5,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,부산진구,27,354,7.63,7.6,5,-8,-22.86,-15,-35.71,32.0,29.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,기장군,29,354,8.19,8.2,4,9,45.0,-6,-17.14,22.33,22.17,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,남구,26,354,7.34,7.3,6,-2,-7.14,-2,-7.14,27.33,27.5,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,동래구,19,354,5.37,5.4,7,-5,-20.83,-9,-32.14,20.67,21.5,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,수영구,55,354,15.54,15.5,1,41,292.86,27,96.43,27.67,23.17,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,연제구,11,354,3.11,3.1,12,-3,-21.43,-13,-54.17,16.33,17.67,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,사상구,19,354,5.37,5.4,7,-7,-26.92,-4,-17.39,24.67,21.17,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,금정구,13,354,3.67,3.7,11,-7,-35.0,-9,-40.91,15.67,15.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,동구,14,354,3.95,4.0,10,4,40.0,-8,-36.36,17.0,15.5,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,사하구,10,354,2.82,2.8,14,-13,-56.52,-10,-50.0,22.0,20.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,북구,15,354,4.24,4.2,9,4,36.36,0,0.0,11.33,11.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,중구,11,354,3.11,3.1,12,-2,-15.38,-4,-26.67,13.67,11.5,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,서구,3,354,0.85,0.8,16,-5,-62.5,-7,-70.0,4.67,5.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202501,영도구,6,354,1.69,1.7,15,-2,-25.0,0,0.0,7.67,8.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202502,강서구,45,371,12.13,12.1,2,-6,-11.76,0,0.0,51.33,43.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,해운대구,57,371,15.36,15.4,1,12,26.67,0,0.0,51.33,51.33,비중역산_합계검증,원문 직접 기재 개체수,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,부산진구,30,371,8.09,8.1,4,3,11.11,1,3.45,30.67,29.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,기장군,27,371,7.28,7.3,5,-2,-6.9,6,28.57,25.33,23.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,남구,19,371,5.12,5.1,8,-7,-26.92,-2,-9.52,24.33,27.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,동래구,19,371,5.12,5.1,8,0,0.0,1,5.56,20.67,21.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,수영구,41,371,11.05,11.1,3,-14,-25.45,26,173.33,36.67,27.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,연제구,17,371,4.58,4.6,12,6,54.55,-8,-32.0,14.0,18.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,사상구,19,371,5.12,5.1,8,0,0.0,5,35.71,21.33,21.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,금정구,21,371,5.66,5.7,7,8,61.54,3,16.67,18.0,15.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,동구,15,371,4.04,4.0,13,1,7.14,-2,-11.76,13.0,15.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,사하구,22,371,5.93,5.9,6,12,120.0,5,29.41,18.33,21.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,북구,18,371,4.85,4.9,11,3,20.0,7,63.64,14.67,12.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,중구,10,371,2.7,2.7,14,-1,-9.09,2,25.0,11.33,11.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,서구,8,371,2.16,2.2,15,5,166.67,4,100.0,6.33,6.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202502,영도구,3,371,0.81,0.8,16,-3,-50.0,-4,-57.14,5.67,7.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,강서구,30,328,9.15,9.1,3,-15,-33.33,-9,-23.08,42.0,43.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,해운대구,41,328,12.5,12.5,2,-16,-28.07,-34,-45.33,47.67,50.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,부산진구,23,328,7.01,7.0,5,-7,-23.33,-16,-41.03,26.67,30.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,기장군,13,328,3.96,4.0,11,-14,-51.85,-2,-13.33,23.0,23.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,남구,24,328,7.32,7.3,4,5,26.32,0,0.0,23.0,26.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,동래구,17,328,5.18,5.2,7,-2,-10.53,-9,-34.62,18.33,20.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,수영구,71,328,21.65,21.6,1,30,73.17,57,407.14,55.67,36.67,비중역산_합계검증,원문 직접 기재 개체수,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,연제구,16,328,4.88,4.9,8,-1,-5.88,-3,-15.79,14.67,18.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,사상구,19,328,5.79,5.8,6,0,0.0,3,18.75,19.0,21.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,금정구,16,328,4.88,4.9,8,-5,-23.81,2,14.29,16.67,16.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,동구,12,328,3.66,3.7,12,-3,-20.0,-4,-25.0,13.67,16.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,사하구,15,328,4.57,4.6,10,-7,-31.82,-8,-34.78,15.67,20.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,북구,12,328,3.66,3.7,12,-6,-33.33,-2,-14.29,15.0,12.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,중구,10,328,3.05,3.0,14,0,0.0,0,0.0,10.33,11.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,서구,3,328,0.91,0.9,16,-5,-62.5,-10,-76.92,4.67,6.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202503,영도구,6,328,1.83,1.8,15,3,100.0,-3,-33.33,5.0,6.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_3월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202504,강서구,35,335,10.45,10.4,2,5,16.67,-11,-23.91,36.67,42.67,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,해운대구,58,335,17.31,17.3,1,17,41.46,9,18.37,52.0,51.33,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,부산진구,27,335,8.06,8.1,3,4,17.39,-27,-50.0,26.67,29.33,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,기장군,16,335,4.78,4.8,10,3,23.08,-3,-15.79,18.67,20.5,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,남구,25,335,7.46,7.5,5,1,4.17,0,0.0,22.67,25.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,동래구,27,335,8.06,8.1,3,10,58.82,18,200.0,21.0,20.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,수영구,19,335,5.67,5.7,7,-52,-73.24,-4,-17.39,43.67,35.67,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,연제구,15,335,4.48,4.5,12,-1,-6.25,-4,-21.05,16.0,16.17,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,사상구,14,335,4.18,4.2,13,-5,-26.32,-5,-26.32,17.33,21.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,금정구,18,335,5.37,5.4,9,2,12.5,-7,-28.0,18.33,17.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,동구,19,335,5.67,5.7,7,7,58.33,-7,-26.92,15.33,16.17,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,사하구,23,335,6.87,6.9,6,8,53.33,6,35.29,20.0,21.0,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,북구,7,335,2.09,2.1,15,-5,-41.67,-7,-50.0,12.33,11.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,중구,16,335,4.78,4.8,10,6,60.0,0,0.0,12.0,12.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,서구,10,335,2.99,3.0,14,7,233.33,8,400.0,7.0,5.83,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202504,영도구,6,335,1.79,1.8,16,0,0.0,-3,-33.33,5.0,6.33,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202505,강서구,45,367,12.26,12.3,2,10,28.57,-2,-4.26,36.67,44.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,해운대구,47,367,12.81,12.8,1,-11,-18.97,-22,-31.88,48.67,50.0,비중역산_합계검증,원문 직접 기재 개체수,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,부산진구,45,367,12.26,12.3,2,18,66.67,11,32.35,31.67,31.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,기장군,14,367,3.81,3.8,11,-2,-12.5,-1,-6.67,14.33,19.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,남구,39,367,10.63,10.6,4,14,56.0,18,85.71,29.33,26.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,동래구,29,367,7.9,7.9,6,2,7.41,7,31.82,24.33,22.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,수영구,32,367,8.72,8.7,5,13,68.42,14,77.78,40.67,38.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,연제구,20,367,5.45,5.4,7,5,33.33,-3,-13.04,17.0,15.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,사상구,18,367,4.9,4.9,9,4,28.57,2,12.5,17.0,19.17,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,금정구,20,367,5.45,5.4,7,2,11.11,-5,-20.0,18.0,18.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,동구,11,367,3.0,3.0,13,-8,-42.11,-11,-50.0,14.0,13.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,사하구,17,367,4.63,4.6,10,-6,-26.09,1,6.25,18.33,18.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,북구,7,367,1.91,1.9,14,0,0.0,-4,-36.36,8.67,11.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,중구,12,367,3.27,3.3,12,-4,-25.0,2,20.0,12.67,12.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,서구,6,367,1.63,1.6,15,-4,-40.0,0,0.0,6.33,6.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202505,영도구,5,367,1.36,1.4,16,-1,-16.67,0,0.0,5.67,5.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202506,강서구,41,367,11.17,11.2,3,-4,-8.89,5,13.89,40.33,41.17,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,해운대구,48,367,13.08,13.1,1,1,2.13,-13,-21.31,51.0,49.33,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,부산진구,29,367,7.9,7.9,5,-16,-35.56,2,7.41,33.67,30.17,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202506,기장군,19,367,5.18,5.2,8,5,35.71,-4,-17.39,16.33,19.67,원문그래프직접,원문 구군별 그래프 개체수 직접 판독,2._2025년_상반기_및_6월_부산지역_신설법인_현황_조사_보고서.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
